,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
616,1,60,2,0,9157,0,1,2,0,0,2,2,27,0,1,1,2,1,1,0,0
617,0,6,0,3,3676,1,1,1,0,0,3,0,37,0,2,3,0,2,1,0,0
618,1,30,1,2,3441,4,1,2,1,2,4,3,21,0,2,1,0,1,1,0,1
619,2,12,1,3,640,1,1,4,2,0,2,0,49,0,0,1,1,1,1,0,0
620,1,21,0,5,3652,1,2,2,0,0,3,1,27,0,0,2,0,1,1,0,0
621,2,18,0,3,1530,1,1,3,0,0,2,1,32,1,0,2,0,1,1,0,1
622,2,48,1,5,3914,0,1,4,2,0,2,0,38,1,0,1,0,1,1,0,1
623,0,12,1,2,1858,1,4,4,1,0,1,3,22,0,2,1,0,1,1,0,0
624,0,18,1,0,2600,1,1,4,0,0,4,2,65,0,1,2,0,1,1,0,1
625,2,15,1,0,1979,0,0,4,0,0,2,3,35,0,0,1,0,1,1,0,0
626,3,6,1,2,2116,1,1,2,0,0,2,0,41,0,0,1,0,1,0,0,0
627,1,9,4,3,1437,4,2,2,0,0,3,2,29,0,0,1,0,1,1,0,1
628,2,42,0,2,4042,2,1,4,0,0,4,0,36,0,0,2,0,1,0,0,0
629,2,9,1,1,3832,0,0,1,0,0,4,0,64,0,0,1,1,1,1,0,0
630,0,24,1,0,3660,1,1,2,1,0,4,3,28,0,0,1,0,1,1,0,0
631,0,18,4,2,1553,1,1,4,0,0,3,3,44,1,0,1,0,1,1,0,1
632,1,15,1,0,1444,0,4,4,0,0,1,1,23,0,0,1,0,1,1,0,0
633,2,9,1,2,1980,1,4,2,1,2,2,3,19,0,2,2,0,1,1,0,1
634,1,24,1,3,1355,1,4,3,1,0,4,3,25,0,0,1,1,1,0,0,1
635,2,12,1,1,1393,1,0,4,0,0,4,1,47,1,0,3,0,2,0,0,0
636,2,24,1,0,1376,2,2,4,1,0,1,3,28,0,0,1,0,1,1,0,0
637,2,60,2,0,15653,1,2,2,0,0,4,3,21,0,0,2,0,1,0,0,0
638,2,12,1,0,1493,1,4,4,1,0,3,3,34,0,0,1,0,2,1,0,0
639,0,42,2,0,4370,1,2,3,0,0,2,1,26,1,0,2,0,2,0,0,1
640,0,18,1,1,750,1,3,4,1,0,1,0,27,0,0,1,3,1,1,0,1
641,1,15,1,7,1308,1,0,4,0,0,4,3,38,0,0,2,1,1,1,0,0
642,2,15,1,1,4623,4,1,3,0,0,2,1,40,0,0,1,2,1,0,0,1
643,2,24,0,0,1851,1,2,4,3,1,2,3,33,0,0,2,0,1,0,0,0
644,0,18,0,0,1880,1,2,4,3,0,1,1,32,0,0,2,2,1,0,0,0
645,2,36,2,5,7980,0,4,4,0,0,4,3,27,0,2,2,0,1,0,0,1
646,0,30,3,2,4583,1,1,2,2,1,2,0,32,0,0,2,0,1,1,0,0
647,2,12,1,3,1386,2,1,2,1,0,2,1,26,0,0,1,0,1,1,0,1
648,3,24,1,3,947,1,2,4,0,0,3,2,38,1,1,1,0,2,1,0,1
649,0,12,1,1,684,1,1,4,0,0,4,3,40,0,2,1,1,2,1,0,1
650,0,48,1,1,7476,1,2,4,0,0,1,2,50,0,1,1,2,1,0,0,0
651,1,12,1,2,1922,1,1,4,0,0,2,1,37,0,0,1,1,1,1,0,1
652,0,24,1,3,2303,1,0,4,0,2,1,0,45,0,0,1,0,1,1,0,1
653,1,36,2,3,8086,4,0,2,0,0,4,3,42,0,0,4,2,1,0,0,1
654,2,24,0,4,2346,1,2,4,0,0,3,3,35,0,0,2,0,1,0,0,0
655,0,14,1,3,3973,1,3,1,0,0,4,2,22,0,1,1,0,1,1,0,0
656,1,12,1,3,888,1,0,4,0,0,4,3,41,1,0,1,1,2,1,0,1
657,2,48,1,0,10222,0,2,4,0,0,3,3,37,2,0,1,0,1,0,0,0
658,1,30,3,5,4221,1,1,2,1,0,1,3,28,0,0,2,0,1,1,0,0
659,1,18,0,2,6361,1,0,2,0,0,1,2,41,0,0,1,0,1,0,0,0
660,3,12,1,0,1297,1,1,3,3,0,4,0,23,0,2,1,0,1,1,0,0
661,0,12,1,3,900,0,1,4,3,0,2,3,23,0,0,1,0,1,1,0,1
662,2,21,1,2,2241,1,0,4,0,0,2,0,50,0,0,2,0,1,1,0,0
663,1,6,2,2,1050,1,3,4,0,0,1,1,35,2,0,2,2,1,0,0,0
664,3,6,0,1,1047,1,1,2,1,0,4,1,50,0,0,1,1,1,1,0,0
665,2,24,0,8,6314,1,3,4,0,2,2,2,27,1,0,2,2,1,0,0,0
666,1,30,4,2,3496,3,1,4,0,0,2,3,34,2,0,1,0,2,0,0,0
667,2,48,4,5,3609,1,1,1,1,0,1,0,27,2,0,1,0,1,1,0,0
668,0,12,0,3,4843,1,0,3,0,2,4,1,43,0,2,2,0,1,0,0,1
669,3,30,0,0,3017,1,0,4,0,0,4,1,47,0,0,1,0,1,1,0,0
670,2,24,0,5,4139,4,1,3,0,0,3,1,27,0,0,2,1,1,0,0,0
671,2,36,1,5,5742,4,2,2,0,0,2,3,31,0,0,2,0,1,0,0,0
672,2,60,1,3,10366,1,0,2,0,0,4,1,42,0,0,1,2,1,0,0,0
673,2,6,0,3,2080,2,1,1,3,0,2,3,24,0,0,1,0,1,1,0,0
674,2,21,2,5,2580,2,4,4,0,0,2,0,41,1,0,1,1,2,1,0,1
675,2,30,0,0,4530,1,2,4,1,0,4,3,26,0,2,1,2,1,0,0,0
676,2,24,0,2,5150,1,0,4,0,0,4,3,33,0,0,1,0,1,0,0,0
677,1,72,1,0,5595,4,1,2,3,0,2,3,24,0,0,1,0,1,1,0,1
678,0,24,1,0,2384,1,0,4,0,0,4,0,64,1,2,1,1,1,1,0,0
679,2,18,1,0,1453,1,4,3,1,0,1,0,26,0,0,1,0,1,1,0,0
680,2,6,1,1,1538,1,4,1,1,0,2,2,56,0,0,1,0,1,1,0,0
681,2,12,1,0,2279,0,1,4,0,0,4,2,37,0,1,1,0,1,0,0,0
682,2,15,2,0,1478,1,1,4,3,0,3,0,33,1,0,2,0,1,1,0,0
683,2,24,0,0,5103,1,4,3,3,0,3,2,47,0,1,3,0,1,0,0,0
684,1,36,2,5,9857,4,2,1,0,0,3,1,31,0,0,2,1,2,0,0,0
685,2,60,1,3,6527,0,1,4,0,0,4,2,34,0,1,1,0,2,0,0,0
686,3,10,0,0,1347,0,2,4,0,0,2,1,27,0,0,2,0,1,0,0,0
687,1,36,2,3,2862,4,0,4,0,0,3,2,30,0,1,1,0,1,1,0,0
688,2,9,1,0,2753,4,0,3,0,2,4,3,35,0,0,1,0,1,0,0,0
689,0,12,1,3,3651,3,1,1,0,0,3,1,31,0,0,1,0,2,1,0,0
690,0,15,0,2,975,1,1,2,2,0,3,1,25,0,0,2,0,1,1,0,0
691,1,15,1,7,2631,4,1,3,1,0,2,0,25,0,0,1,1,1,1,0,0
692,1,24,1,0,2896,4,4,2,0,0,1,3,29,0,0,1,0,1,1,0,0
693,0,6,0,3,4716,0,4,1,0,0,3,0,44,0,0,2,1,2,1,0,0
694,2,24,1,0,2284,1,2,4,0,0,2,3,28,0,0,1,0,1,0,0,0
695,2,6,1,4,1236,2,1,2,0,0,4,1,50,0,2,1,0,1,1,0,0
696,1,12,1,0,1103,1,2,4,0,1,3,0,29,0,0,2,0,1,1,1,0
697,2,12,0,3,926,1,3,1,1,0,2,1,38,0,0,1,3,1,1,0,0
698,2,18,0,0,1800,1,1,4,0,0,2,3,24,0,0,2,0,1,1,0,0
699,3,15,1,1,1905,1,0,4,0,0,4,3,40,0,2,1,2,1,0,0,0
700,2,12,1,2,1123,2,1,4,1,0,4,3,29,0,2,1,1,1,1,0,1
701,0,48,0,4,6331,1,0,4,0,0,4,2,46,0,1,2,0,1,0,0,1
702,3,24,1,0,1377,4,0,4,1,0,2,2,47,0,1,1,0,1,0,0,0
703,1,30,2,5,2503,4,0,4,0,0,2,1,41,2,0,2,0,1,1,0,0
704,1,27,1,5,2528,1,4,4,1,0,1,1,32,0,0,1,0,2,0,0,0
705,2,15,1,3,5324,2,0,1,1,0,4,2,35,0,1,1,0,1,1,0,0
706,1,48,1,3,6560,4,2,3,0,0,2,1,24,0,0,1,0,1,1,0,1
707,1,12,3,2,2969,1,4,4,1,0,3,1,25,0,2,2,0,1,1,0,1
708,1,9,1,0,1206,1,0,4,1,0,4,0,25,0,0,1,0,1,1,0,0
709,1,9,1,0,2118,1,1,2,0,0,2,0,37,0,0,1,1,2,1,0,0
710,2,18,0,0,629,2,0,4,0,0,3,1,32,1,0,2,2,1,0,0,0
711,0,6,4,1,1198,1,0,4,1,0,4,2,35,0,1,1,0,1,1,0,1
712,2,21,1,4,2476,0,0,4,0,0,4,0,46,0,0,1,2,1,0,0,0
713,0,9,0,0,1138,1,1,4,0,0,4,0,25,0,0,2,1,1,1,0,0
714,1,60,1,3,14027,1,2,4,0,0,2,2,27,0,0,1,2,1,0,0,1
715,2,30,0,4,7596,0,0,1,0,0,4,3,63,0,0,2,0,1,1,0,0
716,2,30,0,0,3077,0,0,3,0,0,2,3,40,0,0,2,0,2,0,0,0
717,2,18,1,0,1505,1,1,4,0,0,2,2,32,0,1,1,2,1,0,0,0
718,3,24,0,0,3148,0,1,3,0,0,2,3,31,0,0,2,0,1,0,0,0
719,1,20,3,4,6148,4,0,3,3,0,4,3,31,1,0,2,0,1,0,0,0
720,3,9,3,0,1337,1,4,4,0,0,2,3,34,0,0,2,2,1,0,0,1
721,1,6,4,1,433,3,4,4,1,0,2,1,24,1,2,1,0,2,1,0,1
722,0,12,1,3,1228,1,1,4,1,0,2,0,24,0,0,1,1,1,1,0,1
723,1,9,1,0,790,2,1,4,1,0,3,0,66,0,0,1,1,1,1,0,0
724,2,27,1,3,2570,1,1,3,1,0,3,0,21,0,2,1,0,1,1,0,1
725,2,6,0,3,250,3,1,2,1,0,2,0,41,1,0,2,1,1,1,0,0
726,2,15,0,0,1316,2,1,2,3,0,2,1,47,0,0,2,1,1,1,0,0
727,0,18,1,0,1882,1,1,4,1,0,4,3,25,1,2,2,0,1,1,0,1
728,1,48,4,5,6416,1,0,4,1,0,3,2,59,0,2,1,0,1,1,0,1
729,3,24,0,5,1275,3,1,2,2,0,4,0,36,0,0,2,0,1,0,0,0
730,1,24,2,0,6403,1,4,1,0,0,2,3,33,0,0,1,0,1,1,0,0
731,0,24,1,0,1987,1,1,2,0,0,4,0,21,0,2,1,1,2,1,0,1
732,1,8,1,0,760,1,2,4,1,1,2,0,44,0,0,1,1,1,1,0,0
733,2,24,1,4,2603,3,1,2,1,0,4,3,28,0,2,1,0,1,0,0,0
734,2,4,0,3,3380,1,2,1,1,0,1,0,37,0,0,1,0,2,1,0,0
735,1,36,4,6,3990,0,4,3,1,0,2,2,29,1,0,1,3,1,1,0,0
736,1,24,1,4,11560,1,1,1,1,0,4,3,23,0,2,2,2,1,1,0,1
737,0,18,1,3,4380,4,1,3,0,0,4,3,35,0,0,1,1,2,0,0,0
738,2,6,0,3,6761,1,2,1,0,0,3,2,45,0,0,2,2,2,0,0,0
739,1,30,3,5,4280,4,1,4,1,0,4,3,26,0,2,2,1,1,1,0,1
740,0,24,4,3,2325,4,2,2,0,0,3,3,32,1,0,1,0,1,1,0,0
741,1,10,4,0,1048,1,1,4,0,0,4,0,23,2,0,1,1,1,1,0,0
742,2,21,1,0,3160,0,0,4,0,0,3,1,41,0,0,1,0,1,0,0,0
743,0,24,4,2,2483,2,1,4,0,0,4,0,22,2,0,1,0,1,0,0,0
744,0,39,0,2,14179,0,2,4,0,0,4,1,30,0,0,2,2,1,0,0,0
745,0,13,0,5,1797,1,4,3,0,0,1,1,28,1,0,2,1,1,1,0,0
746,0,15,1,3,2511,1,3,1,1,0,4,3,23,0,2,1,0,1,1,0,0
747,0,12,1,3,1274,1,4,3,1,0,1,0,37,0,0,1,1,1,1,0,1
748,2,21,1,4,5248,0,1,1,0,0,3,3,26,0,0,1,0,1,1,0,0
749,2,15,1,4,3029,1,2,2,0,0,2,3,33,0,0,1,0,1,1,0,0
750,0,6,1,2,428,1,0,2,1,0,1,1,49,1,0,1,0,1,0,0,0
751,0,18,1,3,976,1,4,1,1,0,2,3,23,0,0,1,1,1,1,0,1
752,1,12,1,5,841,4,2,2,1,0,4,0,23,0,2,1,1,1,1,0,0
753,2,30,0,0,5771,1,2,4,1,0,2,3,25,0,0,2,0,1,1,0,0
754,2,12,2,7,1555,3,0,4,0,0,4,2,55,0,1,2,0,2,1,0,1
755,0,24,1,3,1285,0,2,4,1,0,4,2,32,0,2,1,0,1,1,0,1
756,3,6,0,3,1299,1,1,1,0,0,1,0,74,0,0,3,3,2,1,1,0
757,3,15,0,0,1271,0,1,3,0,0,4,2,39,0,1,2,0,1,0,0,1
758,2,24,1,3,1393,1,1,2,0,1,2,0,31,0,0,1,0,1,0,0,0
759,0,12,0,3,691,1,0,4,0,0,3,1,35,0,0,2,0,1,1,0,1
760,2,15,0,3,5045,0,0,1,1,0,4,3,59,0,0,1,0,1,0,0,0
761,0,18,0,2,2124,1,1,4,1,0,4,0,24,0,2,2,0,1,1,0,1
762,0,12,1,0,2214,1,1,4,0,0,3,1,24,0,0,1,1,1,1,0,0
763,2,21,0,3,12680,0,0,4,0,0,4,2,30,0,1,1,2,1,0,0,1
764,2,24,0,3,2463,4,2,4,3,0,3,1,27,0,0,2,0,1,0,0,0
765,1,12,1,0,1155,1,0,3,3,1,3,0,40,1,0,2,1,1,1,0,0
766,0,30,1,2,3108,1,4,2,2,0,4,1,31,0,0,1,1,1,1,0,1
767,2,10,1,4,2901,0,4,1,1,0,4,0,31,0,2,1,0,1,1,0,0
768,1,12,0,2,3617,1,0,1,0,0,4,3,28,0,2,3,0,1,0,0,0
769,2,12,0,0,1655,1,0,2,0,0,4,0,63,0,0,2,1,1,0,0,0
770,0,24,1,4,2812,0,0,2,1,0,4,0,26,0,2,1,0,1,1,0,0
771,0,36,0,1,8065,1,1,3,1,0,2,2,25,0,0,2,2,1,0,0,1
772,2,21,0,4,3275,1,0,1,0,0,4,3,36,0,0,1,2,1,0,0,0
773,2,24,0,0,2223,4,0,4,0,0,4,1,52,1,0,2,0,1,1,0,0
774,3,12,0,3,1480,2,3,2,0,0,4,2,66,1,1,3,3,1,1,0,0
775,0,24,1,3,1371,0,1,4,1,0,4,0,25,0,2,1,0,1,1,0,1
776,2,36,0,3,3535,1,2,4,0,0,4,3,37,0,0,2,0,1,0,0,0
777,0,18,1,0,3509,1,2,4,1,1,1,0,25,0,0,1,0,1,1,0,0
778,2,36,0,4,5711,3,0,4,0,0,2,3,38,0,0,2,2,1,0,0,0
779,1,18,1,7,3872,1,3,2,1,0,4,3,67,0,0,1,0,1,0,0,0
780,1,39,0,0,4933,1,2,2,0,1,2,0,25,0,0,2,0,1,1,0,1
781,2,24,0,3,1940,3,0,4,0,0,4,0,60,0,0,1,0,1,0,0,0
782,1,12,3,9,1410,1,1,2,0,0,2,0,31,0,0,1,1,1,0,0,0
783,1,12,1,3,836,4,4,4,1,0,2,1,23,1,0,1,1,1,1,0,1
784,1,20,1,4,6468,0,3,1,2,0,4,0,60,0,0,1,2,1,0,0,0
785,1,18,1,5,1941,3,1,4,0,0,2,1,35,0,0,1,1,1,0,0,0
786,2,22,1,0,2675,2,0,3,0,0,4,3,40,0,0,1,0,1,1,0,0
787,2,48,0,4,2751,0,0,4,0,0,3,3,38,0,0,2,0,2,0,0,0
788,1,48,2,1,6224,1,0,4,0,0,4,2,50,0,1,1,0,1,1,0,1
789,0,40,0,1,5998,1,1,4,0,0,3,2,27,1,0,1,0,1,0,0,1
790,1,21,1,5,1188,1,0,2,1,0,4,1,39,0,0,1,0,2,1,0,1
791,2,24,1,4,6313,0,0,3,0,0,4,3,41,0,0,1,2,2,0,0,0
792,2,6,0,2,1221,0,1,1,3,0,2,1,27,0,0,2,0,1,1,0,0
793,3,24,1,2,2892,1,0,3,2,0,4,2,51,0,1,1,0,1,1,0,0
794,2,24,1,2,3062,2,0,4,0,0,3,2,32,0,2,1,0,1,0,0,0
795,2,9,1,2,2301,4,4,2,1,0,4,1,22,0,2,1,0,1,1,0,0
796,0,18,1,4,7511,0,0,1,0,0,4,1,51,0,1,1,0,2,0,0,1
797,2,12,0,2,1258,1,4,2,1,0,4,1,22,0,2,2,1,1,1,0,0
798,2,24,2,3,717,0,0,4,3,0,4,3,54,0,0,2,0,1,0,0,0
799,1,9,1,3,1549,0,4,4,0,0,2,0,35,0,0,1,3,1,1,0,0
800,2,24,0,1,1597,1,0,4,0,0,4,2,54,0,1,2,0,2,1,0,0
801,1,18,0,0,1795,1,0,3,1,1,4,0,48,1,2,2,1,1,0,0,0
802,0,20,0,2,4272,1,0,1,1,0,4,1,24,0,0,2,0,1,1,0,0
803,2,12,0,0,976,0,0,4,0,0,4,3,35,0,0,2,0,1,1,0,0
804,1,12,1,3,7472,0,3,1,1,0,2,0,24,0,2,1,3,1,1,0,0
805,0,36,1,3,9271,1,2,2,0,0,1,3,24,0,0,1,0,1,0,0,1
806,1,6,1,0,590,1,4,3,3,0,3,0,26,0,0,1,1,1,1,1,0
807,2,12,0,0,930,0,0,4,0,0,4,0,65,0,0,4,0,1,1,0,0
808,1,42,4,4,9283,1,3,1,0,0,2,2,55,1,1,1,2,1,0,0,0
809,1,15,3,3,1778,1,4,2,1,0,1,0,26,0,2,2,3,1,1,0,1
810,1,8,1,5,907,1,4,3,3,0,2,0,26,0,0,1,0,1,0,0,0
811,1,6,1,0,484,1,2,3,3,1,3,0,28,1,0,1,1,1,1,0,0
812,0,36,0,4,9629,1,2,4,0,0,4,3,24,0,0,2,0,1,0,0,1
813,0,48,1,6,3051,1,1,3,0,0,4,3,54,0,0,1,0,1,1,0,1
814,0,48,1,3,3931,1,2,4,0,0,4,2,46,0,1,1,0,2,1,0,1
815,1,36,2,3,7432,1,1,2,1,0,2,1,54,0,2,1,0,1,1,0,0
816,2,6,1,6,1338,2,1,1,2,0,4,0,62,0,0,1,0,1,1,0,0
817,2,6,0,0,1554,1,2,1,1,0,2,3,24,0,2,2,0,1,0,0,0
818,0,36,1,8,15857,1,3,2,2,2,3,3,43,0,0,1,2,1,1,0,0
819,0,18,1,0,1345,1,1,4,3,0,3,0,26,1,0,1,0,1,1,0,1
820,2,12,1,3,1101,1,1,3,3,0,2,0,27,0,0,2,0,1,0,0,0
821,3,12,1,0,3016,1,1,3,3,0,1,3,24,0,0,1,0,1,1,0,0
822,0,36,1,2,2712,1,0,2,0,0,2,1,41,1,0,1,0,2,1,0,1
823,0,8,0,3,731,1,0,4,0,0,4,0,47,0,0,2,1,1,1,0,0
824,2,18,0,2,3780,1,4,3,2,0,2,3,35,0,0,2,2,1,0,0,0
825,0,21,0,3,1602,1,0,4,3,0,3,3,30,0,0,2,0,1,0,0,0
826,0,18,0,3,3966,1,0,1,1,0,4,0,33,1,2,3,0,1,0,0,1
827,2,18,3,5,4165,1,1,2,0,0,2,3,36,2,0,2,0,2,1,0,1
828,0,36,1,4,8335,0,0,3,0,0,4,2,47,0,1,1,0,1,1,0,1
829,1,48,2,5,6681,0,1,4,0,0,4,2,38,0,1,1,0,2,0,0,0
830,2,24,2,5,2375,2,1,4,0,0,2,3,44,0,0,2,0,2,0,0,0
831,0,18,1,3,1216,1,4,4,1,0,3,3,23,0,2,1,0,1,0,0,1
832,0,45,3,5,11816,1,0,2,0,0,4,3,29,0,2,2,0,1,1,0,1
833,1,24,1,0,5084,0,0,2,1,0,4,3,42,0,0,1,0,1,0,0,0
834,3,15,1,0,2327,1,4,2,1,0,3,0,25,0,0,1,1,1,1,0,1
835,0,12,3,3,1082,1,1,4,0,0,4,3,48,1,0,2,0,1,1,0,1
836,2,12,1,0,886,0,1,4,1,0,2,3,21,0,0,1,0,1,1,0,0
837,2,4,1,2,601,1,4,1,1,0,3,0,23,0,2,1,1,2,1,0,0
838,0,24,0,4,2957,1,0,4,0,0,4,1,63,0,0,2,0,1,0,0,0
839,2,24,0,0,2611,1,0,4,3,2,3,0,46,0,0,2,0,1,1,0,0
840,0,36,1,2,5179,1,2,4,0,0,2,1,29,0,0,1,0,1,1,0,1
841,2,21,2,4,2993,1,1,3,0,0,2,0,28,2,0,2,1,1,1,0,0
842,2,18,1,7,1943,1,4,4,1,0,4,0,23,0,0,1,0,1,1,0,1
843,2,24,4,5,1559,1,2,4,0,0,4,3,50,1,0,1,0,1,0,0,0
844,2,18,1,2,3422,1,0,4,0,0,4,1,47,1,0,3,0,2,0,0,0
845,1,21,1,2,3976,0,2,2,0,0,3,3,35,0,0,1,0,1,0,0,0
846,2,18,1,3,6761,0,1,2,0,0,4,3,68,0,2,2,0,1,1,0,1
847,2,24,1,3,1249,1,4,4,3,0,2,0,28,0,0,1,0,1,1,0,0
848,0,9,1,0,1364,1,2,3,0,0,4,0,59,0,0,1,0,1,1,0,0
849,0,12,1,0,709,1,0,4,0,0,4,0,57,2,0,1,1,1,1,0,1
850,0,20,0,3,2235,1,1,4,3,1,2,1,33,1,2,2,0,1,1,1,1
851,2,24,0,4,4042,0,2,3,0,0,4,1,43,0,0,2,0,1,0,0,0
852,2,15,0,0,1471,1,1,4,0,0,4,2,35,0,1,2,0,1,0,0,0
853,0,18,4,3,1442,1,2,4,0,0,4,2,32,0,1,2,1,2,1,0,1
854,2,36,2,3,10875,1,0,2,0,0,2,3,45,0,0,2,0,2,0,0,0
855,2,24,1,3,1474,4,4,4,3,0,3,0,33,0,0,1,0,1,0,0,0
856,2,10,1,9,894,0,2,4,1,0,3,1,40,0,0,1,0,1,0,0,0
857,2,15,0,2,3343,1,1,4,0,0,2,2,28,0,1,1,0,1,0,0,0
858,0,15,1,3,3959,1,1,3,1,0,2,1,29,0,0,1,0,1,0,0,1
859,2,9,1,3,3577,4,1,1,0,1,2,0,26,0,2,1,0,2,1,1,0
860,2,24,0,4,5804,3,1,4,0,0,2,0,27,0,0,2,0,1,1,0,0
861,2,18,2,5,2169,1,1,4,3,0,2,3,28,0,0,1,0,1,0,0,1
862,0,24,1,0,2439,1,4,4,1,0,4,0,35,0,0,1,0,1,0,0,1
863,2,27,0,2,4526,3,4,4,0,0,2,0,32,2,0,2,1,2,0,0,0
864,2,10,1,2,2210,1,1,2,0,0,2,0,25,1,2,1,1,1,1,0,1
865,2,15,1,2,2221,2,1,2,1,0,4,3,20,0,2,1,0,1,1,0,0
866,0,18,1,0,2389,1,4,4,1,0,1,3,27,2,0,1,0,1,1,0,0
867,2,12,0,2,3331,1,0,2,0,0,4,1,42,2,0,1,0,1,1,0,0
868,2,36,1,5,7409,0,0,3,0,0,2,1,37,0,0,2,0,1,1,0,0
869,0,12,1,2,652,1,0,4,1,0,4,1,24,0,2,1,0,1,1,0,0
870,2,36,2,2,7678,2,2,2,1,0,4,3,40,0,0,2,0,1,0,0,0
871,3,6,0,3,1343,1,0,1,0,0,4,0,46,0,0,2,0,2,1,1,0
872,0,24,0,5,1382,4,2,4,0,0,1,0,26,0,0,2,0,1,0,0,0
873,2,15,1,6,874,0,4,4,1,0,1,0,24,0,0,1,0,1,1,0,0
874,0,12,1,2,3590,1,1,2,0,2,2,1,29,0,0,1,1,2,1,0,0
875,1,11,0,3,1322,3,1,4,1,0,4,3,40,0,0,2,0,1,1,0,0
876,0,18,4,0,1940,1,4,3,0,2,4,2,36,1,1,1,2,1,0,0,0
877,2,36,1,0,3595,1,0,4,0,0,2,3,28,0,0,1,0,1,1,0,0
878,0,9,1,3,1422,1,4,3,0,0,2,2,27,0,1,1,2,1,0,0,1
879,2,30,0,0,6742,0,2,2,0,0,3,1,36,0,0,2,0,1,1,0,0
880,2,24,1,4,7814,1,2,3,0,0,3,3,38,0,0,1,2,1,0,0,0
881,2,24,1,4,9277,0,1,2,2,0,4,2,48,0,1,1,0,1,0,0,0
882,1,30,0,3,2181,0,0,4,0,0,4,0,36,0,0,2,0,1,1,0,0
883,2,18,0,0,1098,1,3,4,1,0,4,3,65,0,0,2,3,1,1,0,0
884,1,24,1,2,4057,1,2,3,2,0,3,3,43,0,0,1,0,1,0,0,1
885,0,12,1,1,795,1,4,4,1,0,4,1,53,0,0,1,0,1,1,0,1
886,1,24,0,5,2825,0,2,4,0,0,3,2,34,0,0,2,0,2,0,0,0
887,1,48,1,5,15672,1,1,2,0,0,2,3,23,0,0,1,0,1,0,0,1
888,2,36,0,3,6614,1,0,4,0,0,4,3,34,0,0,2,2,1,0,0,0
889,2,28,4,4,7824,0,4,3,0,1,4,0,40,1,2,2,0,2,0,0,0
890,0,27,0,5,2442,1,0,4,0,0,4,3,43,2,0,4,2,2,0,0,0
891,2,15,0,0,1829,1,0,4,0,0,4,3,46,0,0,2,0,1,0,0,0
892,0,12,0,3,2171,1,1,4,0,0,4,1,38,1,0,2,1,1,1,1,0
893,1,36,0,4,5800,1,1,3,0,0,4,3,34,0,0,2,0,1,0,0,0
894,2,18,0,0,1169,0,1,4,0,0,3,1,29,0,0,2,0,1,0,0,0
895,2,36,2,4,8947,0,2,3,0,0,2,3,31,2,0,1,2,2,0,0,0
896,0,21,1,0,2606,1,4,4,1,0,4,1,28,0,2,1,2,1,0,0,0
897,2,12,0,2,1592,3,2,3,1,0,2,1,35,0,0,1,0,1,1,1,0
898,2,15,1,2,2186,0,2,1,1,0,4,0,33,1,2,1,1,1,1,0,0
899,0,18,1,2,4153,1,1,2,0,2,3,3,42,0,0,1,0,1,1,0,1
900,0,16,0,3,2625,1,0,2,0,1,4,1,43,1,2,1,0,1,0,0,1
901,2,20,0,3,3485,0,4,2,2,0,4,0,44,0,0,2,0,1,0,0,0
902,2,36,0,4,10477,0,0,2,0,0,4,2,42,0,1,2,0,1,1,0,0
903,2,15,1,0,1386,0,1,4,3,0,2,0,40,0,2,1,0,1,0,0,0
904,2,24,1,0,1278,1,0,4,0,0,1,0,36,0,0,1,2,1,0,0,0
905,0,12,1,0,1107,1,1,2,0,0,2,0,20,0,2,1,2,2,0,0,0
906,0,21,1,3,3763,0,2,2,0,2,2,0,24,0,0,1,1,1,1,1,0
907,1,36,1,1,3711,0,1,2,3,0,2,3,27,0,0,1,0,1,1,0,0
908,2,15,2,4,3594,1,4,1,1,0,2,1,46,0,0,2,1,1,1,0,0
909,1,9,1,3,3195,0,1,1,1,0,2,0,33,0,0,1,1,1,1,0,0
910,2,36,2,0,4454,1,1,4,1,0,4,0,34,0,0,2,0,1,1,0,0
911,1,24,0,2,4736,1,4,2,1,0,4,3,25,1,0,1,1,1,1,0,1
912,1,30,1,0,2991,0,0,2,1,0,4,3,25,0,0,1,0,1,1,0,0
913,2,11,1,5,2142,3,0,1,2,0,2,0,28,0,0,1,0,1,0,0,0
914,0,24,4,5,3161,1,1,4,0,0,2,1,31,0,2,1,0,1,0,0,1
915,1,48,3,8,18424,1,1,1,1,0,2,1,32,1,0,1,2,1,0,1,1
916,2,10,1,4,2848,4,1,1,0,2,2,0,32,0,0,1,0,2,1,0,0
917,0,6,1,3,14896,1,0,1,0,0,4,2,68,1,0,1,2,1,0,0,1
918,0,24,1,2,2359,4,3,1,2,0,1,1,33,0,0,1,0,1,1,0,1
919,0,24,1,2,3345,1,0,4,0,0,2,1,39,0,2,1,2,1,0,0,1
920,2,18,0,2,1817,1,1,4,1,0,2,2,28,0,0,2,0,1,1,0,0
921,2,48,2,0,12749,2,2,4,0,0,1,3,37,0,0,1,2,1,0,0,0
922,0,9,1,0,1366,1,4,3,1,0,4,1,22,0,2,1,0,1,1,0,1
923,1,12,1,3,2002,1,2,3,0,0,4,1,30,0,2,1,0,2,0,0,0
924,0,24,4,2,6872,1,4,2,2,0,1,1,55,1,0,1,0,1,0,0,1
