,age,EdType,maritalstatus,occupation,relationship,race,gender,capitalgain,capitalloss,hoursperweek,SalStat,target
1063,26,6,1,2,0,0,1,0,2339,55,0,5
1064,20,1,1,12,0,1,1,0,0,15,0,0
1065,33,0,0,11,4,0,1,0,0,40,0,0
1066,48,0,2,6,2,0,1,0,0,40,0,0
1067,52,6,2,5,2,0,1,99999,0,50,1,0
1068,37,0,0,5,4,0,0,0,0,12,0,0
1069,47,0,2,3,2,1,1,0,0,40,0,0
1070,40,9,2,6,2,0,1,0,0,40,1,0
1071,48,8,0,5,4,0,0,0,0,40,1,0
1072,49,9,2,8,2,1,1,0,0,42,1,0
1073,50,1,0,11,0,0,0,0,0,40,0,0
1074,30,5,1,2,0,0,0,0,0,40,0,0
1075,34,1,2,5,2,0,1,0,0,40,0,0
1076,43,0,2,6,2,0,1,0,0,40,0,0
1077,22,9,2,6,5,0,0,0,0,40,0,0
1078,35,0,5,11,0,1,1,0,0,40,0,0
1079,26,0,0,0,1,0,0,0,0,30,0,6
1080,62,12,2,2,2,0,1,0,1628,70,0,0
1081,39,0,5,13,0,0,1,0,0,40,0,5
1082,59,1,2,3,2,0,1,0,0,40,0,5
1083,69,11,0,7,0,0,1,0,0,40,0,2
1084,27,6,2,3,2,0,1,0,0,40,0,0
1085,17,9,1,4,1,0,1,0,0,30,0,0
1086,38,6,2,0,2,0,1,0,0,40,0,0
1087,41,1,2,3,2,0,1,0,1887,50,1,0
1088,27,9,1,6,4,0,0,0,0,40,0,0
1089,23,0,1,0,1,0,0,0,0,40,0,0
1090,17,9,1,12,1,0,1,0,0,24,0,0
1091,56,14,0,6,0,0,0,0,0,40,0,0
1092,24,1,1,0,0,0,0,0,0,40,0,0
1093,44,10,0,8,4,1,1,0,0,40,0,0
1094,23,6,1,0,0,0,1,0,0,30,0,0
1095,25,0,1,8,0,0,1,0,0,65,0,0
1096,21,1,1,11,3,1,0,0,0,8,0,0
1097,18,10,1,12,1,0,1,0,0,6,0,0
1098,45,1,2,3,2,0,1,0,0,40,0,0
1099,75,6,3,7,0,0,0,25124,0,16,1,2
1100,51,14,2,13,2,0,1,0,0,40,0,0
1101,42,0,5,11,3,1,0,0,0,40,0,1
1102,47,1,1,11,0,1,0,0,0,35,0,0
1103,29,1,2,9,2,0,1,0,0,40,0,0
1104,33,3,1,11,0,1,1,0,0,40,0,0
1105,43,6,2,3,2,0,1,0,0,40,0,5
1106,20,1,1,7,1,0,1,0,0,16,0,2
1107,19,6,1,7,1,1,0,0,0,40,0,2
1108,44,5,2,3,2,0,1,0,1848,40,1,0
1109,24,1,1,11,1,0,1,0,0,30,0,0
1110,19,1,1,12,1,0,1,0,0,40,0,0
1111,49,9,5,7,1,0,1,2176,0,40,0,2
1112,52,4,2,0,2,0,1,0,0,40,0,0
1113,38,0,1,9,0,0,1,0,0,52,0,4
1114,24,1,1,10,0,0,1,0,0,50,0,6
1115,32,6,1,2,0,0,1,0,0,50,0,5
1116,72,0,3,7,0,0,0,0,0,8,0,2
1117,26,0,2,4,2,0,1,0,0,50,1,0
1118,29,6,2,4,2,0,1,0,0,50,0,0
1119,39,0,0,0,0,0,1,10520,0,40,1,0
1120,48,0,2,9,2,0,1,0,0,50,0,4
1121,40,1,2,3,2,0,1,0,0,45,1,0
1122,51,1,0,5,4,0,1,0,0,45,0,0
1123,28,0,0,3,1,0,1,0,0,40,0,4
1124,22,0,1,5,1,0,0,0,0,20,0,0
1125,23,6,1,0,0,0,0,0,0,40,0,0
1126,65,1,2,13,2,0,1,0,0,16,0,0
1127,26,6,2,2,2,0,1,0,0,40,0,5
1128,20,1,1,7,1,0,1,1055,0,50,0,2
1129,38,6,2,11,2,0,1,0,0,10,0,4
1130,33,0,1,2,0,0,1,0,0,60,1,0
1131,33,0,2,0,5,0,0,0,0,60,0,5
1132,37,6,1,4,0,1,0,0,0,40,0,0
1133,19,3,1,6,1,0,1,0,0,60,0,0
1134,24,6,1,4,0,0,1,0,0,50,0,0
1135,30,3,2,3,2,0,1,0,0,45,0,0
1136,57,0,0,5,0,0,0,0,0,50,0,6
1137,22,1,1,2,1,0,0,0,0,20,0,6
1138,57,0,2,6,2,1,1,0,0,40,1,0
1139,46,0,2,10,2,0,1,0,0,40,0,6
1140,67,0,2,0,2,0,1,0,0,35,0,0
1141,35,0,1,7,4,1,0,0,0,40,0,2
1142,47,0,5,3,1,0,1,0,0,40,0,0
1143,39,9,2,3,2,0,1,0,0,40,0,0
1144,50,1,0,11,4,3,1,0,0,40,0,0
1145,58,10,0,4,0,0,0,0,0,52,0,4
1146,36,5,2,2,5,0,0,0,0,30,1,0
1147,45,8,2,2,2,0,1,0,0,36,1,0
1148,54,0,2,6,2,0,1,0,0,40,1,0
1149,26,6,1,0,1,0,1,0,0,30,0,0
1150,60,0,2,2,2,0,1,0,0,40,1,0
1151,46,12,2,2,2,0,1,99999,0,60,1,0
1152,26,1,2,5,5,0,0,0,0,35,0,0
1153,32,3,1,3,3,0,1,0,0,40,0,0
1154,38,0,2,8,2,0,1,0,0,40,0,5
1155,48,1,2,4,2,0,1,0,0,70,1,4
1156,44,0,2,5,2,0,1,0,1977,45,1,4
1157,37,0,1,11,1,3,0,0,0,40,0,0
1158,44,1,2,5,2,0,1,0,0,40,0,0
1159,31,0,1,11,0,4,0,0,0,35,0,0
1160,61,12,2,2,2,0,1,0,0,35,1,4
1161,51,0,2,3,2,0,1,0,0,40,0,0
1162,52,6,2,4,5,0,0,15024,0,60,1,0
1163,45,0,2,6,5,0,0,0,1740,40,0,0
1164,36,5,2,7,5,1,0,0,0,21,0,2
1165,39,3,2,11,2,0,1,2407,0,70,0,0
1166,67,0,0,11,0,0,0,0,0,24,0,5
1167,40,5,2,0,2,0,1,0,0,40,1,6
1168,27,11,1,9,0,0,1,0,0,35,0,0
1169,37,7,2,6,2,0,1,0,0,40,0,0
1170,57,1,2,5,2,0,1,0,0,50,1,0
1171,27,9,0,11,0,0,0,0,0,40,0,0
1172,28,0,1,4,0,0,0,2202,0,48,0,0
1173,34,6,2,2,2,0,1,0,0,60,1,3
1174,54,0,2,6,2,0,1,5178,0,50,1,0
1175,52,0,0,11,3,1,0,0,0,38,0,0
1176,42,6,2,2,2,0,1,0,0,45,1,0
1177,48,8,2,2,2,0,1,15024,0,40,1,0
1178,65,8,2,2,2,0,1,6514,0,35,1,6
1179,55,12,2,2,5,0,0,0,0,10,0,4
1180,71,0,2,0,5,0,0,0,0,20,1,3
1181,33,1,2,6,2,1,1,0,0,40,0,0
1182,30,0,2,4,2,0,1,0,0,40,0,0
1183,35,6,2,5,2,0,1,0,0,55,1,0
1184,59,9,0,0,0,1,0,0,0,40,0,0
1185,19,1,1,12,1,0,1,0,0,20,0,0
1186,36,2,2,3,2,0,1,0,0,30,0,4
1187,26,0,1,4,1,0,1,0,0,40,0,4
1188,34,0,2,13,2,0,1,0,0,40,0,5
1189,41,0,2,3,2,1,1,0,0,40,1,0
1190,44,6,2,2,2,0,1,15024,0,50,1,0
1191,26,0,5,7,4,0,0,0,0,40,0,2
1192,47,0,2,3,2,0,1,0,0,48,0,0
1193,18,1,1,4,1,0,1,0,0,16,0,0
1194,55,9,2,3,2,0,1,0,0,18,0,4
1195,49,0,2,3,2,0,1,0,2002,40,0,5
1196,44,6,2,5,2,0,1,0,0,40,1,0
1197,43,6,1,2,0,0,1,0,0,40,0,0
1198,62,14,2,13,2,0,1,0,0,40,0,0
1199,44,0,2,12,2,1,1,0,0,40,0,0
1200,39,0,0,7,4,0,0,0,0,40,0,2
1201,50,1,2,4,2,0,1,0,0,60,1,3
1202,35,3,1,4,0,0,1,0,0,45,0,0
1203,52,0,2,0,2,0,1,0,0,40,0,0
1204,46,12,2,2,2,0,1,0,0,60,1,0
1205,44,5,2,4,2,0,1,7688,0,40,1,0
1206,43,1,1,5,4,0,1,0,0,50,0,0
1207,51,14,2,3,2,0,1,2961,0,40,0,0
1208,20,1,1,4,1,0,1,0,0,20,0,0
1209,47,5,2,0,5,0,0,0,0,40,1,0
1210,43,8,0,5,4,0,1,0,0,50,0,0
1211,24,1,1,3,0,0,1,0,0,40,0,0
1212,27,1,2,3,2,0,1,0,0,50,0,1
1213,32,0,2,8,2,0,1,0,0,40,0,0
1214,37,0,0,11,4,0,0,0,0,12,0,0
1215,26,0,2,6,2,0,1,0,0,60,0,0
1216,43,6,2,5,2,0,1,99999,0,60,1,0
1217,50,0,2,6,5,0,0,0,0,40,0,0
1218,20,0,1,8,1,0,1,0,0,80,0,4
1219,37,0,2,5,2,0,1,0,1902,45,1,0
1220,43,0,1,11,0,1,0,0,0,45,0,0
1221,37,0,2,5,2,0,1,0,1887,50,1,0
1222,53,2,0,11,0,0,0,0,0,36,0,0
1223,44,13,2,2,2,0,1,0,0,40,1,0
1224,25,0,1,11,0,0,0,0,0,40,0,0
1225,17,3,1,0,1,0,0,1055,0,20,0,0
1226,19,0,1,4,1,0,1,0,0,50,0,0
1227,53,0,2,5,5,0,0,15024,0,40,1,6
1228,44,1,2,4,2,0,1,0,0,50,0,0
1229,51,0,2,6,2,1,1,0,1902,40,1,0
1230,49,0,2,5,5,0,0,0,0,43,0,0
1231,35,1,2,12,2,0,1,0,0,40,0,0
1232,44,0,0,3,0,0,1,0,0,45,0,0
1233,54,8,2,2,2,0,1,0,0,60,0,0
1234,37,1,0,0,4,1,0,0,0,35,0,0
1235,18,1,1,11,1,0,0,0,0,15,0,0
1236,24,1,2,12,2,0,1,0,0,40,0,0
1237,29,0,0,3,0,0,0,0,0,50,0,0
1238,22,1,0,7,0,0,0,0,0,35,0,2
1239,35,0,1,6,0,0,1,0,0,40,0,0
1240,56,0,2,3,2,0,1,0,0,48,1,0
1241,32,14,3,7,0,0,0,0,0,40,0,2
1242,24,6,1,6,0,3,1,0,0,45,0,0
1243,43,8,2,5,2,0,1,0,1902,40,1,0
1244,73,0,3,4,3,0,0,0,0,15,0,0
1245,49,10,2,6,2,0,1,0,0,39,0,0
1246,38,6,2,4,2,0,1,0,0,40,1,0
1247,31,0,2,6,2,1,1,0,0,40,0,0
1248,39,1,0,0,4,2,0,0,0,40,0,0
1249,42,6,0,0,0,0,0,0,0,40,0,0
1250,41,8,2,2,2,3,1,0,0,45,1,0
1251,35,6,2,4,2,0,1,0,0,45,1,0
1252,38,0,2,8,2,0,1,0,0,45,0,0
1253,31,0,0,0,0,0,0,0,0,40,0,0
1254,51,0,2,13,2,0,1,0,0,70,0,5
1255,38,6,0,4,0,0,1,0,0,48,1,0
1256,40,1,2,5,2,0,1,0,0,42,1,5
1257,21,0,1,11,0,0,0,0,0,30,0,0
1258,44,1,0,3,0,0,1,0,0,40,0,0
1259,55,0,2,3,2,0,1,0,0,40,1,0
1260,29,0,0,4,0,0,1,0,0,45,0,0
1261,49,8,2,2,5,0,0,0,0,50,1,0
1262,31,4,2,11,2,0,1,0,0,42,0,0
1263,24,8,1,5,1,0,1,6849,0,90,0,0
1264,46,1,1,5,0,1,1,0,0,40,0,0
1265,26,0,1,4,0,1,1,0,0,40,0,0
1266,35,6,1,11,0,0,1,0,0,38,0,0
1267,27,4,1,4,0,0,1,0,0,50,0,0
1268,64,6,2,5,2,0,1,15024,0,35,1,4
1269,26,6,1,3,3,0,1,0,0,40,0,0
1270,21,0,1,11,0,0,0,0,1719,16,0,0
1271,57,0,2,8,2,0,1,0,0,72,0,5
1272,30,6,2,0,2,0,1,0,0,40,1,0
1273,45,3,2,11,5,0,0,0,0,32,0,0
1274,50,14,0,3,0,0,0,0,0,30,0,0
1275,38,6,1,0,1,0,0,0,0,40,0,0
1276,43,1,2,3,2,0,1,0,0,60,0,4
1277,42,1,3,5,0,0,0,0,0,55,0,0
1278,32,6,1,2,1,0,1,0,0,40,0,0
1279,20,0,1,0,0,0,0,0,0,40,0,0
1280,27,0,1,11,0,0,0,0,0,35,0,0
1281,45,3,3,0,4,0,0,0,0,40,0,0
1282,40,0,1,6,0,0,0,0,0,40,0,0
1283,38,0,0,8,0,0,1,0,0,60,0,0
1284,37,0,0,0,4,0,0,0,0,40,0,0
1285,60,9,0,6,0,0,0,0,0,40,0,0
1286,53,0,2,5,2,1,1,0,0,45,1,4
1287,25,6,2,5,1,0,0,0,0,40,0,0
1288,47,6,0,5,0,3,1,0,0,60,0,4
1289,40,0,1,9,0,0,1,0,0,70,0,4
1290,51,0,2,7,2,0,1,0,0,40,0,2
1291,19,1,1,11,1,0,0,0,0,10,0,0
1292,42,1,2,2,5,0,0,0,0,50,1,0
1293,65,0,2,7,2,0,1,0,0,40,0,2
1294,41,6,0,0,4,0,0,0,0,40,0,0
1295,28,9,1,6,1,1,1,0,0,45,0,0
1296,46,8,0,5,0,0,0,27828,0,50,1,0
1297,49,6,2,2,5,0,0,99999,0,20,1,0
1298,24,0,1,12,3,1,1,0,0,40,0,0
1299,32,3,2,6,2,0,1,0,0,40,0,0
1300,71,0,2,13,2,0,1,6767,0,20,0,0
1301,26,1,2,10,2,0,1,3103,0,40,1,0
1302,29,0,4,13,0,0,1,0,0,40,0,0
1303,50,1,2,5,2,0,1,99999,0,50,1,0
1304,51,4,2,3,2,0,1,3103,0,50,1,0
1305,17,9,1,7,1,0,0,0,0,20,0,2
1306,49,0,2,11,5,1,0,0,0,40,1,0
1307,31,9,2,6,2,0,1,0,0,40,0,0
1308,23,3,2,6,2,0,1,0,0,40,0,0
1309,59,0,3,9,4,0,1,0,2339,40,0,5
1310,17,9,1,7,1,0,1,0,0,30,0,2
1311,43,1,2,4,2,0,1,7688,0,40,1,0
1312,38,6,2,4,2,0,1,7298,0,40,1,0
1313,37,0,2,5,2,0,1,0,0,40,0,0
1314,29,9,1,11,1,0,1,0,0,40,0,0
1315,39,6,2,5,2,0,1,0,0,50,1,0
1316,31,5,1,0,0,0,1,2202,0,38,0,0
1317,42,6,4,2,0,0,0,8614,0,45,1,5
1318,35,8,2,2,5,0,0,0,0,35,1,5
1319,39,8,2,5,2,3,1,15024,0,40,1,0
1320,40,5,0,0,4,0,0,0,0,40,0,0
1321,66,11,4,12,4,0,0,0,0,40,0,0
1322,30,2,2,10,2,0,1,0,0,40,0,1
1323,43,5,0,3,0,0,1,0,0,40,0,0
1324,47,2,1,11,4,0,0,0,0,50,0,0
1325,45,8,1,0,0,3,0,0,0,40,0,0
1326,31,1,2,6,2,1,1,0,0,40,0,0
1327,33,0,2,4,2,0,1,3103,0,40,1,0
1328,32,6,1,0,0,0,1,0,0,40,0,0
1329,28,5,2,12,2,1,1,0,0,40,0,0
1330,50,0,2,0,2,0,1,0,0,40,1,1
1331,63,14,0,4,0,0,0,0,0,40,0,0
1332,28,6,2,0,2,0,1,0,0,40,0,0
1333,38,1,3,0,4,1,0,0,0,40,0,0
1334,52,0,0,11,0,0,0,0,0,38,0,0
1335,38,12,2,2,2,3,1,0,0,40,1,3
1336,41,0,1,5,0,0,1,2174,0,40,0,0
1337,50,8,1,2,0,0,1,0,0,38,0,6
1338,59,3,2,6,2,0,1,0,0,40,0,0
1339,32,0,2,4,2,0,1,0,0,49,0,0
1340,73,14,2,13,2,0,1,2228,0,10,0,5
1341,52,0,0,5,4,0,1,0,0,38,0,3
1342,57,0,2,5,2,0,1,0,0,60,0,0
1343,35,4,2,5,2,0,1,7298,0,50,1,0
1344,51,6,2,8,2,0,1,0,0,56,1,0
1345,22,3,3,4,1,1,0,0,0,35,0,0
1346,49,0,2,4,2,0,1,0,0,40,1,0
1347,22,0,1,12,1,1,1,0,0,40,0,0
1348,46,0,2,3,2,0,1,0,1902,40,0,5
1349,48,0,0,3,4,0,0,0,0,40,0,0
1350,43,6,2,0,2,0,1,0,0,50,1,6
1351,25,14,2,12,2,0,1,0,0,40,0,0
1352,31,14,1,3,0,0,1,0,0,40,0,0
1353,19,1,1,4,1,0,1,0,0,36,0,0
1354,19,1,1,7,1,0,1,0,0,45,0,2
1355,51,0,2,8,2,0,1,0,0,84,1,0
1356,51,6,0,5,4,0,1,0,0,40,1,0
1357,22,0,1,2,4,0,0,99999,0,40,1,4
1358,37,0,0,0,4,1,0,0,0,35,0,5
1359,19,1,1,4,1,0,0,0,0,30,0,0
1360,45,0,0,8,4,0,0,0,0,55,0,0
1361,21,1,1,11,1,0,1,0,0,10,0,6
1362,52,0,3,4,0,0,0,0,0,40,0,0
1363,46,1,2,2,2,0,1,0,0,24,0,5
1364,42,8,0,2,0,0,0,0,0,38,0,6
1365,56,0,1,3,0,0,1,0,0,40,0,0
1366,23,0,1,0,0,0,0,0,0,40,0,0
1367,58,8,2,4,2,0,1,0,0,40,0,0
1368,70,0,2,9,2,0,1,0,0,30,0,0
1369,30,1,0,0,4,0,1,0,0,40,0,0
1370,45,6,2,0,2,3,1,0,0,40,0,0
1371,23,1,1,3,0,0,1,0,0,44,0,0
1372,34,1,2,8,2,0,1,0,1579,40,0,5
1373,38,6,2,3,5,0,0,0,0,40,0,0
1374,24,4,2,3,2,0,1,0,0,40,0,0
1375,53,14,1,8,0,2,1,0,0,40,0,0
1376,45,0,1,8,0,1,1,3325,0,40,0,1
1377,21,1,1,7,1,0,0,0,0,40,0,2
1378,21,1,1,11,1,0,0,0,0,40,0,0
1379,34,6,1,2,0,0,0,0,0,40,0,0
1380,32,0,2,3,2,0,1,5178,0,45,1,3
1381,21,0,2,12,2,0,1,0,0,40,0,0
1382,63,8,2,7,2,0,1,0,0,30,0,2
1383,23,2,1,12,1,1,1,0,0,36,0,0
1384,28,6,0,3,4,0,1,0,0,50,0,0
1385,29,0,1,8,4,1,1,0,0,45,0,4
1386,25,6,1,2,1,0,0,0,0,40,0,5
1387,44,8,1,2,0,0,0,0,0,60,0,6
1388,18,0,1,11,1,0,0,0,0,8,0,0
1389,26,0,1,11,1,0,1,0,0,24,0,0
1390,47,5,2,0,5,0,0,0,0,35,1,5
1391,23,0,0,4,0,0,1,0,0,40,0,0
1392,46,1,2,6,2,0,1,0,0,40,0,0
1393,61,6,2,5,2,0,1,5178,0,50,1,5
1394,25,0,1,3,3,0,1,0,0,40,0,0
1395,38,0,2,13,2,3,1,0,0,54,1,5
1396,60,6,4,7,4,1,0,0,0,15,0,2
1397,23,1,1,11,0,0,1,0,0,20,0,0
1398,36,0,0,0,0,0,0,0,0,48,0,1
1399,46,2,0,11,0,0,1,0,0,25,0,0
1400,32,6,2,2,2,0,1,0,0,45,1,4
1401,40,9,2,8,2,0,1,0,0,40,0,0
1402,31,0,1,0,1,1,1,0,0,40,0,0
1403,31,1,2,5,2,0,1,0,0,65,1,0
1404,32,6,1,0,0,0,1,0,0,37,0,6
1405,21,1,1,11,1,0,1,0,0,10,0,0
1406,63,1,2,4,2,1,1,0,0,40,1,0
1407,44,1,5,5,0,0,1,0,0,45,1,0
1408,42,6,2,4,2,0,1,0,0,60,0,4
1409,23,6,1,7,1,0,1,0,0,35,0,2
1410,30,1,0,0,0,0,0,0,0,45,0,0
1411,24,0,1,11,4,0,1,0,0,40,0,0
1412,42,6,2,10,2,0,1,0,0,40,1,0
1413,44,0,2,2,5,0,0,0,0,40,1,4
1414,27,6,1,5,0,1,1,0,0,48,0,1
1415,27,1,1,5,4,0,1,0,0,40,0,5
1416,22,0,1,11,0,0,0,0,0,45,0,0
1417,68,0,1,4,0,0,0,0,0,40,0,0
1418,55,1,2,9,2,0,1,0,0,99,1,4
1419,22,0,1,11,1,0,1,0,0,40,0,4
1420,25,1,2,5,5,0,0,0,0,15,0,0
1421,68,0,2,9,2,0,1,0,0,45,0,4
1422,62,1,3,5,0,0,0,0,0,16,0,0
1423,26,0,0,11,3,0,1,0,0,40,0,0
1424,34,8,2,2,2,0,1,0,0,55,1,0
1425,68,1,3,4,0,0,1,0,0,40,0,0
1426,42,6,5,5,0,0,1,0,0,45,1,5
1427,45,6,2,4,2,0,1,0,0,55,0,0
1428,26,3,1,8,0,0,1,0,0,40,0,0
1429,25,0,2,6,2,0,1,0,0,45,0,0
1430,23,6,1,2,1,0,1,0,0,50,0,0
1431,65,14,3,9,4,0,0,0,0,50,0,7
1432,31,0,1,8,0,0,1,0,0,50,0,0
1433,26,0,1,0,0,0,0,0,0,40,0,0
1434,39,1,2,3,2,0,1,0,0,50,1,0
1435,44,0,2,6,2,0,1,0,0,40,1,0
1436,45,8,0,2,4,0,0,1506,0,45,0,5
1437,26,8,1,2,0,0,0,0,0,50,0,4
1438,26,9,2,8,2,0,1,0,0,35,0,0
1439,36,2,2,8,2,0,1,0,0,50,0,0
1440,38,3,2,3,2,0,1,0,0,45,0,0
1441,39,0,1,6,4,0,1,0,0,48,0,0
1442,52,12,2,5,2,0,1,0,0,40,0,3
1443,39,7,2,3,2,0,1,0,0,45,0,0
1444,41,1,0,3,0,0,1,0,0,40,0,4
1445,42,8,2,5,2,0,1,0,1902,60,1,5
1446,47,6,2,4,2,0,1,0,0,70,0,0
1447,28,4,2,13,2,1,1,0,0,46,0,5
1448,25,6,1,2,1,0,1,0,0,35,0,5
1449,35,6,1,0,0,0,0,0,0,40,0,0
1450,32,0,5,0,4,0,0,0,0,40,0,0
1451,38,8,2,3,2,1,1,0,0,40,1,0
1452,44,1,2,10,2,0,1,0,0,18,1,0
1453,21,1,1,7,1,0,0,0,0,40,0,2
1454,27,6,1,4,1,0,0,0,0,40,0,0
1455,30,6,1,5,0,0,1,0,0,55,1,0
1456,30,6,1,4,0,0,1,0,1741,48,0,0
1457,45,0,2,12,2,0,1,0,1628,45,0,0
1458,20,0,1,3,1,0,1,0,0,40,0,0
1459,57,8,1,2,0,0,1,0,0,80,0,0
1460,43,1,0,0,0,0,1,0,0,48,0,0
1461,50,3,2,7,1,1,0,0,0,40,0,2
1462,28,14,2,6,3,3,0,0,0,48,0,0
1463,25,0,2,10,3,0,0,0,0,48,1,0
1464,25,0,2,4,2,0,1,0,0,40,0,0
1465,90,6,2,5,2,0,1,0,0,45,0,0
1466,38,6,5,2,4,1,1,0,0,40,0,5
1467,35,6,4,5,4,0,0,0,0,40,0,0
1468,50,6,2,5,2,0,1,0,0,40,1,6
1469,26,0,1,0,0,0,0,0,0,40,0,5
1470,39,1,2,9,2,0,1,0,0,45,0,0
1471,56,9,2,4,2,0,1,0,0,40,0,0
1472,24,0,0,13,4,1,0,0,0,40,0,5
1473,46,0,2,0,5,0,0,7688,0,40,1,0
1474,18,3,1,0,3,0,0,0,0,25,0,5
1475,37,8,2,5,2,0,1,0,2415,60,1,0
1476,57,8,0,2,0,0,0,0,0,40,0,0
1477,43,0,1,0,4,1,0,0,0,40,0,6
1478,29,6,2,2,2,0,1,0,0,25,0,6
1479,40,8,2,5,2,0,1,0,0,40,1,0
1480,44,6,2,5,2,0,1,0,0,40,0,4
1481,77,0,2,5,2,0,1,0,0,6,0,5
1482,30,6,1,2,0,1,1,0,0,40,0,0
1483,21,0,2,6,2,0,1,0,0,40,0,0
1484,66,9,2,13,2,0,1,0,0,40,0,0
1485,40,3,1,8,1,0,1,0,0,35,0,0
1486,68,0,2,4,2,0,1,0,0,40,0,0
1487,64,0,3,11,0,0,0,0,0,38,0,0
1488,26,6,1,2,0,0,0,0,0,50,0,0
1489,32,1,2,5,2,0,1,0,0,40,1,0
1490,32,0,1,0,1,0,1,0,0,38,0,0
1491,51,8,2,2,2,0,1,0,0,40,1,5
1492,50,8,2,2,2,0,1,15024,0,45,1,0
1493,49,6,2,4,2,0,1,0,0,50,1,0
1494,28,6,1,8,4,0,1,0,0,20,0,0
1495,29,0,0,11,4,0,0,0,0,36,0,0
1496,21,1,1,4,1,0,1,0,0,30,0,0
1497,28,0,1,0,4,1,0,0,0,40,0,0
1498,55,9,2,3,2,0,1,0,0,40,0,0
1499,45,0,2,4,2,3,1,0,0,50,1,4
1500,35,1,1,4,0,0,1,0,0,40,0,0
1501,31,3,5,7,0,1,1,0,0,40,0,2
1502,26,8,1,2,0,0,1,8614,0,40,1,0
1503,30,0,2,11,2,0,1,0,0,55,0,0
1504,33,0,2,4,2,0,1,0,0,20,0,0
1505,40,6,4,2,0,3,1,13550,0,40,1,0
1506,23,6,1,5,0,0,1,0,0,40,0,0
1507,35,1,1,4,0,0,0,0,0,40,0,0
1508,48,3,2,9,2,0,1,0,0,50,1,4
1509,39,9,0,12,1,1,1,0,0,40,0,5
1510,53,12,0,2,0,0,0,0,0,50,0,5
1511,49,0,2,0,2,0,1,0,0,40,1,1
1512,31,6,1,5,0,1,0,0,0,40,0,0
1513,36,0,2,3,2,0,1,3103,0,40,1,0
1514,60,1,2,5,2,0,1,7688,0,50,1,3
1515,29,0,1,6,0,0,1,0,0,48,0,0
1516,54,1,2,4,2,0,1,0,0,45,1,3
1517,28,5,6,7,5,0,0,0,0,3,0,2
1518,34,0,2,3,2,0,1,0,0,50,0,0
1519,30,1,1,4,0,1,0,0,0,35,0,0
1520,26,0,1,12,0,0,1,0,0,40,0,0
1521,47,1,1,4,0,0,1,0,0,70,1,0
1522,50,0,0,5,4,0,1,0,0,38,0,0
1523,30,6,1,5,4,0,0,0,0,45,1,0
1524,44,1,0,6,0,0,1,0,0,50,0,0
1525,49,0,2,4,2,0,1,0,0,60,1,0
1526,75,8,4,2,0,0,0,0,0,50,0,4
1527,37,6,2,4,2,0,1,0,0,55,1,0
1528,51,0,0,3,4,0,1,0,0,38,0,6
1529,35,0,1,3,4,0,1,0,0,35,0,0
1530,28,1,1,4,3,0,0,0,0,40,0,0
1531,66,0,2,9,2,0,1,1409,0,40,0,4
1532,72,2,2,5,5,3,0,0,0,48,1,0
1533,39,6,5,4,0,0,1,0,0,50,0,0
1534,27,0,1,9,1,1,1,0,0,30,0,0
1535,57,1,1,0,3,1,0,0,0,40,0,0
1536,24,14,2,3,2,0,1,2635,0,38,0,0
1537,28,0,1,3,1,0,1,0,0,70,0,0
1538,23,1,4,11,0,0,0,0,0,50,0,0
1539,31,6,1,5,0,0,0,0,1408,40,0,0
1540,23,1,1,11,1,0,0,0,0,20,0,0
1541,31,1,1,11,0,0,0,0,0,40,0,0
1542,27,6,1,2,0,0,0,0,0,40,0,5
1543,30,6,2,2,2,0,1,0,1740,45,0,0
1544,34,8,1,2,0,0,1,4865,0,60,0,0
1545,57,0,1,0,0,0,1,0,2258,40,0,1
1546,39,8,2,5,2,0,1,0,0,40,1,0
1547,23,3,1,3,1,0,1,0,0,40,0,0
1548,24,5,2,11,5,0,0,0,0,40,0,5
1549,36,13,1,2,0,0,1,0,0,40,0,0
1550,32,1,0,11,3,0,1,0,0,40,0,0
1551,35,5,0,11,1,0,0,0,0,40,0,0
1552,36,6,2,5,2,0,1,0,0,40,0,0
1553,23,6,1,7,0,0,0,0,0,50,0,2
1554,47,4,2,6,2,0,1,0,0,40,1,0
1555,35,0,1,12,0,0,1,0,0,40,0,0
1556,44,1,2,10,2,0,1,0,0,40,0,1
1557,32,8,2,2,2,0,1,0,0,50,0,6
1558,32,5,2,5,5,0,0,0,1485,40,1,0
1559,63,1,2,2,5,0,0,20051,0,10,1,4
1560,34,4,2,3,2,0,1,0,0,40,0,0
1561,47,0,2,3,2,1,1,0,0,40,0,0
1562,27,3,2,4,1,1,1,0,0,35,0,0
1563,23,0,5,5,4,0,0,0,0,42,0,0
1564,19,1,1,7,3,2,0,0,0,40,0,2
1565,50,9,2,3,2,0,1,0,0,38,0,0
1566,49,1,2,2,2,0,1,0,0,40,0,6
1567,36,1,2,5,2,0,1,0,0,40,1,0
1568,23,6,1,5,4,0,1,0,0,40,0,0
1569,61,14,3,11,4,1,0,0,0,38,0,0
1570,41,1,2,9,2,0,1,0,0,16,0,0
1571,27,6,2,5,2,0,1,0,0,60,1,4
1572,53,6,0,5,0,0,1,0,0,70,0,0
1573,17,9,1,0,1,0,1,0,0,10,0,4
1574,23,0,1,7,0,0,1,0,0,30,0,2
1575,53,1,1,3,0,0,1,0,0,40,0,0
