,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,target
4594,2138,1,1,2,20,47,1,0,1
4595,2139,1,1,2,30,47,2,0,1
4596,2267,1,1,2,10,7,27,1,0
4597,2267,1,1,2,10,20,24,1,0
4598,2267,1,1,2,10,33,17,1,0
4599,2267,1,1,2,15,15,24,2,0
4600,2267,1,1,2,15,20,20,0,0
4601,2267,1,1,2,15,24,37,2,0
4602,2267,1,1,2,15,37,14,1,0
4603,2267,1,1,2,20,15,19,0,0
4604,2267,1,1,2,25,7,26,1,0
4605,2267,1,1,2,30,22,27,1,0
4606,2267,1,1,2,30,36,13,1,0
4607,2267,1,1,2,30,42,5,0,0
4608,2267,1,1,2,40,15,5,0,0
4609,2267,1,1,2,40,40,0,0,0
4610,2267,1,1,2,50,24,30,1,0
4611,2267,1,1,2,60,41,3,2,0
4612,2267,1,1,2,40,46,5,1,1
4613,2267,1,1,2,25,11,24,1,1
4614,2267,1,1,2,5,11,30,0,1
4615,2267,1,1,2,20,28,29,1,1
4616,2267,1,1,2,90,28,27,0,1
4617,2267,1,1,2,25,44,10,2,1
4618,2267,1,1,2,30,49,3,1,1
4619,2267,1,1,2,20,46,4,0,2
4620,2267,1,1,2,30,46,7,0,2
4621,2401,1,1,2,10,8,36,1,0
4622,2401,1,1,2,10,24,20,1,0
4623,2401,1,1,2,10,28,25,1,0
4624,2401,1,1,2,20,30,19,0,0
4625,2401,1,1,2,20,42,7,0,0
4626,2401,1,1,2,20,54,1,2,0
4627,2402,1,1,2,25,44,8,0,0
4628,2401,1,1,2,30,35,16,0,0
4629,2401,1,1,2,40,22,40,0,0
4630,2401,1,1,2,45,21,18,0,0
4631,2401,1,1,2,50,21,21,0,0
4632,2401,1,1,2,50,30,20,0,0
4633,2402,1,1,2,50,43,4,1,0
4634,2402,1,1,2,60,43,8,0,0
4635,2401,1,1,2,10,32,18,1,1
4636,2401,1,1,2,15,5,38,2,1
4637,2401,1,1,2,60,50,8,1,1
4638,2401,1,1,2,20,17,31,2,1
4639,2401,1,1,2,40,40,8,1,2
4640,2542,1,1,2,5,23,26,0,0
4641,2541,1,1,2,10,30,8,0,0
4642,2542,1,1,2,10,37,17,1,0
4643,2541,1,1,2,15,36,21,0,0
4644,2542,1,1,2,20,7,39,2,0
4645,2542,1,1,2,20,8,36,2,0
4646,2542,1,1,2,20,18,35,2,0
4647,2541,1,1,2,20,22,30,2,0
4648,2542,1,1,2,20,26,24,0,0
4649,2541,1,1,2,20,27,22,1,0
4650,2541,1,1,2,20,33,16,1,0
4651,2542,1,1,2,20,48,2,0,0
4652,2541,1,1,2,30,34,21,1,0
4653,2542,1,1,2,40,17,33,0,0
4654,2541,1,1,2,50,50,2,1,0
4655,2542,1,1,2,50,53,8,0,0
4656,2542,1,1,2,20,27,19,1,1
4657,2541,1,1,2,20,16,35,0,1
4658,2542,1,1,2,20,40,6,1,1
4659,2542,1,1,2,20,26,25,1,1
4660,2542,1,1,2,20,25,11,2,1
4661,2688,1,1,2,10,25,32,0,0
4662,2688,1,1,2,10,25,17,2,0
4663,2688,1,1,2,20,25,31,1,0
4664,2688,1,1,2,20,33,24,2,0
4665,2688,1,1,2,20,50,14,1,0
4666,2687,1,1,2,20,50,6,1,0
4667,2687,1,1,2,20,50,0,1,0
4668,2687,1,1,2,25,23,30,2,0
4669,2688,1,1,2,40,25,7,0,0
4670,2688,1,1,2,40,30,27,1,0
4671,2688,1,1,2,40,37,23,1,0
4672,2688,1,1,2,60,30,24,2,0
4673,2687,1,1,2,30,32,7,0,1
4674,2688,1,1,2,40,20,28,2,1
4675,2688,1,1,2,20,30,24,0,1
4676,2688,1,1,2,50,20,31,0,1
4677,2840,1,1,2,10,36,17,1,0
4678,2840,1,1,2,10,54,3,2,0
4679,2840,1,1,2,15,32,21,1,0
4680,2840,1,1,2,15,32,18,2,0
4681,2840,1,1,2,15,50,3,1,0
4682,2840,1,1,2,20,36,24,0,0
4683,2840,1,1,2,20,40,3,1,0
4684,2840,1,1,2,20,42,11,0,0
4685,2840,1,1,2,10,30,23,2,1
4686,2840,1,1,2,20,16,35,0,1
4687,2840,1,1,2,30,35,26,1,1
4688,2840,1,1,2,20,35,17,2,2
4689,2999,1,1,2,10,53,6,1,0
4690,2999,1,1,2,20,11,42,1,0
4691,2999,1,1,2,20,33,14,1,0
4692,2999,1,1,2,20,34,7,0,0
4693,2999,1,1,2,20,35,31,1,0
4694,2999,1,1,2,20,54,2,2,0
4695,2999,1,1,2,30,19,25,2,0
4696,2999,1,1,2,30,35,24,0,0
4697,2999,1,1,2,40,53,6,1,0
4698,2999,1,1,2,40,54,2,0,0
4699,2999,1,1,2,40,57,2,0,0
4700,2999,1,1,2,50,36,23,1,0
4701,2999,1,1,2,20,22,34,1,1
4702,2999,1,1,2,40,44,24,1,1
4703,2999,1,1,2,20,44,16,1,1
4704,3164,1,1,2,5,26,26,2,0
4705,3164,1,1,2,20,16,35,2,0
4706,3165,1,1,2,20,16,37,0,0
4707,3165,1,1,2,20,23,34,0,0
4708,3164,1,1,2,20,25,33,1,0
4709,3164,1,1,2,20,26,26,0,0
4710,3164,1,1,2,20,32,25,2,0
4711,3164,1,1,2,30,39,10,1,0
4712,3164,1,1,2,30,39,18,2,0
4713,3164,1,1,2,30,40,14,2,0
4714,3164,1,1,2,40,20,39,1,0
4715,3164,1,1,2,60,46,9,1,0
4716,3164,1,1,2,40,48,6,1,1
4717,3165,1,1,2,40,50,5,1,1
4718,3164,1,1,2,15,36,17,1,1
4719,3165,1,1,2,20,47,10,1,1
4720,3164,1,1,2,30,46,15,0,2
4721,3337,1,1,2,20,11,32,0,0
4722,3337,1,1,2,20,30,21,2,0
4723,3336,1,1,2,20,37,18,1,0
4724,3337,1,1,2,20,40,14,1,0
4725,3337,1,1,2,15,25,36,1,1
4726,3336,1,1,2,15,38,14,1,1
4727,3516,1,1,2,10,10,45,1,0
4728,3516,1,1,2,10,35,10,0,0
4729,3516,1,1,2,10,41,19,2,0
4730,3516,1,1,2,5,43,15,1,1
4731,3702,1,1,2,10,23,23,0,0
4732,3702,1,1,2,10,27,29,2,0
4733,3702,1,1,2,10,47,23,2,0
4734,3702,1,1,2,20,35,27,0,0
4735,3702,1,1,2,30,60,6,0,0
4736,3702,1,1,2,40,30,30,1,0
4737,3702,1,1,2,20,44,15,0,1
4738,3702,1,1,2,40,44,13,1,1
4739,3896,1,1,2,5,36,20,2,0
4740,3895,1,1,2,10,19,39,0,0
4741,3896,1,1,2,10,20,19,1,0
4742,3896,1,1,2,20,20,39,1,0
4743,3895,1,1,2,20,39,22,1,0
4744,3895,1,1,2,20,39,19,1,1
4745,4097,1,1,2,20,38,20,0,0
4746,4096,1,1,2,50,44,10,2,0
4747,151,0,0,2,60,9,1,2,0
4748,169,0,0,2,10,17,2,1,0
4749,188,0,0,2,15,17,3,1,0
4750,188,0,0,2,40,21,0,2,0
4751,209,0,0,2,5,6,3,0,0
4752,232,0,0,2,20,10,6,2,0
4753,257,0,0,2,10,10,8,1,0
4754,256,0,0,2,10,15,5,1,0
4755,257,0,0,2,15,16,7,1,0
4756,283,0,0,2,15,16,1,2,0
4757,283,0,0,2,30,22,2,1,0
4758,283,0,0,2,40,12,11,2,0
4759,312,0,0,2,20,23,5,0,0
4760,312,0,0,2,20,12,12,2,0
4761,311,0,0,2,25,14,10,0,0
4762,342,0,0,2,10,23,3,0,0
4763,342,0,0,2,20,12,12,0,0
4764,342,0,0,2,20,13,8,0,0
4765,342,0,0,2,20,25,3,0,0
4766,342,0,0,2,50,18,2,1,0
4767,375,0,0,2,20,18,14,1,0
4768,375,0,0,2,20,18,13,1,0
4769,410,0,0,2,10,13,14,0,0
4770,411,0,0,2,10,19,8,1,0
4771,410,0,0,2,10,19,12,2,0
4772,411,0,0,2,20,16,3,0,0
4773,410,0,0,2,45,25,5,2,0
4774,448,0,0,2,5,18,12,0,0
4775,448,0,0,2,5,20,11,1,0
4776,448,0,0,2,10,20,11,0,0
4777,448,0,0,2,10,24,5,1,0
4778,448,0,0,2,20,14,16,1,0
4779,448,0,0,2,20,24,8,1,0
4780,448,0,0,2,30,19,12,0,0
4781,448,0,0,2,40,25,7,1,0
4782,488,0,0,2,5,17,10,0,0
4783,488,0,0,2,10,23,2,0,0
4784,489,0,0,2,15,15,12,1,0
4785,488,0,0,2,20,7,5,0,0
4786,488,0,0,2,20,20,2,2,0
4787,488,0,0,2,20,26,2,0,0
4788,489,0,0,2,20,32,3,2,0
4789,488,0,0,2,30,15,15,1,0
4790,488,0,0,2,30,26,2,2,0
4791,488,0,0,2,30,33,0,1,0
4792,489,0,0,2,40,19,12,0,0
4793,488,0,0,2,40,27,10,1,0
4794,488,0,0,2,20,14,12,1,1
4795,531,0,0,2,10,22,17,2,0
4796,531,0,0,2,10,24,4,1,0
4797,531,0,0,2,15,7,18,1,0
4798,531,0,0,2,15,30,17,0,0
4799,531,0,0,2,15,30,4,2,0
4800,531,0,0,2,20,28,3,0,0
4801,531,0,0,2,30,29,1,2,0
4802,531,0,0,2,30,30,3,0,0
4803,531,0,0,2,40,28,3,1,0
4804,531,0,0,2,40,30,2,1,0
4805,577,0,0,2,10,8,14,0,0
4806,577,0,0,2,10,22,10,2,0
4807,577,0,0,2,10,23,2,0,0
4808,577,0,0,2,15,30,4,0,0
4809,577,0,0,2,20,16,8,0,0
4810,577,0,0,2,20,30,5,2,0
4811,577,0,0,2,30,33,1,2,0
4812,577,0,0,2,40,15,13,1,0
4813,577,0,0,2,40,32,1,2,0
4814,625,0,0,2,5,10,14,1,0
4815,625,0,0,2,10,10,5,1,0
4816,625,0,0,2,10,25,3,2,0
4817,625,0,0,2,15,16,16,2,0
4818,626,0,0,2,20,11,19,2,0
4819,625,0,0,2,30,20,14,2,0
4820,625,0,0,2,30,30,6,1,0
4821,625,0,0,2,40,29,5,1,0
4822,677,0,0,2,10,29,6,2,0
4823,677,0,0,2,5,12,12,1,0
4824,677,0,0,2,5,12,19,1,0
4825,677,0,0,2,10,15,17,0,0
4826,677,0,0,2,20,5,7,1,0
4827,677,0,0,2,25,14,21,1,0
4828,677,0,0,2,40,21,11,0,0
4829,677,0,0,2,40,30,2,0,0
4830,677,0,0,2,30,21,4,0,1
4831,677,0,0,2,40,18,7,0,1
4832,731,0,0,2,5,18,21,1,0
4833,732,0,0,2,5,18,17,1,0
4834,731,0,0,2,10,20,12,1,0
4835,732,0,0,2,10,20,5,0,0
4836,731,0,0,2,10,30,6,0,0
4837,731,0,0,2,15,14,20,1,0
4838,731,0,0,2,15,21,4,0,0
4839,731,0,0,2,15,29,2,1,0
4840,732,0,0,2,15,33,4,0,0
4841,732,0,0,2,20,15,17,0,0
4842,731,0,0,2,20,19,8,0,0
4843,731,0,0,2,20,32,4,1,0
4844,732,0,0,2,25,12,22,1,0
4845,732,0,0,2,40,18,17,1,0
4846,732,0,0,2,40,30,4,0,0
4847,789,0,0,2,10,9,20,1,0
4848,789,0,0,2,10,22,22,1,0
4849,789,0,0,2,20,5,23,1,0
4850,790,0,0,2,20,12,20,0,0
4851,789,0,0,2,20,15,23,0,0
4852,790,0,0,2,20,17,17,1,0
4853,790,0,0,2,20,19,4,0,0
4854,790,0,0,2,20,21,10,2,0
4855,790,0,0,2,20,27,1,0,0
4856,789,0,0,2,20,30,7,2,0
4857,789,0,0,2,20,31,3,0,0
4858,789,0,0,2,40,21,10,1,0
4859,789,0,0,2,40,11,11,2,0
4860,789,0,0,2,10,11,18,1,1
4861,851,0,0,2,5,10,19,1,0
4862,851,0,0,2,5,21,16,1,0
4863,851,0,0,2,5,25,4,1,0
4864,851,0,0,2,10,11,20,1,0
4865,851,0,0,2,10,21,17,1,0
4866,851,0,0,2,15,14,18,1,0
4867,851,0,0,2,15,15,12,1,0
4868,851,0,0,2,15,18,13,0,0
4869,851,0,0,2,20,20,4,0,0
4870,850,0,0,2,20,32,0,2,0
4871,851,0,0,2,20,35,1,2,0
4872,850,0,0,2,20,38,2,0,0
4873,851,0,0,2,20,39,1,2,0
4874,851,0,0,2,40,22,14,2,0
4875,851,0,0,2,60,36,0,0,0
4876,851,0,0,2,40,37,1,1,1
4877,915,0,0,2,5,30,5,0,0
4878,915,0,0,2,10,21,17,1,0
4879,915,0,0,2,10,26,13,0,0
4880,915,0,0,2,10,31,8,0,0
4881,915,0,0,2,15,22,0,0,0
4882,915,0,0,2,15,33,2,1,0
4883,916,0,0,2,20,32,18,0,0
4884,915,0,0,2,20,32,9,1,0
4885,915,0,0,2,30,29,10,1,0
4886,915,0,0,2,40,28,11,0,0
4887,916,0,0,2,40,33,4,1,0
4888,984,0,0,2,5,12,24,2,0
4889,984,0,0,2,10,27,6,1,0
4890,984,0,0,2,15,15,24,1,0
4891,984,0,0,2,15,20,20,1,0
4892,984,0,0,2,15,20,18,2,0
4893,984,0,0,2,15,14,2,0,0
4894,984,0,0,2,20,14,4,2,0
4895,984,0,0,2,30,27,12,1,0
4896,1056,0,0,2,10,7,17,1,0
4897,1056,0,0,2,10,7,25,1,0
4898,1056,0,0,2,10,25,10,2,0
4899,1056,0,0,2,10,28,7,0,0
4900,1056,0,0,2,10,30,7,1,0
4901,1056,0,0,2,15,25,23,0,0
4902,1056,0,0,2,15,25,14,1,0
4903,1056,0,0,2,15,30,8,1,0
4904,1056,0,0,2,15,34,4,0,0
4905,1056,0,0,2,20,20,14,2,0
4906,1056,0,0,2,20,23,7,0,0
4907,1056,0,0,2,20,23,17,2,0
4908,1056,0,0,2,20,24,18,2,0
4909,1056,0,0,2,20,32,1,0,0
4910,1056,0,0,2,20,36,5,0,0
4911,1056,0,0,2,25,40,8,0,0
4912,1056,0,0,2,40,22,15,1,0
4913,1132,0,0,2,5,10,25,2,0
4914,1132,0,0,2,5,17,18,1,0
4915,1132,0,0,2,10,15,18,1,0
4916,1132,0,0,2,10,30,16,1,0
4917,1132,0,0,2,10,30,13,1,0
4918,1132,0,0,2,15,12,26,2,0
4919,1132,0,0,2,20,17,1,1,0
4920,1132,0,0,2,20,28,14,1,0
4921,1132,0,0,2,20,42,3,1,0
4922,1132,0,0,2,25,42,1,1,0
4923,1132,0,0,2,30,35,1,1,0
4924,1132,0,0,2,40,35,9,1,0
4925,1132,0,0,2,10,20,20,1,1
4926,1212,0,0,2,5,16,19,1,0
4927,1212,0,0,2,5,22,21,2,0
4928,1212,0,0,2,10,14,17,1,0
4929,1212,0,0,2,10,15,8,2,0
4930,1212,0,0,2,10,18,23,0,0
4931,1212,0,0,2,10,23,9,1,0
4932,1212,0,0,2,10,26,12,2,0
4933,1212,0,0,2,10,10,6,2,0
4934,1212,0,0,2,15,10,24,2,0
4935,1212,0,0,2,15,15,4,1,0
4936,1212,0,0,2,20,24,14,1,0
4937,1212,0,0,2,20,28,6,1,0
4938,1212,0,0,2,30,29,12,2,0
4939,1212,0,0,2,20,29,3,0,1
4940,1296,0,0,2,5,12,20,0,0
4941,1296,0,0,2,10,33,6,2,0
4942,1296,0,0,2,10,33,5,1,0
4943,1296,0,0,2,15,37,2,2,0
4944,1297,0,0,2,15,42,5,2,0
4945,1297,0,0,2,20,25,14,1,0
4946,1296,0,0,2,20,35,8,0,0
4947,1296,0,0,2,20,36,5,0,0
4948,1296,0,0,2,25,29,2,0,0
4949,1296,0,0,2,30,18,25,2,0
4950,1296,0,0,2,30,24,15,2,0
4951,1296,0,0,2,60,30,15,1,0
4952,1296,0,0,2,60,39,11,0,0
4953,1297,0,0,2,5,19,20,2,1
4954,1296,0,0,2,20,25,18,0,1
4955,1296,0,0,2,5,27,13,1,1
4956,1296,0,0,2,15,37,7,0,1
4957,1296,0,0,2,10,34,4,1,2
4958,1385,0,0,2,5,24,16,1,0
4959,1385,0,0,2,5,25,11,1,0
4960,1385,0,0,2,5,30,6,1,0
4961,1385,0,0,2,10,14,27,1,0
4962,1385,0,0,2,10,20,15,0,0
4963,1385,0,0,2,10,22,19,1,0
4964,1385,0,0,2,10,30,9,1,0
4965,1385,0,0,2,10,33,6,1,0
4966,1385,0,0,2,10,35,8,1,0
4967,1385,0,0,2,20,30,6,1,0
4968,1385,0,0,2,20,40,0,1,0
4969,1385,0,0,2,25,34,4,0,0
4970,1385,0,0,2,30,25,22,2,0
4971,1385,0,0,2,30,38,11,2,0
4972,1385,0,0,2,40,38,2,0,0
4973,1478,0,0,2,5,7,19,0,0
4974,1478,0,0,2,5,15,17,0,0
4975,1478,0,0,2,10,10,32,2,0
4976,1478,0,0,2,10,13,26,2,0
4977,1478,0,0,2,10,15,20,1,0
4978,1478,0,0,2,10,24,17,1,0
4979,1478,0,0,2,10,40,0,1,0
4980,1478,0,0,2,20,14,32,0,0
4981,1478,0,0,2,20,44,5,0,0
4982,1478,0,0,2,30,15,27,2,0
4983,1478,0,0,2,35,40,3,2,0
4984,1478,0,0,2,40,42,7,2,0
4985,1575,0,0,2,10,12,33,0,0
4986,1576,0,0,2,10,20,3,0,0
4987,1576,0,0,2,10,26,23,0,0
4988,1575,0,0,2,10,35,7,0,0
4989,1576,0,0,2,15,12,26,2,0
4990,1576,0,0,2,20,15,5,1,0
4991,1575,0,0,2,20,19,28,1,0
4992,1576,0,0,2,20,26,11,0,0
4993,1575,0,0,2,20,30,8,1,0
4994,1576,0,0,2,20,40,7,1,0
4995,1576,0,0,2,25,25,15,1,0
4996,1576,0,0,2,40,25,18,0,0
4997,1576,0,0,2,40,30,8,2,0
4998,1678,0,0,2,5,43,5,0,0
4999,1678,0,0,2,5,17,13,1,0
5000,1678,0,0,2,10,15,24,0,0
5001,1678,0,0,2,10,32,14,0,0
5002,1678,0,0,2,10,40,9,1,0
5003,1678,0,0,2,20,30,14,1,0
5004,1678,0,0,2,20,33,17,2,0
5005,1678,0,0,2,20,35,14,1,0
5006,1678,0,0,2,20,36,8,2,0
5007,1678,0,0,2,20,42,3,1,0
5008,1678,0,0,2,30,23,20,0,0
5009,1678,0,0,2,40,30,16,0,0
5010,1678,0,0,2,10,22,28,0,1
5011,1785,0,0,2,5,22,16,0,0
5012,1785,0,0,2,10,13,33,1,0
5013,1785,0,0,2,10,14,34,0,0
5014,1785,0,0,2,10,35,13,1,0
5015,1785,0,0,2,10,49,0,1,0
5016,1785,0,0,2,15,26,33,1,0
5017,1785,0,0,2,20,26,17,0,0
5018,1785,0,0,2,20,30,9,1,0
5019,1785,0,0,2,20,34,13,0,0
5020,1785,0,0,2,20,40,0,1,0
5021,1785,0,0,2,40,22,30,2,0
5022,1898,0,0,2,5,30,16,2,0
5023,1898,0,0,2,5,42,4,2,0
5024,1898,0,0,2,20,24,15,2,0
5025,1898,0,0,2,20,35,14,1,0
5026,1898,0,0,2,30,44,6,0,0
5027,1898,0,0,2,60,14,11,1,0
5028,1898,0,0,2,10,14,34,0,2
5029,2015,0,0,2,5,22,17,0,0
5030,2016,0,0,2,10,14,33,1,0
5031,2016,0,0,2,10,15,22,0,0
5032,2015,0,0,2,10,16,27,0,0
5033,2016,0,0,2,10,25,17,1,0
5034,2015,0,0,2,10,34,15,1,0
5035,2015,0,0,2,10,36,16,0,0
5036,2015,0,0,2,10,41,6,1,0
5037,2015,0,0,2,15,19,29,1,0
5038,2016,0,0,2,20,15,35,1,0
5039,2015,0,0,2,20,17,32,2,0
5040,2015,0,0,2,20,35,2,2,0
5041,2016,0,0,2,60,30,15,0,0
5042,2016,0,0,2,10,31,22,2,1
5043,2015,0,0,2,10,31,20,0,2
5044,2138,0,0,2,5,23,15,2,0
5045,2138,0,0,2,10,23,27,0,0
5046,2139,0,0,2,15,18,2,1,0
5047,2139,0,0,2,20,30,21,0,0
5048,2138,0,0,2,20,40,12,0,0
5049,2138,0,0,2,20,40,12,0,0
5050,2138,0,0,2,40,47,4,2,0
5051,2139,0,0,2,45,36,18,1,0
5052,2267,0,0,2,10,24,27,2,0
5053,2267,0,0,2,5,40,4,0,0
5054,2267,0,0,2,5,40,10,2,0
5055,2267,0,0,2,10,38,2,1,0
5056,2267,0,0,2,15,25,24,2,0
5057,2267,0,0,2,15,30,19,1,0
5058,2267,0,0,2,15,40,12,0,0
5059,2267,0,0,2,15,41,3,1,0
5060,2267,0,0,2,15,45,6,1,0
5061,2267,0,0,2,20,10,29,1,0
5062,2267,0,0,2,20,37,15,1,0
5063,2267,0,0,2,20,43,1,1,0
5064,2267,0,0,2,20,46,7,2,0
5065,2267,0,0,2,20,48,4,0,0
5066,2267,0,0,2,20,53,6,2,0
5067,2267,0,0,2,40,20,11,2,0
5068,2267,0,0,2,40,48,4,1,0
5069,2401,0,0,2,5,24,15,0,0
5070,2401,0,0,2,10,23,12,0,0
5071,2402,0,0,2,10,48,2,1,0
5072,2402,0,0,2,10,48,4,0,0
5073,2402,0,0,2,15,25,22,1,0
5074,2401,0,0,2,15,36,17,1,0
5075,2401,0,0,2,15,43,10,1,0
5076,2401,0,0,2,20,19,33,1,0
5077,2402,0,0,2,20,45,6,2,0
5078,2401,0,0,2,10,40,4,0,1
5079,2401,0,0,2,10,50,2,1,1
5080,2542,0,0,2,10,15,18,1,0
5081,2542,0,0,2,10,26,24,0,0
5082,2541,0,0,2,10,27,9,2,0
5083,2541,0,0,2,10,53,1,1,0
5084,2542,0,0,2,30,19,6,0,0
5085,2541,0,0,2,40,47,2,2,0
5086,2541,0,0,2,20,27,4,0,1
5087,2688,0,0,2,5,38,6,1,0
5088,2688,0,0,2,10,38,15,2,0
5089,2687,0,0,2,10,48,4,2,0
5090,2688,0,0,2,30,40,7,1,0
5091,2688,0,0,2,40,23,14,1,0
5092,2687,0,0,2,40,37,8,0,0
5093,2840,0,0,2,5,37,13,0,0
5094,2840,0,0,2,10,37,3,1,0
5095,2840,0,0,2,10,37,14,1,0
5096,2840,0,0,2,20,46,22,0,0
5097,2840,0,0,2,30,46,8,1,0
5098,2999,0,0,2,5,46,15,1,0
5099,2999,0,0,2,5,46,14,2,0
5100,2999,0,0,2,5,51,5,1,0
5101,2999,0,0,2,15,50,4,2,0
5102,2999,0,0,2,40,48,26,0,0
5103,2999,0,0,2,40,48,5,1,0
5104,2999,0,0,2,10,20,14,0,1
5105,2999,0,0,2,20,33,5,1,1
5106,2999,0,0,2,20,8,24,1,1
5107,3164,0,0,2,5,18,17,0,0
5108,3164,0,0,2,5,18,17,1,0
5109,3164,0,0,2,5,18,32,2,0
5110,3164,0,0,2,20,34,16,1,0
5111,3164,0,0,2,30,40,17,1,0
5112,3337,0,0,2,20,51,36,0,0
5113,3337,0,0,2,20,51,9,1,0
5114,3516,0,0,2,5,27,32,1,0
5115,3516,0,0,2,5,27,20,0,0
5116,3516,0,0,2,20,42,21,1,1
5117,168,1,0,0,0,0,0,0,0
5118,488,0,0,0,0,0,0,1,2
5119,488,0,1,0,0,0,0,1,1
5120,531,0,1,0,0,0,0,1,1
5121,625,0,0,0,0,0,0,1,1
5122,625,0,1,0,0,0,0,1,1
5123,731,1,0,0,0,0,0,1,1
5124,732,0,1,0,0,0,0,1,1
5125,851,0,1,0,0,0,0,1,2
5126,915,1,0,0,0,0,0,1,1
5127,984,1,0,0,0,0,0,1,1
5128,1385,0,0,0,0,0,0,0,2
5129,1385,0,1,0,0,0,0,1,1
5130,1678,1,1,0,0,0,0,0,1
5131,1785,0,0,0,0,0,0,1,1
5132,1898,1,0,0,0,0,0,1,1
5133,2267,1,1,0,0,0,0,0,0
5134,2999,0,0,0,0,0,0,1,2
5135,3895,0,1,0,0,0,0,0,1
5136,151,1,0,1,20,21,0,2,0
5137,150,1,1,1,15,19,0,1,0
5138,150,1,1,1,20,6,0,1,0
5139,150,1,1,1,10,16,0,0,1
5140,150,1,1,1,30,16,0,0,2
5141,168,1,0,1,5,12,0,0,0
5142,168,1,0,1,10,11,0,1,0
5143,168,1,0,1,10,14,0,2,0
5144,168,1,1,1,60,18,0,0,0
5145,188,1,0,1,50,20,0,0,0
5146,209,1,1,1,40,10,0,1,0
5147,209,1,1,1,50,26,0,1,0
5148,232,1,0,1,25,31,0,1,0
5149,232,1,0,1,35,23,0,0,0
5150,256,1,0,1,30,18,0,2,0
5151,257,1,1,1,20,21,0,0,0
5152,256,1,1,1,30,21,0,1,0
5153,311,1,0,1,35,26,0,1,0
5154,312,1,1,1,15,10,0,0,0
5155,312,1,1,1,15,22,0,0,0
5156,312,1,1,1,15,26,0,1,0
5157,311,1,1,1,15,30,0,2,0
5158,312,1,1,1,20,25,0,1,0
5159,312,1,1,1,35,28,0,1,0
5160,342,1,0,1,60,35,0,1,0
5161,342,1,1,1,25,25,0,0,0
5162,375,1,0,1,25,23,0,0,0
5163,375,1,1,1,10,26,0,1,0
5164,375,1,1,1,15,7,0,1,0
5165,410,1,0,1,10,22,0,0,0
5166,411,1,0,1,20,26,0,2,0
5167,410,1,0,1,50,34,0,1,0
5168,411,1,0,1,55,33,0,1,0
5169,410,1,0,1,55,33,0,1,0
5170,410,1,0,1,40,29,0,1,1
5171,410,1,0,1,40,28,0,0,1
5172,410,1,1,1,30,25,0,0,0
5173,410,1,1,1,15,22,0,2,1
5174,448,1,0,1,10,14,0,2,0
5175,448,1,0,1,10,14,0,0,0
5176,448,1,0,1,10,37,0,0,0
5177,448,1,0,1,20,8,0,1,0
5178,448,1,0,1,40,34,0,1,0
5179,448,1,0,1,40,22,0,1,1
5180,448,1,1,1,5,9,0,2,0
5181,448,1,1,1,20,21,0,2,0
5182,448,1,1,1,30,23,0,1,0
5183,448,1,1,1,40,10,0,1,0
5184,488,1,0,1,40,30,0,2,0
5185,488,1,0,1,20,32,0,0,1
5186,488,1,1,1,10,5,0,1,0
5187,488,1,1,1,35,34,0,1,0
5188,488,1,1,1,60,28,0,1,0
5189,531,1,0,1,5,28,0,1,0
5190,531,1,0,1,15,39,0,1,0
5191,531,1,0,1,20,30,0,1,0
5192,531,1,0,1,20,30,0,0,0
5193,531,1,0,1,40,30,0,1,0
5194,531,1,0,1,60,38,0,1,0
5195,531,1,1,1,30,18,0,0,0
5196,531,1,1,1,45,34,0,0,1
5197,531,1,1,1,25,32,0,0,1
5198,531,1,1,1,10,20,0,2,2
5199,577,1,0,1,10,30,0,2,0
5200,577,1,0,1,10,38,0,1,0
5201,577,1,0,1,20,12,0,2,0
5202,577,1,0,1,50,32,0,0,0
5203,577,1,0,1,10,28,0,2,1
5204,577,1,1,1,5,19,0,1,0
5205,577,1,1,1,5,21,0,2,0
5206,577,1,1,1,10,21,0,0,0
5207,577,1,1,1,25,8,0,1,0
5208,577,1,1,1,35,32,0,1,0
5209,577,1,1,1,40,39,0,0,0
5210,577,1,1,1,80,9,0,1,0
5211,626,1,0,1,20,9,0,0,0
5212,625,1,0,1,20,40,0,2,0
5213,625,1,0,1,25,40,0,1,0
5214,625,1,0,1,40,41,0,1,0
5215,625,1,0,1,50,41,0,0,0
5216,625,1,0,1,60,38,0,1,0
5217,626,1,1,1,10,36,0,2,0
5218,625,1,1,1,40,18,0,1,0
5219,625,1,1,1,45,31,0,0,0
5220,625,1,1,1,55,28,0,1,0
5221,625,1,1,1,20,25,0,1,1
5222,677,1,0,1,25,41,0,1,0
5223,677,1,0,1,50,26,0,1,0
5224,677,1,0,1,60,41,0,1,0
5225,677,1,0,1,30,37,0,0,1
5226,677,1,0,1,40,35,0,0,1
5227,677,1,1,1,5,15,0,1,0
5228,677,1,1,1,10,33,0,2,0
5229,677,1,1,1,30,43,0,1,0
5230,677,1,1,1,45,40,0,0,0
5231,677,1,1,1,80,30,0,0,0
5232,677,1,1,1,20,31,0,0,1
5233,677,1,1,1,20,27,0,0,2
5234,731,1,0,1,5,36,0,1,0
5235,732,1,0,1,25,43,0,2,0
5236,731,1,0,1,50,39,0,1,0
5237,731,1,0,1,55,29,0,0,0
