,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,target
592,334482,1,0,1,0,1,2,0.3987767871796487,0.0,1,0.0,0.0,10238,15000.0,0,0,0,0,1
593,803266,2,0,0,0,0,0,0.7120225483789888,1.0,1,0.0,0.0,32765,15000.0,0,0,0,0,1
596,19261,1,0,0,0,0,2,0.3242128570443056,1.0,1,0.0,0.0,10238,11000.0,0,0,0,0,0
597,291075,3,1,0,2,2,0,0.5261674021492678,1.0,1,0.0,1.0,10238,12000.0,1,1,0,3,0
598,433426,1,0,1,0,0,2,0.2278673119725114,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
599,289772,3,1,0,0,1,2,0.4296872807233908,1.0,1,1.0,1.0,10238,10000.0,0,0,0,0,0
600,927179,3,0,0,1,1,1,0.3276112232724698,0.0,1,0.0,1.0,10238,13000.0,0,0,1,0,1
601,976974,1,0,0,0,0,3,0.5163833193499547,1.0,1,1.0,0.0,32765,6000.0,0,0,0,0,0
602,615312,2,0,0,1,0,0,0.6675115716369286,1.0,1,0.0,1.0,10238,10000.0,0,0,0,1,0
603,456321,3,0,0,0,1,1,0.417725758286916,0.0,1,0.0,1.0,10238,9000.0,0,0,0,0,1
605,775,0,0,0,3,2,0,0.7117532279720963,1.0,1,1.0,1.0,10238,10000.0,0,2,0,0,0
606,620196,3,1,0,2,0,0,0.6018666157702437,1.0,1,1.0,1.0,10238,9000.0,0,1,0,3,0
607,510560,2,0,1,1,1,2,0.4092884350839005,1.0,1,0.0,0.0,10238,13000.0,0,1,0,0,0
608,631945,0,1,0,1,2,0,0.7184007432140638,1.0,0,1.0,1.0,10238,8000.0,0,2,0,1,0
609,457682,1,0,0,0,0,1,0.2877500132860095,0.0,1,0.0,0.0,10238,10000.0,0,0,0,0,0
611,202964,2,1,0,1,0,1,0.3759100588244699,0.0,0,1.0,1.0,10238,8000.0,0,0,1,2,0
612,2375,2,1,0,1,0,3,0.3968410195135481,0.0,1,0.0,0.0,10238,13000.0,0,0,1,0,1
614,730415,2,0,0,0,2,3,0.4761858212677493,1.0,1,0.0,1.0,10238,12000.0,1,0,0,0,0
615,749543,1,0,0,0,2,2,0.4491576896423744,1.0,1,0.0,0.0,10238,15000.0,1,0,0,0,0
616,930990,2,0,0,1,0,3,0.4637010602419435,1.0,0,0.0,0.0,10238,16000.0,0,0,0,0,0
617,455333,1,0,0,0,0,3,0.6672969565631758,0.0,0,1.0,1.0,32765,9000.0,0,0,0,0,0
618,738554,1,0,0,0,1,1,0.2284575219722873,1.0,1,0.0,0.0,10238,14000.0,0,0,0,0,0
619,378210,2,0,0,0,1,1,0.4548222032963962,0.0,1,0.0,0.0,32765,9000.0,0,0,0,0,1
620,772502,1,1,0,0,1,1,0.2716129810741211,0.0,1,0.0,1.0,10238,14000.0,0,0,0,0,1
621,994772,3,1,0,2,0,3,0.5723973007903935,1.0,1,1.0,1.0,10238,10000.0,0,3,0,1,0
622,881849,3,1,0,2,0,3,0.4584332708673702,1.0,1,0.0,1.0,10238,13000.0,0,1,0,2,0
623,39296,2,0,0,0,0,3,0.4611083027459475,1.0,0,1.0,1.0,32765,9000.0,0,0,0,0,0
625,603433,3,1,0,1,1,0,0.5835233024083778,1.0,1,0.0,1.0,32765,11000.0,0,0,1,0,1
626,882026,3,0,0,2,0,2,0.3236713091433241,0.0,1,0.0,1.0,10238,14000.0,0,2,1,1,0
627,238126,3,1,0,0,2,0,0.502503312527169,1.0,0,0.0,1.0,32765,7000.0,0,0,0,0,0
629,110747,3,0,0,1,2,0,0.5366328650238356,1.0,1,1.0,0.0,10238,9000.0,0,0,0,3,0
631,402988,2,0,0,1,2,0,0.7417184644820252,1.0,0,1.0,1.0,10238,11000.0,0,0,0,0,0
633,65338,0,1,0,3,0,0,0.6129604938167941,1.0,0,0.0,1.0,10238,16000.0,0,3,0,1,0
634,322984,0,0,0,0,2,0,0.6785547828102435,1.0,0,0.0,1.0,32765,13000.0,0,0,0,0,0
635,124236,2,0,0,1,0,2,0.5140972426455589,1.0,1,0.0,1.0,10238,13000.0,0,0,0,0,0
636,245004,3,1,0,1,2,0,0.7351283436011039,1.0,1,0.0,1.0,10238,11000.0,0,3,1,0,0
637,942949,0,1,0,1,2,0,0.4678288191596727,1.0,1,0.0,1.0,32765,8000.0,0,4,1,0,0
638,877595,1,1,0,0,2,3,0.7184794895957197,1.0,1,0.0,1.0,32765,15000.0,0,0,0,0,1
639,623455,1,0,0,0,2,2,0.5467329780323261,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,1
640,138425,0,1,0,0,2,3,0.4910372690145043,1.0,1,0.0,1.0,10238,12000.0,0,0,0,0,1
642,125702,3,1,0,2,2,0,0.5119806243563929,0.0,0,1.0,1.0,32765,9000.0,0,7,3,0,0
643,911755,3,0,0,2,2,3,0.4471842921249161,1.0,1,0.0,0.0,10238,16000.0,0,1,1,2,1
644,297583,0,1,0,2,2,0,0.764296108156162,1.0,1,0.0,1.0,10238,14000.0,0,3,0,3,0
645,351854,2,1,0,1,0,0,0.5492042682629945,1.0,0,0.0,1.0,10238,14000.0,0,0,0,3,0
646,908318,2,1,0,1,0,1,0.4397172411112439,0.0,1,1.0,0.0,10238,11000.0,0,1,0,1,1
648,801470,3,0,0,1,1,3,0.5162483226846594,1.0,1,1.0,0.0,10238,15000.0,0,0,1,1,1
649,843505,2,0,0,1,1,2,0.2730802145626825,1.0,0,1.0,1.0,10238,11000.0,0,0,0,3,0
650,74575,2,1,0,1,1,2,0.2095867357182056,0.0,0,1.0,0.0,10238,16000.0,0,1,0,0,0
651,670220,1,0,0,0,2,0,0.6140833644712265,1.0,1,0.0,1.0,10238,11000.0,1,0,0,0,0
653,551000,3,1,0,2,2,0,0.6249151692479712,1.0,0,0.0,1.0,10238,12000.0,0,2,0,1,0
654,741897,1,1,0,0,2,2,0.3235317279702856,1.0,1,0.0,0.0,32765,13000.0,0,0,0,0,1
655,483174,2,1,0,0,2,0,0.4801721956073917,1.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
656,131420,2,1,0,0,0,0,0.5628882788617214,1.0,1,0.0,1.0,32765,8000.0,0,0,0,0,1
657,271098,1,0,0,0,0,1,0.3592160443049964,0.0,1,1.0,1.0,32765,6000.0,0,0,0,0,0
658,511051,2,1,0,1,1,2,0.5543453228047174,1.0,1,0.0,0.0,32765,11000.0,0,1,2,2,0
661,985811,0,1,0,3,2,0,0.6012662894827044,1.0,1,1.0,1.0,10238,10000.0,0,12,1,1,0
662,85826,1,1,0,0,0,1,0.3846421210625193,0.0,1,1.0,1.0,32765,7000.0,0,0,0,0,1
663,733410,1,0,0,0,1,1,0.3989693971730201,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
664,701507,0,0,0,0,2,0,0.6595566695934808,1.0,1,1.0,1.0,10238,10000.0,0,0,0,0,0
665,760210,2,1,0,0,2,0,0.5264201359447848,1.0,1,0.0,1.0,10238,13000.0,0,0,0,0,0
666,420204,3,1,0,2,2,0,0.7459522237963077,1.0,1,1.0,1.0,10238,9000.0,0,2,0,3,0
667,856867,3,0,0,0,2,3,0.5593426171631724,0.0,0,1.0,1.0,10238,12000.0,0,0,0,0,0
669,899785,3,1,0,2,0,3,0.4837317247696164,1.0,0,1.0,1.0,10238,8000.0,0,1,0,6,0
672,3396,3,0,1,2,1,2,0.4001777578861137,1.0,0,0.0,1.0,21217,11000.0,0,1,0,1,1
673,442295,1,0,0,0,2,1,0.4290269042286189,0.0,1,0.0,1.0,10238,13000.0,0,0,0,0,1
674,860165,2,1,0,1,1,3,0.5899730349102439,0.0,1,0.0,1.0,10238,9000.0,0,1,0,0,1
675,3643,1,1,0,0,0,1,0.3277602763703803,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
676,732109,2,1,0,1,1,1,0.3713486447309336,0.0,1,0.0,1.0,10238,13000.0,0,2,0,0,1
678,906608,0,0,0,0,2,0,0.5474920377636142,1.0,0,0.0,1.0,32765,9000.0,0,0,0,0,0
679,393826,3,1,1,2,2,3,0.4411942138622648,1.0,0,1.0,1.0,10238,12000.0,0,2,0,1,0
680,189740,2,0,0,1,0,3,0.5817211016124444,0.0,1,1.0,0.0,32765,13000.0,0,2,0,0,0
681,532841,2,1,0,1,2,3,0.5338073973882299,1.0,1,0.0,0.0,32765,14000.0,0,1,0,2,1
682,853929,0,1,0,0,0,0,0.5514128274320477,1.0,0,1.0,1.0,10238,9000.0,0,0,0,0,0
683,43773,0,1,1,3,2,0,0.352051802438166,1.0,0,0.0,1.0,10238,11000.0,0,1,0,3,0
685,748793,3,1,0,0,2,0,0.5185680321634177,0.0,0,0.0,1.0,10238,10000.0,0,0,0,0,1
686,664908,0,1,0,2,0,0,0.7787343270386715,1.0,1,1.0,1.0,10238,9000.0,0,4,0,4,0
687,119593,1,0,1,0,1,1,0.3847612768204737,0.0,1,0.0,0.0,10238,16000.0,1,0,0,0,0
688,966113,1,0,0,0,1,1,0.5131630001638587,0.0,1,1.0,0.0,10238,13000.0,0,0,0,0,1
689,89090,2,1,0,1,0,0,0.6826905787793902,0.0,0,0.0,0.0,10238,15000.0,0,0,0,2,0
690,931351,0,0,0,3,2,0,0.6952954138630036,0.0,0,1.0,1.0,92101,11000.0,0,1,0,1,0
691,538716,2,1,0,1,0,2,0.337636945769008,1.0,1,0.0,0.0,10238,15000.0,0,1,1,1,0
692,812013,1,0,0,0,2,3,0.5543324832516767,1.0,0,0.0,0.0,32765,13000.0,0,0,0,0,1
694,736366,0,0,0,3,2,0,0.5666769166615836,1.0,1,1.0,1.0,10238,9000.0,0,5,1,1,0
696,496206,3,1,0,2,2,0,0.6792241704003094,1.0,0,0.0,1.0,10238,11000.0,0,2,1,6,0
697,263890,3,0,0,2,0,0,0.6735746205526248,1.0,0,1.0,1.0,10238,10000.0,0,1,0,2,0
698,373953,0,1,0,0,2,0,0.4857196085460185,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0
699,412526,2,1,0,0,2,0,0.6182853533570225,1.0,0,1.0,0.0,92101,14000.0,0,0,0,0,1
700,868060,0,0,0,3,0,3,0.6272582619884957,0.0,1,0.0,0.0,10238,14000.0,0,2,0,3,0
702,629030,2,0,0,0,2,3,0.4851476729277822,1.0,1,0.0,1.0,10238,12000.0,1,0,0,0,1
703,902206,3,1,0,2,2,3,0.3439533598074643,0.0,1,1.0,1.0,10238,10000.0,0,1,0,6,0
704,586895,0,1,0,2,0,3,0.4213456534000116,0.0,0,0.0,1.0,10238,11000.0,0,2,0,2,0
706,432813,1,0,0,0,0,2,0.4625574363413208,1.0,1,1.0,1.0,10238,13000.0,0,0,0,0,0
707,412666,0,0,0,2,0,0,0.5986464420361814,1.0,0,1.0,1.0,10238,9000.0,0,6,0,6,0
710,857882,0,0,0,3,2,0,0.5054256303588411,1.0,1,1.0,1.0,10238,9000.0,0,4,1,0,0
711,169712,3,0,0,0,0,0,0.5723946620910344,1.0,1,1.0,0.0,10238,11000.0,0,0,0,0,0
712,805808,2,0,0,1,2,3,0.4153851993182952,1.0,1,1.0,1.0,10238,12000.0,0,0,0,1,0
714,382504,0,0,0,1,0,0,0.5277511095120083,1.0,0,1.0,1.0,32765,13000.0,0,0,0,0,0
715,800261,2,0,0,1,0,2,0.3243949378636534,1.0,1,0.0,1.0,10238,13000.0,0,0,0,0,0
716,457638,3,0,0,0,0,0,0.6628379984244296,1.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
719,594430,3,0,0,1,2,0,0.7697278517391074,1.0,0,1.0,1.0,10238,11000.0,0,2,0,0,0
720,793952,2,0,0,1,2,3,0.6464070899737208,1.0,1,0.0,1.0,32765,9000.0,0,4,0,1,1
721,20645,3,0,0,2,2,0,0.6553512480035613,1.0,0,1.0,1.0,92101,10000.0,0,1,0,0,0
723,708649,2,0,0,1,1,2,0.4692142872658621,1.0,1,0.0,1.0,10238,14000.0,0,1,0,1,0
724,830889,2,0,0,1,0,0,0.6947694134154674,1.0,1,1.0,1.0,10238,12000.0,0,1,0,0,0
725,724739,3,1,0,0,2,0,0.6775390802967439,1.0,0,1.0,1.0,32765,11000.0,1,0,0,0,0
726,33697,2,1,0,1,1,1,0.4530972145117041,0.0,1,0.0,0.0,92101,18000.0,0,3,0,1,1
729,435205,0,0,0,3,2,0,0.7221818449302557,1.0,0,1.0,1.0,10238,11000.0,0,2,0,1,0
731,496098,0,0,0,0,0,0,0.6544694768557214,1.0,0,1.0,1.0,10238,11000.0,0,0,0,0,0
732,20669,1,0,0,0,0,1,0.3950115862707416,0.0,1,0.0,1.0,10238,14000.0,0,0,0,0,1
733,527774,1,0,0,0,0,2,0.5183938639703694,1.0,0,0.0,0.0,10238,16000.0,0,0,0,0,0
734,404128,0,1,0,3,2,0,0.6609260399515023,1.0,1,1.0,1.0,32765,10000.0,0,15,1,4,0
735,439480,3,1,0,2,0,3,0.5532710588297743,1.0,1,0.0,0.0,10238,12000.0,0,1,3,1,0
737,621010,1,1,0,0,0,1,0.3627913211631439,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
739,353690,0,0,0,3,0,0,0.7849182244108481,0.0,1,0.0,0.0,10238,18000.0,0,0,0,2,0
740,112838,1,1,0,0,1,1,0.4011660534038928,1.0,1,0.0,0.0,10238,11000.0,0,0,0,0,0
741,190804,2,0,0,0,0,2,0.3339028271934227,0.0,1,0.0,1.0,10238,10000.0,0,0,0,0,1
742,663470,2,0,0,1,1,1,0.2578544935681773,0.0,1,0.0,0.0,32765,15000.0,0,0,0,0,1
743,629803,1,0,0,0,0,1,0.2971256597689672,0.0,1,0.0,0.0,10238,14000.0,0,0,0,0,1
744,84243,2,1,0,0,0,3,0.4402008550887251,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
745,899894,2,1,0,1,0,1,0.2453077144694729,0.0,1,0.0,0.0,10238,16000.0,0,0,0,0,1
747,758470,3,1,0,2,2,0,0.7106302968316526,1.0,0,1.0,1.0,10238,11000.0,0,5,1,3,0
749,517351,3,0,0,0,1,3,0.5321389282217026,0.0,1,0.0,1.0,10238,10000.0,0,0,0,0,0
751,812159,0,1,0,3,0,0,0.5523028069815071,0.0,0,1.0,1.0,10238,13000.0,0,1,0,2,0
752,313107,3,0,0,0,0,3,0.6230862254029852,1.0,0,0.0,1.0,10238,16000.0,0,0,0,0,0
754,981198,0,0,0,1,2,0,0.6815230265186409,1.0,1,1.0,1.0,10238,9000.0,0,1,0,0,0
755,144973,0,0,0,0,0,0,0.4929263167585091,1.0,0,1.0,1.0,10238,11000.0,0,0,0,0,0
757,674108,3,1,0,2,2,0,0.7588589638778033,1.0,1,1.0,1.0,10238,11000.0,0,4,0,3,0
759,107843,2,0,0,0,0,3,0.4594935675669665,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0
760,118824,2,1,0,0,0,1,0.3274758663014018,0.0,1,0.0,1.0,10238,13000.0,0,0,0,0,1
761,309430,3,1,0,2,2,0,0.4730207468491802,1.0,0,0.0,1.0,10238,13000.0,0,3,0,3,0
762,211543,1,1,0,0,0,1,0.4068950907620184,0.0,1,0.0,0.0,10238,17000.0,0,0,0,0,1
763,994291,3,1,1,0,2,0,0.5340553977378382,1.0,1,0.0,1.0,10238,10000.0,1,0,0,0,1
764,997014,1,1,0,0,0,2,0.4723554796185506,0.0,0,0.0,1.0,32765,12000.0,0,0,0,0,1
765,517032,2,1,0,1,0,1,0.4757700837178347,0.0,1,1.0,1.0,10238,11000.0,0,2,0,1,0
766,597978,2,1,0,1,2,0,0.4649754786745904,1.0,0,0.0,1.0,10238,15000.0,0,1,1,2,0
769,45019,2,0,0,0,2,3,0.6714519317340388,0.0,1,0.0,1.0,92101,14000.0,0,0,0,0,0
771,462574,1,1,0,0,1,1,0.3171971946467171,0.0,1,0.0,1.0,10238,16000.0,0,0,0,0,1
772,962015,2,0,0,0,0,2,0.5431550853251759,0.0,1,0.0,0.0,32765,13000.0,0,0,0,0,1
773,253678,2,0,1,1,2,2,0.2860896047851427,0.0,1,1.0,1.0,10238,7000.0,0,1,0,1,0
774,692697,2,0,0,1,0,1,0.4255236483019129,1.0,1,1.0,1.0,10238,9000.0,0,1,0,0,0
775,929521,3,1,0,1,1,3,0.5865612240958681,1.0,1,0.0,0.0,10238,14000.0,0,2,0,3,0
776,964716,2,0,1,0,1,1,0.4451711249556711,0.0,1,1.0,1.0,32765,8000.0,0,0,0,0,1
777,563264,1,1,0,0,1,1,0.3008642444475923,1.0,1,0.0,0.0,32765,17000.0,0,0,0,0,1
778,129280,0,0,0,3,2,0,0.6722393801946255,1.0,0,1.0,1.0,10238,11000.0,0,0,0,1,0
779,415020,1,0,0,0,0,2,0.492009785043389,1.0,1,0.0,0.0,32765,13000.0,0,0,0,0,0
780,429468,2,1,0,1,2,3,0.2985615547694567,1.0,0,0.0,1.0,10238,13000.0,0,1,0,0,0
781,679338,2,1,0,1,1,3,0.4902290213300943,1.0,0,0.0,1.0,32765,8000.0,0,6,0,1,0
782,451103,3,1,0,2,0,2,0.4861193938777199,0.0,0,1.0,1.0,10238,10000.0,0,3,1,3,0
783,932826,0,0,0,1,0,0,0.6831120926846176,1.0,0,1.0,1.0,10238,11000.0,0,0,0,0,0
784,765652,0,0,0,3,1,0,0.5612694270227846,1.0,1,0.0,1.0,10238,15000.0,1,3,0,4,0
785,186,2,1,0,0,0,2,0.4703939447316599,0.0,1,1.0,1.0,32765,8000.0,0,0,0,0,0
788,62930,3,1,0,1,2,0,0.5647194671204686,0.0,1,1.0,0.0,10238,9000.0,1,2,1,0,0
789,197936,0,1,0,2,2,0,0.6623549081430589,1.0,0,1.0,1.0,32765,11000.0,0,4,0,2,0
790,236019,0,0,0,3,2,0,0.6822652619147225,1.0,1,0.0,1.0,10238,11000.0,0,3,0,6,0
791,184376,3,0,0,2,0,0,0.4815552473106616,1.0,1,0.0,1.0,32765,13000.0,0,4,0,1,0
792,186552,0,1,0,2,0,3,0.4951101498758074,1.0,1,1.0,1.0,10238,10000.0,0,5,0,2,0
793,519425,0,0,0,3,2,0,0.6306806950888181,1.0,0,1.0,1.0,10238,12000.0,0,0,0,2,0
794,108122,1,1,1,0,0,1,0.2522091360163383,0.0,0,0.0,0.0,32765,16000.0,0,0,0,0,1
795,936450,3,0,1,2,2,0,0.6170091118547167,1.0,0,1.0,1.0,10238,7000.0,0,0,0,1,0
796,529009,1,1,0,0,0,3,0.4886425329217525,1.0,1,1.0,1.0,10238,12000.0,0,0,0,0,1
797,833844,0,1,0,3,1,3,0.6050403550582458,1.0,1,1.0,1.0,10238,11000.0,0,4,1,5,0
798,91848,3,0,1,2,2,0,0.6717100870579658,1.0,1,1.0,1.0,32765,10000.0,0,5,1,1,0
799,960784,3,0,0,2,0,0,0.6100432190746569,1.0,1,1.0,1.0,32765,9000.0,0,3,1,0,0
800,342618,3,1,0,0,0,3,0.4908173074873918,0.0,0,1.0,1.0,10238,10000.0,0,0,0,0,0
801,453418,3,1,1,1,2,0,0.6898557481349145,1.0,0,1.0,1.0,32765,9000.0,0,1,0,1,0
803,172677,3,1,1,1,0,0,0.6805790358149334,1.0,1,0.0,1.0,10238,10000.0,0,1,1,3,0
804,350213,1,0,1,0,0,2,0.3762128532654633,1.0,0,0.0,0.0,32765,15000.0,0,0,0,0,0
805,427060,0,0,0,3,2,0,0.6074660885575695,1.0,0,1.0,1.0,10238,11000.0,0,0,1,1,0
807,202943,1,1,0,0,0,1,0.3258894553264021,1.0,1,0.0,0.0,10238,12000.0,0,0,0,0,1
808,551323,2,1,0,0,2,0,0.6428911507913367,1.0,0,1.0,0.0,10238,15000.0,0,0,0,0,0
809,38580,1,1,0,0,0,2,0.3249858221459045,1.0,1,0.0,0.0,32765,15000.0,0,0,0,0,1
810,193387,1,0,0,0,2,0,0.6114875987420983,1.0,0,0.0,1.0,32765,9000.0,0,0,0,0,1
811,26228,3,1,0,2,2,0,0.6741873673026819,1.0,1,1.0,1.0,92101,7000.0,0,1,0,1,0
813,135509,2,0,0,1,0,3,0.6597861113624699,1.0,0,0.0,1.0,10238,13000.0,0,1,0,0,0
814,818522,0,0,0,2,2,0,0.4972300723518808,1.0,0,1.0,1.0,10238,15000.0,0,3,0,2,0
816,372874,2,0,0,1,0,2,0.4929078849478778,0.0,1,0.0,0.0,10238,17000.0,0,0,0,0,0
817,540632,2,1,0,1,0,2,0.5775147742265758,1.0,1,0.0,0.0,10238,16000.0,0,2,1,0,0
818,45157,2,1,1,0,1,1,0.292372046730257,0.0,1,1.0,1.0,10238,11000.0,0,0,0,0,1
819,70979,1,1,0,0,2,3,0.3965531992211328,0.0,1,1.0,0.0,32765,7000.0,0,0,0,0,1
820,668552,2,1,0,1,1,2,0.3851192075283321,0.0,1,0.0,0.0,10238,17000.0,0,0,0,1,1
822,621262,0,0,0,2,2,0,0.4974103899565097,1.0,0,0.0,1.0,10238,12000.0,0,1,0,1,0
823,976455,1,0,0,0,2,3,0.5122784279344629,0.0,1,1.0,1.0,10238,12000.0,0,0,0,0,0
824,816614,2,1,0,1,2,0,0.5371008543579416,1.0,1,0.0,0.0,32765,9000.0,0,3,1,1,0
825,558961,2,0,0,1,0,3,0.4264590850148064,1.0,0,1.0,1.0,10238,10000.0,0,1,1,2,0
826,840221,2,0,0,1,2,3,0.5770052255385658,1.0,1,0.0,1.0,10238,9000.0,0,2,0,1,0
827,659990,2,1,0,1,2,3,0.6720414032404887,1.0,1,0.0,0.0,10238,14000.0,0,1,0,4,0
828,518694,3,1,0,1,0,0,0.6391950289541595,1.0,0,0.0,1.0,32765,10000.0,0,6,1,1,0
829,305388,3,1,0,0,2,0,0.5253374353831595,1.0,0,1.0,1.0,10238,12000.0,0,0,0,0,0
830,965555,2,0,0,1,0,3,0.5305724568083574,1.0,1,1.0,1.0,32765,8000.0,0,1,0,0,0
831,589113,0,1,1,3,1,3,0.4429112897612818,1.0,1,1.0,1.0,10238,13000.0,0,6,0,4,0
832,992359,1,1,0,0,1,1,0.4030959607049746,0.0,1,0.0,1.0,10238,15000.0,0,0,0,0,0
833,956388,0,0,0,0,2,0,0.5825241940039297,1.0,0,1.0,1.0,10238,11000.0,0,0,0,0,0
834,752140,2,1,1,1,2,0,0.5368092797791182,1.0,1,0.0,0.0,32765,10000.0,0,4,1,2,1
836,148832,2,0,1,1,1,1,0.342387746877925,0.0,1,0.0,1.0,32765,16000.0,0,1,0,0,1
837,789148,3,0,0,2,2,0,0.608886215665948,1.0,0,1.0,1.0,10238,13000.0,0,1,0,4,0
838,849512,2,1,0,1,2,0,0.6178357715162752,1.0,0,1.0,1.0,10238,13000.0,1,2,0,1,0
839,9905,3,0,0,2,0,3,0.5178496298297631,1.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0
840,989673,0,1,0,3,2,0,0.3592855427664432,1.0,0,1.0,1.0,10238,12000.0,0,3,2,6,0
841,34367,1,0,0,0,1,1,0.3577661962837313,0.0,1,0.0,0.0,10238,12000.0,0,0,0,0,1
842,894225,1,0,0,0,1,1,0.5213510383697199,0.0,1,0.0,0.0,21217,17000.0,0,0,0,0,1
843,415401,2,0,0,1,0,1,0.432539923784168,1.0,1,0.0,0.0,10238,14000.0,0,0,0,1,0
845,746070,2,0,0,1,0,0,0.6060530513609844,1.0,1,0.0,1.0,32765,10000.0,0,1,1,0,0
846,588914,1,1,0,0,1,1,0.462436123038845,0.0,1,1.0,0.0,32765,9000.0,0,0,0,0,1
848,963221,2,1,1,1,2,3,0.6247336298349684,1.0,1,1.0,1.0,10238,12000.0,0,2,0,1,0
849,162234,2,1,0,1,0,1,0.387568324511354,1.0,1,0.0,0.0,10238,18000.0,0,0,1,1,0
850,278500,3,1,0,2,2,0,0.5820403536659148,1.0,0,0.0,1.0,10238,14000.0,0,2,0,4,0
852,869386,2,1,0,1,2,1,0.2850422794706853,0.0,1,0.0,0.0,10238,11000.0,0,0,0,1,0
854,163162,0,1,0,2,2,0,0.6337853539861222,1.0,0,1.0,1.0,10238,13000.0,0,1,0,1,0
855,202791,1,1,0,0,2,2,0.4787770486032221,0.0,0,0.0,0.0,32765,15000.0,0,0,0,0,1
856,970398,3,0,0,2,2,3,0.5943257055284643,1.0,1,1.0,0.0,10238,10000.0,1,3,1,1,0
857,428267,3,1,0,2,2,0,0.6607949382386376,1.0,0,1.0,1.0,32765,10000.0,0,7,0,1,0
858,894548,3,0,0,0,0,2,0.434199369972067,0.0,1,1.0,1.0,32765,10000.0,0,0,0,0,1
859,822297,3,1,0,2,2,0,0.5710183409684905,1.0,1,0.0,1.0,10238,14000.0,0,3,1,7,0
860,776868,3,1,0,2,2,0,0.7408836608342264,1.0,0,1.0,1.0,10238,8000.0,0,1,0,5,0
861,247573,2,0,0,1,2,0,0.6162893385757949,1.0,1,1.0,1.0,92101,12000.0,0,0,0,1,0
863,625221,3,0,1,0,0,0,0.6312183625354687,1.0,1,1.0,1.0,10238,10000.0,0,0,0,0,0
865,158028,1,0,0,0,0,2,0.4295825126499048,1.0,1,1.0,1.0,10238,10000.0,0,0,0,0,0
866,10217,0,1,0,3,0,0,0.5244870788093159,1.0,0,1.0,1.0,10238,13000.0,0,2,0,4,0
867,498650,0,1,1,1,0,0,0.5127680383278216,1.0,1,0.0,0.0,10238,18000.0,0,0,0,0,0
868,897708,2,1,0,1,0,2,0.389233759485732,0.0,1,0.0,0.0,10238,16000.0,0,2,0,0,1
870,361846,3,0,0,2,2,0,0.6923202824735519,1.0,1,1.0,1.0,32765,5000.0,0,6,0,4,0
874,714908,3,0,0,2,0,3,0.6214429576980997,1.0,1,0.0,1.0,10238,13000.0,0,1,0,1,0
875,938070,3,0,0,1,0,3,0.6260582248737127,1.0,1,0.0,0.0,10238,16000.0,0,1,1,0,0
876,474190,0,1,0,3,2,0,0.6324917354132804,1.0,1,0.0,1.0,32765,13000.0,0,10,0,2,0
877,944620,1,0,0,0,0,1,0.4210019848954937,0.0,1,1.0,0.0,10238,13000.0,0,0,0,0,1
880,66528,2,1,1,1,1,1,0.1902502054363816,0.0,1,0.0,1.0,10238,11000.0,0,0,0,1,1
881,93756,2,1,0,1,0,0,0.6742012277595035,1.0,0,0.0,1.0,10238,15000.0,1,1,0,0,0
882,938705,2,1,0,1,1,1,0.2776464231642333,0.0,1,1.0,1.0,32765,10000.0,1,4,0,4,0
883,481169,0,0,0,1,1,2,0.4438047319930954,1.0,1,1.0,1.0,10238,13000.0,0,1,0,0,0
886,890778,3,0,0,2,2,3,0.5464164840061576,1.0,1,1.0,0.0,10238,10000.0,0,4,0,3,0
887,275062,0,0,0,0,0,0,0.5338125514718479,1.0,0,1.0,1.0,10238,12000.0,0,0,0,0,0
888,958992,2,1,0,1,0,2,0.534353992539389,1.0,0,0.0,1.0,32765,12000.0,0,2,0,0,0
889,84982,0,0,0,2,0,0,0.6152347771487434,0.0,1,1.0,1.0,32765,10000.0,0,1,2,0,0
890,1924,0,0,1,3,0,0,0.627568733571934,1.0,0,0.0,1.0,10238,17000.0,0,1,1,1,0
891,148601,0,0,1,3,0,0,0.6983886035692345,1.0,1,0.0,1.0,10238,10000.0,0,5,2,4,0
893,164381,1,0,0,0,0,3,0.6840833742526795,1.0,1,1.0,1.0,10238,8000.0,0,0,0,0,0
894,215945,3,1,0,2,2,0,0.6526266450815712,0.0,0,1.0,1.0,10238,9000.0,0,1,0,3,0
895,472589,0,0,1,3,2,0,0.5662385712592211,1.0,1,0.0,1.0,10238,11000.0,0,7,1,2,0
