,Unnamed: 0,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,target
1962,1962,0,0,57,0,0,156,2,5,2,3,4,2,4,4,3,3,1,1,5,4,0,0.0,0
1963,1963,1,0,58,1,1,222,5,5,5,5,3,5,5,5,5,4,5,4,5,4,0,0.0,1
1964,1964,0,0,50,1,1,2149,2,5,5,5,3,3,3,2,2,2,2,2,2,4,5,0.0,0
1965,1965,1,1,26,1,2,934,3,3,3,3,1,3,1,1,1,4,2,3,3,1,0,0.0,0
1966,1966,1,0,53,0,2,874,3,0,4,3,3,4,1,5,5,4,5,5,5,5,0,9.0,0
1967,1967,1,0,51,1,1,2182,2,2,2,2,2,3,4,5,5,5,5,4,5,3,14,29.0,1
1968,1968,1,1,37,1,2,251,3,2,3,3,3,3,3,3,4,3,3,1,4,3,0,0.0,0
1969,1969,0,0,24,0,2,190,2,3,2,2,5,2,5,5,3,2,2,1,3,5,0,0.0,0
1970,1970,1,0,58,1,1,1905,2,3,3,3,5,4,4,2,2,2,2,3,2,2,7,0.0,0
1971,1971,1,0,52,1,2,448,4,2,2,2,2,2,3,4,4,4,4,5,4,5,2,63.0,1
1972,1972,0,0,32,0,2,868,3,3,3,1,4,3,4,4,4,2,3,4,4,4,0,0.0,0
1973,1973,1,1,27,1,2,472,3,4,3,4,3,3,3,3,1,5,4,2,4,3,8,5.0,0
1974,1974,0,0,29,1,1,2145,2,5,5,5,2,2,2,2,1,3,3,4,3,2,0,0.0,0
1975,1975,0,0,40,0,2,2504,4,5,5,1,4,5,4,4,2,3,3,2,4,4,0,0.0,0
1976,1976,1,0,59,1,1,1568,3,4,2,2,5,3,4,3,3,3,3,4,3,2,0,2.0,0
1977,1977,1,0,26,0,0,1009,3,4,3,5,5,3,5,5,5,1,1,3,5,5,0,9.0,0
1978,1978,1,0,52,1,1,333,4,3,5,5,5,4,3,4,4,4,4,4,4,1,19,9.0,0
1979,1979,1,0,50,1,2,1986,2,3,3,3,3,2,4,2,2,2,2,3,2,4,7,16.0,0
1980,1980,0,0,35,1,2,1044,2,1,1,1,2,2,2,2,4,2,4,4,4,2,4,13.0,0
1981,1981,0,0,47,0,1,1437,0,4,0,3,5,5,4,1,1,0,1,4,1,3,0,0.0,1
1982,1982,1,0,20,0,1,427,4,0,4,3,1,4,1,1,3,4,5,3,4,1,93,92.0,1
1983,1983,0,0,39,0,2,645,3,3,3,5,3,3,1,3,5,4,5,3,3,3,21,74.0,0
1984,1984,1,0,32,0,2,201,1,4,1,4,1,1,1,1,3,3,3,1,4,1,63,66.0,0
1985,1985,1,1,23,1,2,419,3,4,3,5,1,3,1,1,5,3,4,3,5,1,0,6.0,0
1986,1986,0,0,59,1,1,762,1,1,1,1,5,5,5,3,3,3,3,3,3,3,0,0.0,1
1987,1987,0,0,50,1,1,366,3,3,3,3,3,4,4,5,5,5,5,4,5,3,0,0.0,1
1988,1988,0,0,42,1,0,758,4,5,5,5,4,4,4,4,3,5,5,5,5,4,5,0.0,1
1989,1989,1,0,37,0,2,888,3,2,4,3,3,4,3,3,4,4,3,3,3,3,0,0.0,0
1990,1990,1,0,9,0,0,775,3,5,3,2,2,3,1,2,4,5,4,5,4,2,0,0.0,0
1991,1991,1,0,46,1,1,2799,1,1,1,1,2,4,4,4,4,4,4,5,4,5,43,42.0,1
1992,1992,0,0,39,0,2,236,1,3,1,4,4,1,4,4,4,4,4,3,5,4,1,0.0,0
1993,1993,1,1,40,1,1,325,1,1,1,1,3,1,3,3,2,2,1,4,1,3,11,5.0,0
1994,1994,0,0,54,0,2,2611,3,4,3,3,3,2,2,2,5,3,2,2,1,2,0,6.0,0
1995,1995,0,0,46,1,1,3533,4,4,4,4,3,1,3,3,3,3,3,1,3,2,0,0.0,1
1996,1996,1,1,27,1,2,356,2,0,2,1,2,2,2,2,2,4,2,4,2,2,0,0.0,0
1997,1997,0,0,49,0,2,1390,4,4,4,4,5,4,2,5,5,3,5,4,4,5,0,0.0,0
1998,1998,1,0,28,1,1,1626,1,4,1,1,4,4,4,4,2,4,1,4,1,4,0,0.0,1
1999,1999,1,0,43,0,2,462,3,4,3,3,4,4,3,1,1,3,1,3,1,4,0,0.0,0
2000,2000,0,0,27,1,1,2586,2,2,2,2,2,2,2,3,3,4,5,2,4,2,0,0.0,1
2001,2001,1,0,28,1,2,483,0,0,0,4,3,0,3,3,2,3,3,1,5,3,0,0.0,1
2002,2002,1,0,43,0,2,813,1,3,1,3,5,4,4,4,4,1,4,3,4,1,2,0.0,0
2003,2003,1,0,41,1,1,1035,3,5,3,3,2,4,5,4,4,5,4,3,4,4,0,0.0,1
2005,2005,0,0,18,0,2,618,3,5,3,4,5,3,5,5,4,3,5,5,5,5,15,44.0,0
2006,2006,1,0,29,1,1,907,5,5,5,5,4,4,4,4,5,4,5,5,5,4,0,0.0,1
2007,2007,1,0,50,1,1,946,4,4,4,4,3,5,5,4,4,4,4,5,4,4,51,44.0,1
2008,2008,1,0,40,1,1,1937,3,3,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0,1
2009,2009,0,0,71,1,0,223,2,1,1,1,1,2,1,1,4,4,4,3,3,1,0,0.0,0
2010,2010,1,0,42,1,1,228,2,3,3,3,1,4,3,2,2,2,2,4,2,3,0,0.0,0
2011,2011,1,0,58,1,1,2773,5,5,1,5,5,4,5,4,4,4,4,3,4,3,0,0.0,1
2012,2012,0,0,35,1,1,2370,4,2,3,3,4,4,4,4,4,4,4,3,4,1,53,22.0,0
2013,2013,1,0,45,1,0,355,2,3,3,3,5,2,5,2,2,2,2,5,2,2,0,9.0,1
2014,2014,1,0,33,1,2,150,2,2,2,2,2,2,2,2,4,1,3,1,4,2,0,20.0,0
2015,2015,1,0,51,1,1,3591,3,3,3,3,2,2,1,5,5,5,5,5,5,1,0,6.0,1
2016,2016,1,0,58,1,1,2553,3,3,2,3,5,4,5,2,2,2,2,3,2,4,72,63.0,1
2017,2017,1,0,48,1,1,1895,2,2,2,2,2,1,1,4,4,4,4,3,4,4,6,4.0,1
2018,2018,1,0,17,1,1,646,4,5,5,5,4,4,4,4,1,3,2,2,3,4,5,9.0,0
2019,2019,0,0,49,0,0,594,2,1,2,3,4,2,4,4,2,2,3,4,3,4,0,0.0,0
2020,2020,0,0,49,0,2,361,4,4,4,4,5,4,5,5,4,3,5,3,5,5,0,0.0,0
2021,2021,1,0,23,1,1,2520,1,1,1,1,5,5,5,5,2,5,4,1,4,5,0,0.0,1
2022,2022,1,0,12,1,1,2725,2,2,2,2,4,4,4,4,1,5,5,4,3,4,129,122.0,1
2023,2023,0,0,85,1,1,1904,3,2,2,2,2,3,3,1,2,3,3,3,1,3,14,7.0,0
2024,2024,0,0,26,0,2,1069,3,5,3,3,5,3,5,5,4,3,4,5,5,5,17,21.0,0
2025,2025,1,0,59,0,2,895,2,4,1,5,1,1,1,5,2,5,4,1,3,1,204,196.0,0
2026,2026,1,0,38,0,2,296,4,4,4,3,2,4,5,2,4,3,5,5,5,2,42,29.0,0
2027,2027,0,0,31,1,1,1011,2,2,2,2,2,2,2,2,3,3,3,2,3,2,20,14.0,0
2028,2028,1,0,43,1,1,2191,4,4,4,4,3,4,5,4,4,4,4,3,4,2,0,0.0,1
2029,2029,1,0,71,1,1,431,3,5,5,5,4,3,2,3,3,2,3,4,3,3,0,0.0,0
2030,2030,1,1,49,1,2,216,3,4,3,3,4,3,4,4,1,1,3,1,4,4,0,23.0,0
2031,2031,1,0,67,0,2,948,2,0,2,4,2,5,5,5,5,2,5,4,5,5,18,24.0,0
2032,2032,0,0,28,0,2,957,2,1,2,4,1,2,1,1,1,3,4,3,4,1,3,5.0,0
2033,2033,1,1,22,1,2,1723,5,5,5,5,2,5,2,2,4,4,4,3,4,2,0,0.0,1
2034,2034,1,1,11,1,2,491,3,5,3,3,4,3,3,4,4,3,5,3,4,4,0,0.0,0
2035,2035,0,0,58,1,2,1017,1,4,4,4,1,1,1,1,4,1,3,1,4,1,19,0.0,0
2036,2036,1,0,9,0,2,817,2,2,2,3,2,2,1,2,1,1,3,3,3,2,0,0.0,0
2037,2037,1,0,23,0,0,679,1,5,1,2,5,1,5,5,4,3,4,5,5,5,0,0.0,0
2038,2038,1,0,69,0,0,936,3,5,3,1,4,5,4,3,3,3,3,3,3,5,1,0.0,0
2039,2039,0,0,19,1,1,321,3,1,1,1,3,3,3,3,4,5,3,1,4,3,0,0.0,0
2040,2040,0,0,60,1,1,370,2,1,2,1,1,3,3,2,2,1,2,3,2,4,4,1.0,0
2041,2041,0,0,48,1,1,302,0,0,0,1,4,4,4,2,2,4,4,4,2,4,18,10.0,1
2042,2042,0,0,48,0,2,489,2,3,2,2,5,2,4,5,4,4,5,5,4,5,0,0.0,0
2043,2043,1,1,26,1,2,591,4,3,4,1,4,4,4,4,2,1,5,5,2,4,3,0.0,0
2044,2044,1,0,23,1,1,3264,3,2,2,2,3,3,3,3,4,4,4,1,3,3,0,0.0,0
2045,2045,1,0,47,1,2,1041,2,2,2,2,1,4,4,2,2,2,2,2,2,2,4,20.0,0
2046,2046,0,0,52,1,1,954,5,5,5,5,5,4,4,5,5,5,5,4,5,4,0,0.0,1
2047,2047,0,1,21,1,2,666,2,0,3,4,5,3,5,5,4,4,4,4,4,5,0,0.0,0
2048,2048,1,0,7,0,2,223,3,5,3,3,3,3,3,3,3,5,4,3,4,3,11,18.0,0
2049,2049,0,0,41,1,2,187,3,2,2,2,3,3,3,3,3,2,4,3,3,3,1,4.0,0
2050,2050,1,1,22,1,2,404,2,0,2,3,5,2,5,5,2,2,5,1,5,5,0,17.0,0
2051,2051,1,0,40,1,1,1947,3,3,5,3,4,3,4,5,5,5,5,5,5,3,21,7.0,1
2052,2052,1,0,42,1,2,393,4,4,4,4,1,4,3,4,4,4,4,4,4,3,11,1.0,1
2053,2053,0,0,59,0,2,1464,3,3,3,4,5,3,5,5,2,1,3,3,3,5,67,50.0,0
2054,2054,0,0,46,1,1,3128,4,2,4,4,1,1,1,2,2,2,2,5,2,2,0,4.0,1
2055,2055,0,1,23,1,2,361,2,0,2,4,4,2,4,4,3,3,5,4,4,4,5,0.0,0
2056,2056,0,0,36,1,1,241,1,1,5,1,3,4,3,1,1,1,1,2,1,4,0,0.0,0
2057,2057,1,0,27,1,2,516,1,4,2,2,1,1,1,1,4,2,4,3,3,1,43,40.0,0
2058,2058,1,1,37,1,2,606,2,3,2,3,5,2,5,5,2,2,3,1,3,5,0,0.0,0
2059,2059,0,0,28,0,2,140,2,4,2,4,5,2,5,5,3,5,3,1,4,5,10,14.0,0
2060,2060,1,0,57,1,1,2591,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0,0.0,1
2061,2061,0,0,42,1,1,3376,5,5,5,5,3,5,4,5,5,5,5,5,5,4,69,55.0,1
2062,2062,1,0,37,0,2,1041,3,5,3,3,3,3,3,3,3,4,5,5,5,3,0,0.0,0
2063,2063,1,1,26,1,1,425,0,0,0,1,2,0,2,2,5,5,4,3,4,2,0,0.0,1
2064,2064,1,0,34,0,2,148,4,4,4,3,5,4,5,5,5,4,5,5,4,5,38,26.0,0
2065,2065,0,0,33,0,2,95,2,4,2,5,5,2,5,5,3,3,2,3,5,5,0,0.0,0
2066,2066,1,0,56,1,1,447,5,5,5,5,2,4,5,4,4,4,4,4,4,3,4,0.0,1
2067,2067,1,0,35,1,1,577,2,2,2,2,5,5,4,4,4,4,4,5,4,5,21,7.0,1
2068,2068,1,0,44,1,2,789,4,1,1,1,3,4,4,4,4,4,4,3,4,4,113,98.0,1
2069,2069,0,0,45,1,2,250,5,2,3,2,5,5,5,5,3,4,5,3,4,5,0,0.0,1
2070,2070,0,0,45,1,2,190,4,4,4,4,4,4,4,4,3,5,4,1,5,4,0,0.0,1
2071,2071,0,1,47,1,2,337,3,4,2,4,1,2,1,1,4,3,3,2,4,1,10,7.0,0
2072,2072,1,1,23,1,2,700,2,2,2,5,3,2,3,3,5,5,4,5,5,3,0,0.0,0
2073,2073,0,0,55,1,2,672,3,3,3,3,4,3,4,4,4,1,3,1,3,4,0,0.0,0
2074,2074,1,0,7,0,2,2454,3,3,3,1,3,3,3,3,1,1,1,2,2,3,0,0.0,0
2075,2075,0,0,32,1,1,859,5,5,5,5,4,4,4,3,3,5,5,4,3,4,435,470.0,1
2076,2076,1,0,31,0,0,2409,3,3,2,3,4,2,4,4,1,1,3,2,3,4,0,0.0,0
2077,2077,1,0,60,1,1,1521,3,3,3,3,5,5,5,4,5,5,5,5,5,5,166,264.0,1
2078,2078,1,0,57,1,1,3425,5,5,4,5,5,4,4,5,5,5,5,4,5,3,0,0.0,1
2079,2079,1,1,39,1,1,1460,4,4,4,3,3,4,3,3,3,4,3,2,3,3,24,16.0,0
2080,2080,0,0,44,0,2,2454,2,3,3,4,3,4,4,2,2,3,3,4,2,4,22,25.0,0
2081,2081,1,1,22,1,2,571,3,0,2,3,4,2,4,4,4,1,4,4,5,4,0,0.0,0
2082,2082,1,1,26,1,1,1005,2,5,2,1,2,2,2,2,4,5,5,4,5,2,39,33.0,0
2083,2083,0,0,33,1,0,2072,3,2,2,2,3,3,3,3,1,2,3,1,3,3,9,0.0,0
2084,2084,0,1,40,0,2,1013,1,2,1,4,1,1,1,1,1,4,4,4,3,1,0,0.0,0
2085,2085,0,0,45,1,1,3469,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0.0,1
2086,2086,0,1,17,1,2,1324,1,1,1,4,4,1,4,4,3,4,4,2,4,4,49,40.0,0
2087,2087,0,0,42,1,2,121,4,3,3,3,4,4,4,4,5,2,1,3,1,4,0,0.0,1
2088,2088,1,0,59,0,2,1558,2,4,3,3,5,3,5,4,4,3,4,3,4,4,6,12.0,0
2089,2089,1,0,42,1,1,2226,4,4,4,4,5,4,5,4,4,4,4,3,4,5,9,9.0,1
2090,2090,0,0,34,1,1,2551,5,2,2,2,2,4,3,5,5,4,5,4,5,3,14,9.0,0
2091,2091,0,0,50,1,1,261,2,2,2,2,2,2,4,5,5,5,5,3,5,2,0,0.0,1
2092,2092,0,0,57,1,1,845,5,5,5,5,3,5,4,4,4,4,4,3,4,5,0,0.0,1
2093,2093,0,0,29,0,2,2475,2,1,2,2,5,2,5,5,4,3,2,4,2,5,0,0.0,0
2094,2094,0,0,44,1,1,717,4,4,4,4,2,1,5,5,5,5,5,3,5,2,0,0.0,1
2095,2095,1,0,62,0,2,369,3,4,3,2,4,3,4,3,3,3,3,1,3,5,5,7.0,0
2096,2096,0,0,8,1,0,1844,4,1,1,1,4,4,3,4,3,5,2,3,3,4,0,0.0,0
2097,2097,0,0,33,1,1,1907,5,5,5,5,4,4,4,4,5,4,1,3,1,4,0,0.0,1
2098,2098,0,0,48,1,1,3478,3,3,3,3,5,5,5,3,3,3,3,3,3,4,0,9.0,1
2099,2099,0,0,36,0,2,848,3,5,3,3,2,3,2,2,3,3,5,5,4,2,14,0.0,0
2100,2100,1,0,49,0,2,1092,4,2,4,4,4,4,3,1,1,4,1,4,1,2,0,0.0,1
2101,2101,0,0,63,1,2,589,4,2,5,2,4,4,4,4,5,2,1,5,3,4,0,0.0,1
2102,2102,1,0,63,0,2,679,1,1,1,3,5,3,3,3,3,1,3,4,3,3,0,0.0,0
2103,2103,0,0,54,1,2,2496,2,5,5,5,3,2,3,3,4,2,4,3,4,3,16,2.0,1
2104,2104,1,0,16,0,2,849,3,5,3,2,2,3,2,2,3,5,5,3,5,2,0,0.0,0
2105,2105,1,0,29,1,0,937,0,0,0,2,5,0,5,5,4,1,4,2,3,5,22,20.0,1
2106,2106,0,0,39,1,2,333,2,1,1,1,2,2,2,2,2,4,4,2,3,2,0,0.0,0
2107,2107,1,1,27,1,2,633,4,0,4,2,1,4,4,1,5,4,1,1,4,1,0,0.0,1
2109,2109,0,1,8,1,2,787,3,3,3,1,4,3,4,4,4,2,5,3,4,4,0,0.0,0
2110,2110,1,0,35,1,1,460,2,3,5,3,1,4,4,2,2,2,2,3,2,1,0,0.0,0
2111,2111,1,0,43,1,2,262,5,3,3,3,4,5,1,5,5,5,5,1,5,3,0,0.0,1
2112,2112,1,0,34,0,0,391,1,2,1,3,1,1,1,1,2,2,3,3,3,1,0,0.0,0
2113,2113,0,1,22,1,2,109,2,5,2,1,2,2,2,2,1,2,4,3,2,2,5,3.0,0
2114,2114,1,0,13,1,1,930,4,3,5,3,4,4,4,4,3,2,4,4,4,4,8,0.0,0
2115,2115,1,0,35,1,1,2565,5,2,5,5,5,5,5,3,5,5,5,5,3,5,177,149.0,1
2116,2116,0,0,16,0,2,301,2,5,2,4,5,2,5,5,5,5,4,5,4,5,28,38.0,0
2117,2117,1,0,48,1,1,2422,2,2,2,2,4,4,4,5,3,5,4,4,4,4,0,0.0,1
2118,2118,0,0,22,1,2,1400,4,5,5,5,4,5,4,4,2,1,3,1,3,4,2,0.0,1
2119,2119,0,1,35,1,2,302,3,2,3,4,3,3,3,3,2,5,4,3,4,3,0,0.0,0
2120,2120,1,0,49,1,2,784,5,3,3,3,1,4,3,5,5,5,5,4,5,4,111,110.0,1
2121,2121,0,1,24,1,2,737,0,0,0,1,2,0,4,2,5,2,4,5,5,2,0,2.0,1
2122,2122,1,0,40,0,0,1136,3,5,3,3,4,3,4,4,5,2,5,5,4,4,29,17.0,0
2123,2123,0,0,37,0,0,109,3,1,3,2,4,3,4,4,2,1,3,1,2,4,0,0.0,0
2124,2124,1,0,39,0,0,1476,2,3,2,3,1,2,1,1,4,2,3,2,3,1,0,0.0,0
2125,2125,1,0,22,0,2,896,4,4,5,3,4,5,3,4,1,3,3,3,3,4,12,0.0,0
2126,2126,1,0,27,0,2,929,1,5,1,1,5,1,1,5,4,1,1,1,5,5,5,0.0,0
2127,2127,0,0,18,0,2,472,2,3,2,5,2,2,2,2,2,2,1,5,2,2,28,18.0,0
2128,2128,0,1,20,1,2,140,1,5,1,3,4,1,5,4,3,5,1,1,5,4,0,0.0,0
2129,2129,0,1,61,1,2,399,3,3,3,5,4,3,1,4,4,2,3,1,3,4,1,4.0,0
2130,2130,0,0,43,1,1,2640,4,4,4,4,5,5,5,2,4,4,1,5,4,5,3,10.0,1
2131,2131,0,0,38,1,2,849,1,1,1,1,1,1,1,1,2,4,4,2,4,1,6,8.0,0
2132,2132,0,0,64,0,0,481,2,2,3,3,2,3,2,2,3,4,2,1,3,2,67,78.0,0
2133,2133,1,0,42,0,0,373,1,4,1,4,4,5,4,1,1,1,1,5,1,3,6,10.0,0
2134,2134,1,0,30,1,1,679,2,2,2,2,5,5,5,5,4,5,4,3,4,5,0,0.0,1
2135,2135,0,0,41,1,1,192,5,5,5,5,4,5,5,4,4,4,4,3,4,5,6,0.0,1
2136,2136,0,1,39,1,2,671,4,4,4,4,1,4,1,1,2,1,4,1,5,1,0,0.0,0
2137,2137,1,0,30,0,2,588,1,1,0,2,4,0,4,4,1,1,2,4,3,4,0,0.0,0
2138,2138,1,0,29,0,2,1846,3,4,3,4,4,3,4,4,3,2,4,1,4,4,0,7.0,0
2139,2139,1,0,26,1,0,1535,3,4,4,4,3,3,1,3,3,5,3,3,4,3,31,53.0,0
2140,2140,1,0,45,1,1,476,4,4,4,4,5,5,5,4,4,4,4,5,4,4,60,53.0,1
2141,2141,0,0,38,1,1,334,3,3,3,3,2,5,4,4,4,4,4,4,4,4,25,45.0,1
2142,2142,0,0,31,0,2,1598,1,5,0,1,3,0,3,3,4,5,4,4,5,3,46,50.0,0
2143,2143,0,0,25,0,2,356,1,5,1,2,3,1,3,3,3,5,4,5,5,3,0,0.0,0
2144,2144,0,0,44,0,2,946,3,2,3,3,4,3,4,4,4,5,3,4,4,4,0,10.0,0
2145,2145,1,0,31,1,1,1598,4,4,4,4,4,4,4,4,1,5,2,1,4,4,0,0.0,0
2146,2146,1,0,67,0,1,304,1,5,1,1,3,5,4,4,4,1,4,5,4,3,0,0.0,0
2147,2147,0,0,53,1,1,2819,5,5,1,5,2,4,4,4,4,4,4,5,4,3,0,0.0,1
2148,2148,1,0,49,1,1,377,4,4,4,4,3,5,5,5,5,5,5,3,5,4,13,6.0,1
2149,2149,0,0,50,1,1,2832,3,5,3,3,3,4,5,4,4,5,4,5,4,3,1,1.0,1
2150,2150,1,0,18,0,0,583,3,4,3,1,4,3,1,4,5,3,5,3,4,4,35,27.0,0
2151,2151,0,0,34,1,1,481,2,2,2,2,5,5,5,5,5,5,5,3,5,3,2,14.0,1
2152,2152,1,0,68,0,2,748,2,3,2,2,3,5,3,2,2,2,4,2,2,4,0,0.0,0
2153,2153,0,0,48,1,2,451,4,2,2,2,4,4,4,4,1,4,2,5,1,4,0,0.0,1
2154,2154,0,0,19,0,2,280,1,1,1,4,4,1,1,4,3,1,3,1,3,4,4,0.0,0
2155,2155,1,0,59,1,2,1931,2,2,2,2,1,3,3,1,1,2,1,2,1,1,64,35.0,0
2156,2156,0,0,42,1,1,3777,2,2,1,2,2,4,5,5,5,5,5,5,5,5,1,0.0,1
2157,2157,1,1,27,1,2,272,2,4,2,1,3,2,4,3,1,2,1,4,3,3,0,3.0,0
2158,2158,1,0,25,1,1,2676,4,4,4,4,3,3,3,3,5,5,3,5,2,3,11,0.0,1
2159,2159,1,1,26,1,0,1979,1,1,1,4,4,1,4,4,2,5,2,4,4,4,20,0.0,0
2160,2160,0,0,18,0,2,844,2,4,2,1,1,2,1,1,4,5,4,3,5,1,0,0.0,0
2161,2161,1,0,53,1,1,1045,2,3,3,3,4,4,4,2,2,2,2,1,2,1,1,0.0,0
2162,2162,1,1,34,1,1,1635,2,2,2,3,5,2,2,5,3,2,5,3,5,5,18,29.0,0
2163,2163,1,0,50,0,2,862,3,5,3,4,5,4,5,4,4,3,4,3,4,5,0,0.0,0
2164,2164,1,0,58,1,1,3365,4,4,4,4,2,2,2,4,3,5,5,2,4,2,0,0.0,1
2165,2165,0,0,35,1,1,3036,1,1,4,1,4,5,5,5,5,5,5,3,5,5,0,5.0,1
2166,2166,0,0,30,1,1,2560,3,3,3,3,5,5,5,5,1,5,1,2,5,5,48,47.0,1
2167,2167,1,0,9,1,1,2590,4,4,4,4,4,4,4,4,5,5,4,4,4,4,0,0.0,1
2168,2168,0,1,25,1,1,888,4,4,4,4,1,4,1,1,3,5,5,5,5,1,5,9.0,0
2169,2169,0,1,22,1,1,296,4,4,4,2,1,4,1,1,3,5,5,4,5,1,0,0.0,1
2170,2170,0,0,43,0,2,632,4,5,4,3,2,4,2,2,4,4,5,3,4,2,0,0.0,0
2171,2171,0,0,55,1,2,334,5,4,3,4,5,5,5,5,4,4,5,5,4,5,5,6.0,1
2172,2172,1,0,42,1,1,489,3,4,2,4,4,4,3,3,3,3,3,2,3,1,0,0.0,0
2173,2173,0,0,7,0,0,261,2,3,2,3,5,2,5,5,2,5,1,1,3,5,0,0.0,0
2174,2174,0,0,42,1,2,369,5,4,4,4,5,5,5,5,2,5,5,5,4,5,0,0.0,1
2175,2175,0,0,50,1,1,2475,5,5,5,5,2,3,5,4,4,4,4,5,4,4,0,0.0,1
2176,2176,0,1,35,1,1,1587,3,3,3,4,5,3,5,5,5,5,4,3,4,5,0,0.0,0
2177,2177,0,0,17,1,0,761,1,2,2,2,1,1,1,1,2,4,3,3,4,1,0,0.0,0
2178,2178,0,0,34,0,0,679,2,4,2,1,5,2,5,5,4,3,5,3,4,5,13,36.0,0
2179,2179,0,0,46,1,2,278,4,1,1,1,4,4,4,4,1,1,4,1,1,4,0,0.0,1
2180,2180,1,0,34,1,1,1756,3,3,3,3,2,3,5,4,4,4,4,3,4,4,2,26.0,1
2181,2181,0,0,64,1,1,1428,2,3,2,3,3,2,1,2,2,2,2,1,2,1,0,0.0,0
2182,2182,1,0,25,0,2,1021,2,0,3,1,5,3,5,5,4,2,1,5,2,5,6,0.0,0
2183,2183,0,0,40,1,1,868,3,1,2,1,3,4,4,3,3,3,3,4,3,2,28,22.0,0
2184,2184,0,0,59,0,2,201,3,3,3,4,3,3,3,3,3,4,3,2,3,3,13,13.0,0
2185,2185,1,0,13,0,2,201,4,4,4,3,1,4,4,1,3,1,3,2,3,1,27,42.0,0
2186,2186,1,0,23,1,1,1607,3,3,1,1,3,3,3,3,1,5,2,4,3,3,4,0.0,0
2187,2187,1,0,23,1,1,315,1,1,1,1,4,4,4,4,2,3,4,4,4,4,28,67.0,1
2188,2188,1,0,16,1,1,2704,4,2,4,2,4,4,4,4,2,2,3,2,4,4,36,30.0,0
2189,2189,1,1,36,1,0,401,2,1,1,3,1,1,1,1,5,1,5,2,4,1,0,0.0,0
2190,2190,0,0,67,1,1,187,0,4,0,1,4,5,4,4,4,4,4,3,4,3,0,0.0,1
2191,2191,1,1,46,1,2,862,3,3,3,4,3,3,3,3,1,3,4,4,4,3,0,0.0,0
2192,2192,0,0,37,1,1,2599,1,1,1,1,5,3,5,5,5,4,5,3,5,5,0,0.0,1
2193,2193,1,0,40,0,2,1773,4,1,4,4,2,4,2,2,1,4,2,3,4,2,0,0.0,0
2194,2194,1,0,47,1,1,3776,5,4,4,4,5,4,4,5,5,4,5,1,5,3,17,5.0,0
2195,2195,1,0,42,1,1,1598,2,5,5,5,5,3,3,2,2,2,2,3,2,3,0,0.0,0
2196,2196,0,0,46,1,1,1099,3,3,3,3,5,4,5,3,3,3,3,5,3,5,0,0.0,1
2197,2197,1,1,23,1,1,1275,4,0,4,4,4,4,4,3,2,3,4,4,5,4,4,0.0,1
2198,2198,0,0,12,0,2,368,2,5,2,3,1,2,1,1,3,3,4,2,3,1,123,113.0,0
2199,2199,1,1,48,1,2,1181,3,2,2,4,3,3,3,3,2,4,3,1,4,3,16,0.0,0
2200,2200,1,0,46,0,2,1085,3,4,3,4,4,5,5,2,2,3,2,3,2,4,0,0.0,0
2201,2201,0,0,38,0,2,1491,2,1,2,4,1,2,1,1,1,5,2,2,4,1,28,0.0,0
2202,2202,1,0,7,0,2,784,4,5,3,1,1,3,1,1,3,3,5,4,5,1,4,0.0,0
2203,2203,0,0,39,1,1,2308,4,4,3,4,3,4,4,1,1,2,1,3,1,5,0,0.0,1
2204,2204,1,0,46,1,2,907,2,3,3,3,4,4,3,2,2,2,2,2,2,3,3,7.0,0
2205,2205,1,0,29,1,1,2295,1,5,1,5,1,1,1,1,2,2,2,4,3,1,3,0.0,0
2206,2206,0,0,64,0,2,528,2,5,2,1,3,2,3,3,5,2,5,3,5,3,12,0.0,0
2207,2207,1,0,40,1,2,679,4,1,1,1,4,4,4,4,3,3,1,4,1,4,35,38.0,1
2208,2208,1,0,64,1,1,3942,0,4,0,1,3,2,1,3,3,3,3,1,3,4,0,0.0,1
2209,2209,1,0,37,0,2,101,2,5,2,2,1,2,1,1,3,4,4,5,5,1,0,0.0,0
2210,2210,0,0,52,1,1,1564,1,1,1,1,5,5,5,3,3,3,3,3,3,5,0,0.0,1
2211,2211,0,0,45,1,1,3124,2,2,2,2,5,5,5,4,3,5,4,5,5,5,139,134.0,1
2212,2212,0,0,23,1,1,3414,2,2,2,2,5,5,5,5,5,5,5,3,5,5,1,0.0,1
2213,2213,1,0,64,1,1,3866,2,5,5,5,5,2,2,2,2,2,2,2,2,1,34,4.0,0
2214,2214,0,0,47,1,1,551,4,4,4,4,4,5,5,3,3,4,3,5,3,4,0,0.0,1
2215,2215,1,0,8,0,2,925,2,4,2,5,1,2,1,1,4,3,4,5,4,1,33,58.0,0
2216,2216,1,0,47,1,1,1735,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,0.0,1
2217,2217,0,0,56,1,1,1535,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0.0,1
