,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,target
593,25493,31,0,0,97,43440,2,4,2017,1,1,6999,2669,187,1,3,2555724.7,0
594,50580,57,1,1,76,7583,4,4,2008,1,0,1593,7912,678,1,1,5072667.8,1
595,71040,40,0,1,49,27973,4,3,2015,0,1,6467,6178,644,0,6,7110801.5,0
596,63320,3,1,1,3,13015,9,2,1993,1,1,4182,5340,126,0,8,6338701.3,1
597,50465,68,0,1,62,56602,7,6,1994,0,1,3513,3635,401,1,3,5051447.4,0
598,65919,40,1,0,82,30941,9,4,2013,0,1,8500,2426,707,1,1,6596228.3,0
599,76489,43,0,1,27,44513,9,7,1992,1,0,2458,5949,601,1,8,7655928.2,0
600,50093,89,0,1,5,46453,8,1,2009,1,1,6873,7662,536,0,10,5013597.9,0
601,50118,80,1,0,76,39767,3,1,1998,0,1,7483,8194,687,0,0,5016630.8,0
602,25309,28,1,0,53,64682,4,6,2012,1,0,923,821,358,0,9,2535294.2,0
603,98191,17,1,0,77,90287,8,5,2020,1,1,6782,4950,660,0,4,9828436.0,0
604,1607,10,1,0,46,50693,3,6,2004,0,0,8175,3264,923,1,9,167249.4,0
605,4410,37,1,0,37,84761,5,5,2004,0,0,9410,5772,326,1,7,444238.4,0
606,2374,41,1,1,85,46686,7,3,2018,1,1,6959,1546,804,1,5,249562.8,1
607,94990,23,0,1,47,26015,5,2,2018,0,0,2531,8669,725,0,9,9504433.8,0
608,18281,9,1,0,76,89508,4,3,2016,0,1,9815,140,343,0,4,1840231.6,0
609,64879,80,0,1,12,40356,9,4,2021,0,1,5685,6810,914,1,1,6491104.1,0
610,54812,88,0,0,27,48822,2,7,1990,0,0,8509,8693,823,0,7,5482093.0,0
611,605,29,1,1,66,47766,10,2,2005,0,0,2938,7209,656,0,2,71250.5,0
612,27253,19,1,0,81,17039,5,5,2010,0,0,9476,7523,464,1,1,2736783.0,0
613,17357,42,0,0,20,39233,6,5,1998,1,0,5688,9409,221,0,4,1738079.8,0
614,54097,26,0,0,98,42242,2,9,2016,0,1,6986,8792,181,0,5,5416865.6,0
615,95281,22,1,0,8,17132,8,10,1990,1,1,5252,4489,537,0,1,9533000.0,0
616,69440,90,0,1,76,59457,7,9,2004,0,0,3678,1227,520,0,2,6950509.4,0
617,44395,1,1,0,1,15234,8,5,2012,1,0,8789,9504,685,1,3,4443692.2,0
618,48270,60,1,1,85,81900,6,10,2010,0,0,6828,3382,935,0,6,4838349.0,0
619,30572,24,0,0,56,32061,3,9,2008,0,0,171,2208,401,1,2,3058110.8,0
620,63719,35,0,1,25,12297,7,1,1992,0,0,2342,121,794,1,0,6375632.2,0
621,45827,61,1,1,60,26520,9,7,2006,0,0,2199,5768,240,1,6,4590725.6,0
622,70488,61,1,0,35,67659,3,7,2020,0,1,7391,5950,345,0,10,7054483.0,0
623,79822,67,1,0,30,76857,3,5,2003,0,1,5413,615,706,1,2,7987847.3,0
624,27171,63,1,0,93,64977,9,7,1997,0,0,1981,546,681,1,9,2724534.7,0
625,58330,58,1,1,2,26565,4,7,1992,0,0,473,781,186,1,10,5837640.2,0
626,87826,10,1,0,45,95822,9,8,1997,1,0,5553,9640,711,1,2,8790247.7,0
627,49389,13,0,0,10,64991,10,1,1993,1,1,8664,1479,646,1,6,4940959.3,0
628,56931,60,1,0,91,8545,9,7,1994,0,0,3285,9889,905,1,5,5704458.4,0
629,66503,73,1,1,13,15190,5,2,1990,1,1,6051,5240,137,0,1,6655758.0,1
630,88112,77,0,0,68,6319,5,3,2021,1,1,9760,6910,882,0,6,8813820.1,0
631,43587,83,0,0,26,7076,10,9,2005,1,0,8824,818,591,1,3,4360172.5,0
632,86152,44,0,0,48,74404,10,3,1992,0,0,8176,5399,500,0,1,8619787.2,0
633,81573,98,1,0,57,30003,3,1,1992,1,0,808,9366,749,0,10,8163076.2,0
634,72599,43,0,1,23,29526,9,3,2007,0,0,4841,6701,315,1,0,7262443.7,0
635,43876,42,0,0,43,78995,2,7,1993,0,0,1242,9300,496,1,3,4388329.3,0
636,10040,100,1,1,98,88378,10,3,1994,0,1,6306,9604,396,0,8,1010790.4,0
637,40177,38,0,0,12,47156,8,6,1991,1,0,5711,9268,172,1,10,4019219.1,0
638,21703,86,1,1,90,82410,8,4,2019,0,1,843,8090,802,0,6,2183649.9,0
639,57236,87,0,1,96,11180,9,4,2020,1,0,7873,4091,146,1,1,5730262.0,0
640,17863,1,1,1,33,7350,10,8,2009,0,0,7268,797,774,1,5,1795013.9,0
641,85272,89,1,0,34,1813,8,9,2005,0,1,7286,9107,359,1,3,8531221.5,0
642,91931,38,1,0,42,61701,8,8,2016,0,1,3013,28,139,0,4,9197803.6,0
643,29411,26,1,0,53,64099,2,9,2017,0,1,1681,8610,181,1,1,2948395.7,0
644,37163,4,0,0,22,19102,4,5,2014,1,1,9497,799,136,0,1,3718311.4,0
645,26440,41,0,1,58,94901,3,7,2016,0,0,5613,1327,132,0,5,2651410.6,0
646,9868,89,0,0,53,27902,5,1,2003,1,1,4813,7765,549,0,3,992632.3,0
647,55250,31,1,1,3,43094,7,3,1995,0,1,9389,8427,568,0,4,5534691.5,0
648,1121,9,1,1,80,18753,6,1,1990,0,0,2530,93,389,1,8,126775.0,0
649,26528,31,1,0,49,78028,7,5,2012,1,0,190,1931,788,1,2,2660108.2,0
650,18362,100,1,0,33,86705,9,4,2019,1,0,5521,1537,241,1,6,1842236.9,0
651,40581,99,1,1,82,48665,9,7,2008,1,0,5782,1627,428,0,10,4068225.8,1
652,89084,34,1,0,9,56568,10,5,2010,1,0,4675,5204,570,1,1,8911966.0,0
653,90643,77,1,0,55,46178,5,7,2012,0,0,4659,149,780,0,1,9074993.2,0
654,70868,70,1,1,39,12324,10,8,2005,1,1,821,8503,348,0,1,7096273.5,1
655,17252,90,0,0,23,58659,2,9,2000,0,1,3183,1757,357,0,10,1726850.0,0
656,45647,17,1,1,100,31458,9,4,2019,1,1,3554,9429,713,0,6,4580938.9,1
657,64654,34,1,0,33,12031,5,5,1992,1,0,4245,6313,563,0,3,6471114.2,0
658,87668,58,0,0,56,18473,7,7,2017,1,0,9625,7161,590,1,6,8769343.7,0
659,97688,60,0,1,25,42775,8,9,1990,0,0,8847,4009,158,1,0,9775672.0,0
660,5468,75,1,0,78,10625,6,7,2002,1,0,375,6527,976,1,9,553320.2,0
661,63509,72,0,0,53,77958,6,1,2006,1,1,6679,3062,591,0,0,6356517.6,0
662,98262,60,0,0,14,79444,3,9,2001,0,0,1889,9650,660,1,0,9827936.1,0
663,67735,36,0,1,24,79577,1,5,2020,0,1,3289,3015,113,0,2,6777979.0,0
664,19728,97,1,0,85,49642,2,8,2018,0,1,4778,5706,289,1,2,1977828.8,0
665,39191,71,0,0,21,29174,9,9,2011,1,0,142,121,633,1,10,3921295.1,0
666,34585,34,0,1,99,41029,6,2,2018,0,0,9137,9141,675,1,6,3471454.8,0
667,56666,13,0,0,63,80634,8,9,2000,1,1,6911,7146,543,1,9,5671002.0,0
668,4920,96,1,1,67,72459,5,9,1993,1,1,681,8825,598,0,2,498937.3,1
669,23043,69,0,0,55,20666,6,10,2007,0,1,9610,4996,971,0,10,2309235.7,0
670,86042,64,1,1,7,66703,3,3,2010,1,0,438,1066,466,0,8,8610684.0,1
671,84978,63,1,1,65,50078,2,10,1990,0,0,9649,8176,212,0,9,8508647.0,0
672,66940,95,0,1,16,77329,7,7,2016,1,0,691,803,118,1,7,6700142.6,0
673,69592,68,1,0,10,94229,7,8,2000,1,1,6283,7414,811,0,7,6964235.0,0
674,46558,52,0,1,28,59297,2,5,2009,0,1,3828,8690,102,0,10,4663394.9,0
675,30925,18,1,1,83,91239,7,4,2016,1,1,747,8698,218,0,3,3104280.6,1
676,39975,97,0,0,72,86063,6,8,2016,1,0,2361,3900,452,0,8,4005185.6,0
677,8808,9,1,1,15,13333,2,9,2014,0,0,7170,1020,397,1,7,887645.4,0
678,7131,88,1,1,20,22245,9,10,2005,1,0,231,7750,120,1,4,719772.5,1
679,49063,35,0,0,81,53623,1,5,1991,1,0,9416,7968,972,0,7,4909260.1,0
680,79093,89,1,1,63,31911,9,9,2014,1,0,2848,6813,533,0,9,7915505.4,1
681,95157,76,0,1,86,13430,4,2,2002,1,1,8416,2820,798,1,6,9527400.2,0
682,43412,3,1,1,68,42196,1,5,2010,1,1,911,3354,936,1,3,4352882.0,1
683,23127,72,1,1,98,75970,5,4,1995,0,1,7989,4396,237,0,8,2327821.5,0
684,63397,52,1,1,17,54284,5,8,2003,1,1,9719,1441,360,0,3,6344621.3,1
685,6078,67,0,1,22,19159,5,6,2004,1,0,2248,6723,161,1,0,614702.4,0
686,70367,63,1,0,19,82251,8,1,2015,0,1,8131,2786,635,1,0,7043100.5,0
687,31471,3,0,0,34,90619,5,3,2020,0,1,6093,5977,687,1,5,3149214.0,0
688,84503,53,1,1,10,75818,1,6,2004,1,1,1017,9932,332,0,4,8455991.4,1
689,25661,18,0,0,10,37780,10,6,2004,0,1,1752,1062,240,1,2,2567320.4,0
690,65823,2,0,1,40,30868,1,3,1999,1,0,5338,3077,655,1,10,6587187.9,0
691,40351,20,0,0,21,39793,10,7,2006,0,1,2129,765,732,1,5,4037323.6,0
692,65816,36,0,1,56,48668,8,6,1999,1,1,510,1702,523,1,6,6590874.9,0
693,9897,83,1,0,55,55819,3,7,1997,0,1,4632,3724,373,1,3,997040.7,0
694,74556,36,1,0,30,19713,2,5,2021,0,0,8074,2048,729,1,0,7461430.1,0
695,77324,66,0,1,96,49817,8,1,2000,1,1,2278,126,726,1,0,7746689.0,0
696,19054,27,1,1,64,59992,5,10,2017,1,0,9531,8510,968,0,3,1915949.7,1
697,19467,61,0,0,69,64898,3,10,1995,0,0,7723,6060,425,1,2,1953949.5,0
698,23917,57,0,0,92,79479,9,2,1992,1,0,7268,1683,272,1,6,2396597.2,0
699,27581,56,0,0,54,43343,9,2,2008,0,0,131,2535,271,0,9,2763880.8,0
700,7021,94,1,0,18,29269,9,9,1998,1,1,8494,6333,431,1,1,707889.8,0
701,86898,10,1,1,54,81981,8,5,2007,0,1,2837,1571,633,0,5,8700597.7,0
702,35752,37,1,1,88,40954,9,9,2004,0,0,4770,7965,593,0,5,3584645.4,0
703,80254,5,0,0,84,14987,9,1,2004,1,0,4601,2359,312,1,4,8032718.4,0
704,43729,50,1,1,78,86433,7,4,1990,0,0,6886,3231,213,0,3,4386441.0,0
705,14296,27,1,1,21,42471,6,2,1991,0,0,1023,85,690,1,10,1438655.1,0
706,60263,14,0,0,29,71839,5,5,2002,1,0,4041,3152,955,0,6,6027298.2,0
707,56348,39,1,1,64,74517,10,6,1993,0,0,7815,8344,100,0,4,5645570.3,0
708,20462,4,0,1,27,61133,2,3,1999,1,0,7946,6870,725,0,9,2051424.9,0
709,35966,4,0,1,35,51110,6,8,2009,1,0,9879,1244,276,0,3,3600448.9,0
710,23790,55,1,1,70,90089,2,9,1997,0,1,113,3842,725,0,6,2387891.7,0
711,62563,35,1,1,66,37064,7,6,1994,1,0,6669,3384,351,1,7,6268203.4,1
712,74693,98,1,0,57,69975,6,3,1997,1,0,5655,5743,386,1,8,7476380.7,0
713,69815,68,1,0,96,33939,9,3,2001,1,1,4764,3233,382,1,8,6994868.1,0
714,31372,70,0,1,71,45055,1,6,2000,0,0,9133,223,952,0,1,3141888.0,0
715,47377,91,1,1,12,93863,6,4,2015,0,0,6751,7894,158,1,4,4742430.5,0
716,21748,5,0,1,29,75041,9,6,1991,1,0,6703,5408,812,0,10,2180962.1,0
717,74938,28,0,0,31,57629,3,10,2020,0,1,23,7515,670,0,6,7496677.0,0
718,84747,97,0,1,86,50495,7,7,2014,1,0,7441,7366,404,0,7,8483566.4,0
719,52843,75,1,1,50,53689,6,7,2004,0,1,5877,1381,358,1,3,5291087.4,0
720,94638,50,0,0,32,80383,3,10,2014,1,0,8047,7968,870,1,10,9465407.4,0
721,57035,7,0,1,24,19018,7,2,1998,1,1,21,9711,657,1,7,5710846.8,0
722,10031,44,1,0,2,46452,1,10,2004,1,0,3770,6933,576,0,0,1007605.4,0
723,87362,50,0,1,25,87149,9,3,1995,0,0,3967,1233,268,0,7,8743936.5,0
724,50571,39,1,1,24,80108,2,10,1998,0,0,4018,3591,631,1,0,5063431.8,0
725,69918,32,1,0,11,43369,8,5,2005,0,1,2569,9077,758,1,2,6995676.5,0
726,42217,74,1,1,83,58719,3,7,2009,1,1,752,2812,710,0,5,4228208.9,1
727,76907,10,0,1,87,41867,6,10,1997,0,1,8945,1203,142,1,10,7694726.7,0
728,15500,92,0,1,98,81088,1,7,2020,1,0,9577,8084,255,0,7,1554517.0,0
729,53304,47,1,0,79,78668,5,3,2012,1,1,3069,4872,541,0,2,5337897.2,0
730,1973,1,1,0,21,19624,7,9,2000,1,1,2316,2875,932,0,9,201809.0,0
731,91112,51,1,1,9,59209,6,2,1991,0,1,7857,2079,948,0,1,9121414.1,0
732,76204,60,1,1,8,37849,1,5,1990,0,1,3727,901,540,1,7,7628150.0,0
733,97471,74,1,0,90,32462,7,7,2013,1,1,7429,7552,629,0,6,9756243.3,0
734,88887,9,1,1,28,43521,4,7,1995,1,0,9176,7863,956,1,7,8897254.5,1
735,38490,14,1,0,8,11235,10,3,2017,1,0,9018,3808,825,0,3,3853460.7,0
736,72450,63,1,0,71,15715,9,10,2008,1,1,4116,481,787,0,9,7250244.8,0
737,88367,5,0,0,7,36833,9,1,2018,0,0,8489,8246,430,0,7,8837449.8,0
738,30782,99,1,0,48,64577,1,5,2020,1,0,9701,2104,783,0,9,3082971.0,0
739,5033,58,0,1,28,57432,2,6,1991,1,0,749,123,279,1,8,508665.1,0
740,26519,33,1,1,42,19068,5,1,2014,0,0,4604,4404,651,1,1,2656599.4,0
741,65934,29,1,0,51,98414,2,7,2007,1,1,7680,5657,721,1,0,6597942.7,0
742,98106,98,0,0,3,47065,5,6,1992,1,0,8617,2299,616,0,1,9811465.2,0
743,6577,9,0,1,68,82346,10,7,2006,1,0,9468,4696,604,0,4,662852.6,0
744,18250,16,0,0,82,7383,7,10,2011,1,0,7751,6127,565,1,2,1829113.1,0
745,40783,48,0,1,80,81432,7,8,1992,1,1,9162,9271,838,0,10,4086725.2,0
746,33156,15,0,1,43,52491,8,3,1994,0,1,2108,4092,696,0,3,3323470.4,0
747,47523,89,0,0,89,48868,3,3,2006,1,1,526,9988,142,0,10,4760526.6,0
748,79604,30,0,1,4,23402,2,3,2016,1,1,9575,2906,909,0,2,7965563.6,0
749,95762,64,1,0,63,24349,10,10,2004,0,1,5198,6277,882,1,2,9583086.4,0
750,31317,91,1,1,25,86804,8,2,1995,1,1,2463,3454,543,1,5,3142581.5,1
751,788,53,0,0,53,24590,7,4,2014,1,0,8046,3187,973,1,8,82042.4,0
752,41188,30,1,0,62,20895,8,9,2012,0,1,33,7475,361,1,1,4122637.2,0
753,62282,35,0,0,44,12448,9,1,2010,1,0,80,5415,139,1,10,6229623.0,0
754,45979,46,0,1,2,78140,10,5,2004,0,1,7620,4487,571,0,6,4600373.4,0
755,35828,77,0,0,3,85172,5,6,1998,0,0,795,4716,811,1,1,3583375.8,0
756,84540,21,0,0,64,38246,5,3,2007,0,1,5869,6101,145,0,2,8455482.7,0
757,70288,78,1,0,28,15319,3,9,2011,1,1,1864,4125,706,1,7,7034567.1,0
758,44681,63,1,1,80,80786,2,7,1995,0,0,9413,3951,537,0,1,4480399.5,0
759,8856,96,1,1,38,77863,9,7,1996,1,1,4044,4557,770,1,3,895829.6,1
760,45730,11,0,1,99,22913,6,9,1998,0,1,1919,9706,116,0,10,4583276.8,0
761,59478,22,0,0,68,93765,2,8,1992,1,0,3355,2456,253,1,8,5950543.2,0
762,31692,7,1,0,36,37726,7,4,2007,0,0,1694,20,489,0,2,3172857.7,0
763,58737,66,1,1,62,60814,4,3,2014,0,1,8827,7728,224,1,0,5882539.4,0
764,32100,79,0,1,39,34468,2,5,2017,1,0,1482,9856,932,0,6,3213786.7,0
765,67663,1,1,0,49,17835,2,10,2014,0,1,7856,4653,725,1,2,6775397.4,0
766,59810,64,0,1,56,25278,1,10,2016,0,1,5202,8160,445,0,1,5991500.6,0
767,86186,85,0,0,36,58102,4,8,2010,0,1,2790,2939,539,1,6,8620785.0,0
768,38030,53,0,0,4,13524,5,2,1990,1,1,7981,841,564,0,2,3803961.0,0
769,48331,2,1,1,42,1284,5,8,2019,0,1,2820,3403,112,0,9,4839984.9,0
770,27856,34,0,1,98,93709,7,1,2016,0,0,7117,6509,194,0,9,2795386.6,0
771,70976,84,1,0,44,79617,10,7,2018,0,0,9962,8030,544,1,4,7101406.8,0
772,90180,91,1,0,63,1400,4,5,2014,1,0,9500,2033,800,0,8,9023962.4,0
773,54646,10,1,0,98,12446,4,4,2017,0,1,4716,7795,383,0,10,5479242.7,0
774,42024,72,0,1,9,22621,5,10,2003,0,1,4645,9349,430,1,9,4205806.3,0
775,8969,72,1,1,92,69766,5,3,2013,1,0,781,7703,627,1,9,908919.3,1
776,38926,58,1,1,7,41410,8,2,2007,1,1,5001,1326,729,0,6,3902208.7,1
777,80419,55,0,0,31,72171,5,5,1998,1,1,1333,1081,465,1,3,8043741.8,0
778,5585,61,1,1,76,89016,3,10,2019,0,1,6421,3418,926,0,5,564773.9,0
779,91651,97,1,0,95,28499,9,8,2016,1,0,9071,9895,175,1,9,9172889.6,0
780,5443,17,0,1,39,35512,2,7,2000,1,0,7932,4945,716,1,3,549119.0,0
781,15355,1,1,1,30,10908,1,4,1992,1,1,6587,200,551,1,10,1544783.2,1
782,6963,11,0,1,65,54919,3,1,1995,0,0,2829,230,589,0,2,703519.5,0
783,77261,32,0,0,18,67401,10,6,1997,0,1,5565,2696,640,1,5,7727179.7,0
784,26694,68,0,0,72,75658,3,2,1994,1,0,7808,1266,852,0,4,2672253.4,0
785,79744,36,1,0,50,92605,4,8,2012,1,1,1480,4074,108,1,0,7979395.2,0
786,32084,20,1,0,71,72927,10,8,2015,1,0,2309,4071,851,1,10,3214809.5,0
787,93703,46,1,0,56,33926,6,1,2018,1,1,9314,6659,546,1,6,9377879.8,0
788,78984,62,1,1,89,57806,9,9,2014,0,1,1199,9487,165,1,2,7910102.4,0
789,369,25,0,0,92,58183,2,10,2003,0,0,9608,4027,419,1,7,39316.3,0
790,10697,16,0,0,95,41131,9,8,2009,0,1,1114,4627,256,1,7,1074445.9,0
791,13349,65,0,1,18,3147,1,3,2004,1,0,6039,7110,602,1,4,1339458.4,0
792,25791,74,0,1,10,65096,2,10,2015,1,1,716,4892,302,0,5,2582155.5,0
793,96687,11,1,0,61,31414,8,6,2016,0,0,9115,9092,806,1,5,9676763.6,0
794,41083,69,1,0,62,90286,9,6,2017,0,0,4279,1984,683,0,10,4114499.7,0
795,63078,38,1,1,35,74374,3,1,2005,1,0,5369,2732,769,1,2,6316522.5,1
796,33935,12,0,0,86,30349,7,4,2015,1,1,7274,2699,626,0,0,3400557.5,0
797,30104,88,0,0,88,120,3,7,1996,0,1,3551,4051,577,1,5,3016757.6,0
798,44414,70,0,0,94,54108,8,1,2003,1,0,8675,4871,933,1,0,4449908.3,0
799,95116,9,1,0,28,92387,2,8,2000,1,0,4404,1523,436,1,3,9518424.0,0
800,16996,89,1,0,52,56372,6,2,2005,0,0,7922,3316,956,1,8,1708754.5,0
801,15290,77,0,0,97,58566,9,3,2009,0,1,4588,9960,218,1,8,1533827.9,0
802,57562,87,0,0,7,80004,7,5,2018,0,0,6694,7664,388,0,9,5756919.8,0
803,22786,23,0,0,81,51461,1,5,1991,1,1,1188,7958,107,1,6,2281031.1,0
804,84540,46,1,0,66,296,6,8,1990,1,0,817,6063,635,0,4,8459024.0,0
805,41168,99,0,1,11,53471,6,6,1992,1,0,5717,1821,888,0,9,4123023.2,0
806,33622,77,0,1,73,93239,7,5,2014,1,0,8902,8490,340,0,1,3371927.4,0
807,66878,22,0,0,41,3743,9,5,2016,1,1,1400,8825,763,0,2,6692131.6,0
808,9815,96,1,1,24,19588,9,2,2010,0,1,6449,5162,201,0,6,989932.0,0
809,81392,34,0,1,10,91918,2,8,2009,1,0,3061,6494,772,1,3,8143562.9,0
810,95375,30,1,1,37,50519,9,1,1998,0,1,927,2844,534,1,9,9545994.8,0
811,29917,70,1,1,39,26297,5,9,2011,0,1,1566,278,480,0,5,2998840.1,0
812,16336,76,0,1,11,28105,1,8,2008,1,0,9709,1219,415,0,1,1636600.8,0
813,90836,97,0,0,40,53732,4,2,2011,0,1,2770,8991,149,0,7,9086961.1,0
814,60244,35,1,1,47,69892,6,10,1995,1,0,1418,923,344,0,7,6034513.5,1
815,43030,81,1,1,85,73973,4,10,2010,0,1,1104,3332,978,1,10,4310671.0,0
816,5504,11,1,0,76,13791,8,4,1990,0,1,9447,4528,841,0,2,559951.0,0
817,37620,55,0,0,51,9302,9,8,1994,1,1,8318,6950,160,1,8,3764885.4,0
818,6313,18,1,1,74,27295,9,6,2004,1,0,4979,3989,647,0,7,640633.4,1
819,52251,53,0,1,10,19714,1,10,2005,1,1,5751,7522,969,1,8,5231126.5,0
820,75749,81,1,0,30,62511,5,3,2020,1,0,5132,1182,523,1,5,7579803.0,0
821,31113,93,1,1,93,79608,10,2,2020,0,1,891,7228,414,0,10,3122972.0,0
822,18972,70,1,0,3,42286,3,3,2010,0,1,8253,1477,618,0,4,1902042.0,0
823,28769,22,1,0,80,17297,6,10,2021,1,0,6686,5731,546,1,2,2881959.1,0
824,44539,24,0,0,23,91046,2,4,2007,0,1,3795,7571,595,0,2,4454837.7,0
825,17643,18,0,0,1,34506,6,8,2004,1,0,755,4070,966,1,8,1765047.4,0
826,52079,71,0,0,97,77966,10,10,1995,0,1,6737,2303,196,1,10,5217238.5,0
827,76906,77,0,1,6,61028,2,1,2019,1,0,8938,7135,668,0,5,7692420.9,0
828,88655,88,0,1,94,96284,4,9,2007,1,1,1193,7734,169,1,0,8875673.7,0
829,87554,16,1,1,77,30135,7,7,2010,1,0,8714,8017,636,1,8,8769996.0,1
830,7889,38,0,1,58,59730,5,7,2000,0,0,1939,119,743,1,0,793852.0,0
831,33185,28,0,1,60,37437,5,8,1998,0,0,6398,2111,437,0,8,3325883.8,0
832,81860,68,1,0,65,95833,10,5,2000,0,1,5409,8288,870,1,7,8190448.0,0
833,16335,35,0,0,76,14675,10,6,2005,1,1,6086,787,385,1,2,1635816.5,0
834,23164,79,0,0,76,59854,1,10,1992,1,1,1132,4213,519,0,4,2322369.2,0
835,50839,93,0,0,91,4337,1,3,2009,1,1,4208,6421,726,0,9,5091375.9,0
836,17432,49,1,1,15,81884,7,6,1993,1,0,2250,7062,547,1,10,1751212.3,1
837,94930,27,0,0,98,44331,3,6,2001,1,0,9694,8469,669,0,8,9499136.1,0
838,47601,29,0,1,69,16139,3,5,2001,0,1,8925,1965,452,0,5,4765720.1,0
839,57143,81,0,0,11,13745,8,9,2001,0,1,7491,8572,866,0,8,5716057.1,0
840,90614,77,0,1,16,95936,8,6,2016,1,0,2528,7255,468,1,10,9065677.6,0
841,43245,83,0,0,35,51501,4,8,2003,0,1,9660,3499,210,0,10,4325940.3,0
842,96666,95,0,1,9,25449,5,4,2008,0,1,8123,5326,590,0,2,9672165.8,0
843,49608,59,0,1,10,71685,5,7,1992,0,1,2647,7510,580,1,10,4965463.2,0
844,15385,69,1,0,93,98763,3,2,2013,0,0,1661,5852,498,0,8,1548993.3,0
845,14973,91,1,0,22,52038,3,2,2018,0,1,7397,1255,301,1,4,1501528.8,0
846,82285,19,0,0,22,73045,4,5,2014,0,0,782,2211,372,0,8,8229649.4,0
847,89520,47,0,0,6,68457,3,3,2007,0,0,4587,7443,861,0,1,8952698.7,0
848,31454,12,0,0,57,53771,8,1,2012,1,1,9770,3474,327,0,0,3148909.2,0
849,63341,81,0,0,85,45352,10,6,1991,1,0,928,5891,725,0,5,6338314.1,0
850,91166,100,1,1,8,89777,10,6,1995,0,1,5368,4657,757,1,0,9123483.5,0
851,86153,7,1,1,54,11435,9,9,2020,1,1,8091,862,934,0,6,8627514.0,1
852,24519,54,0,1,3,5764,8,4,2001,0,1,6797,1146,658,1,3,2456369.1,0
853,17458,69,1,0,51,97354,7,5,2008,1,1,8435,3476,789,0,2,1751679.8,0
854,48568,18,1,0,11,40071,2,3,2011,1,1,297,5174,973,1,7,4860230.1,0
855,14881,68,1,0,88,9188,8,9,2007,1,1,9590,3549,209,1,10,1498063.7,0
856,61123,25,1,1,72,27146,5,4,1995,0,1,1051,30,724,0,5,6123098.5,0
857,3854,7,1,0,25,32919,8,7,2009,1,1,6606,1877,378,1,10,393085.9,0
858,86908,90,0,0,56,28155,8,7,2014,1,1,314,5030,397,0,7,8695385.4,0
859,55366,51,0,0,98,18443,4,3,2011,0,0,8940,8275,884,0,8,5540333.1,0
860,17051,46,1,1,43,67578,2,2,1993,1,1,6481,7029,346,0,2,1710016.3,1
861,14436,15,0,0,6,9002,9,2,2002,1,1,676,1784,710,1,10,1444902.2,0
862,34220,50,1,1,33,30858,3,3,1996,1,1,5942,6266,976,1,1,3430761.6,1
863,95215,72,0,0,8,8349,7,9,2009,0,0,304,5007,360,1,6,9522466.9,0
864,82140,63,0,0,10,51301,1,9,2003,1,1,8091,1333,678,0,5,8215500.3,0
865,5706,57,0,0,38,51600,4,7,2005,1,0,73,3204,276,0,7,574164.5,0
866,35778,92,0,0,35,16239,6,8,2012,0,1,4151,4653,669,1,9,3580006.2,0
867,73323,43,0,1,5,8554,5,10,1990,0,1,3687,3622,929,1,6,7334601.0,0
868,97544,65,0,0,72,74577,2,2,2014,1,1,3458,4609,195,1,5,9760573.4,0
869,74037,75,1,0,84,185,5,10,1997,1,1,533,7143,688,1,10,7410767.7,0
870,27244,95,0,0,91,51203,9,7,1996,1,0,4237,723,293,1,6,2731619.6,0
871,7812,68,0,1,93,30594,4,6,2012,0,1,3559,2197,722,1,0,786725.2,0
872,95800,83,1,1,28,75731,1,9,1990,1,0,6051,1280,323,0,3,9591195.0,1
873,4442,11,1,0,46,10345,3,8,2016,1,1,9845,3640,851,1,1,450428.6,0
874,71399,40,0,0,74,34136,5,10,1996,0,0,5484,6386,652,1,10,7141237.6,0
875,8223,73,1,0,18,91132,10,4,2009,1,1,4835,2461,511,0,5,828761.9,0
876,49694,47,1,0,17,42649,4,8,2021,1,0,8872,9458,976,1,1,4973672.1,0
877,71661,54,0,1,64,30637,1,6,2014,1,0,793,3709,516,0,2,7173346.4,0
878,98826,87,1,1,77,7899,7,2,2007,0,0,12,9849,948,1,9,9894829.7,0
879,92000,54,1,0,6,559,6,8,2011,0,1,4693,57,874,1,2,9203514.1,0
880,82274,36,1,1,69,30208,8,1,2013,1,1,7565,1456,170,1,10,8237371.3,1
881,28957,71,1,1,2,41445,1,9,1992,1,1,3222,9454,799,1,3,2903240.2,1
882,45273,66,1,0,3,1531,8,6,2007,1,0,328,7011,483,0,5,4531464.7,0
883,27649,86,0,0,67,35839,9,10,1997,1,0,4153,8097,774,1,10,2770975.7,0
884,78681,23,1,1,87,56264,8,9,2015,1,0,5930,8775,616,0,3,7884526.5,1
885,30383,24,1,1,87,41613,9,8,2000,1,1,1312,7774,789,1,5,3049140.0,1
886,16205,33,1,0,53,74857,2,5,2000,0,0,5988,9397,183,0,1,1626165.0,0
887,35821,12,1,0,71,39266,6,10,2013,1,0,9220,3302,980,1,7,3589966.3,0
888,96601,97,1,0,37,21619,2,1,2015,1,0,478,7373,243,1,8,9665463.5,0
889,34075,70,1,1,28,7956,2,2,1995,1,1,7842,6296,545,1,4,3415018.5,1
890,64246,31,1,0,90,7469,9,4,1995,0,1,4368,843,415,1,1,6435521.5,0
