,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,target
573,1,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1
574,0,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,1,1
575,0,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1
576,0,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1
577,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
578,0,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,1,1
579,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
580,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,1
581,0,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
582,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
583,0,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,1,1
584,3,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,1,1
585,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
586,2,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1
587,3,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
588,2,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
589,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1
590,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,0,0,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,0,0,1,1
592,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
593,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
594,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
595,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
596,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1
597,1,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
598,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,2,1,1
601,0,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,1,1
602,3,2,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,2,1,1
603,3,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,4,1
604,1,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
605,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
606,0,0,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1
607,3,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,1,1
608,0,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
609,3,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
610,3,0,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,2,1,1
611,0,2,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1
612,3,0,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,2,1,1
613,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
614,0,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,1,1
615,1,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
616,3,2,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,2,1,1
617,1,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
618,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
619,2,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1
620,3,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,1,1
621,1,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
622,0,2,2,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
623,3,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,4,1
624,3,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1
625,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
626,3,2,1,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
627,2,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1
628,1,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
629,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
630,3,2,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
631,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
632,0,2,0,0,3,0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,3,3,1
633,0,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,1
634,0,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,1,1
635,1,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
636,3,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,1,1
637,0,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1
638,0,0,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1
639,0,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
640,1,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1
641,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,1,1
642,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,4,1
643,3,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,1,1
644,3,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,4,1
645,0,0,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
646,1,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
647,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
648,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
649,3,2,2,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3,1
650,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
651,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
652,3,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,1,1
653,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
654,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
655,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
656,3,2,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
657,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
658,0,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,4,1
659,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1
660,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
661,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
662,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
664,1,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
665,1,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2,1
666,3,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,1,1
667,0,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,1,1
668,3,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,4,1
669,0,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
670,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
671,3,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1
672,3,2,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,2,1,1
673,0,2,1,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
674,3,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,4,1
675,3,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1
676,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
677,0,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,1,1
678,0,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,4,1
679,1,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
680,0,0,2,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
681,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1
682,0,2,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
683,1,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1
684,0,2,0,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,0,1,3,3,1
685,0,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
686,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
687,1,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
688,0,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,2,1
689,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
690,1,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
691,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
692,0,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,4,1
693,3,0,3,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1,1
694,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
695,1,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
696,1,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
697,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0
698,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0
699,3,0,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2,1,1
700,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701,3,2,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,0,1,1,2,1,1
702,0,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,4,1
703,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
704,3,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,4,1
705,3,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,4,1
706,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
707,2,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1
708,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1
709,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
710,3,1,1,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,4,1
711,3,0,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,0,1,1,2,1,1
712,0,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1
713,1,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
714,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
715,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
716,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
717,0,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,4,1
718,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,1,1
719,2,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1
720,3,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,1,1
721,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
722,3,0,1,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3,1
723,0,0,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,2,1,1
724,3,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,1
725,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
726,0,0,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
727,0,2,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,0,1,1
728,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
729,0,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
730,3,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,4,1,1
731,0,2,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1
732,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
733,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,0,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
735,1,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1
736,0,2,2,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3,1
737,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
739,0,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1
740,0,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1
741,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
742,0,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,1,1
743,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1
744,3,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,4,1
745,0,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
746,1,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1
747,1,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
748,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0
749,3,0,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
750,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,4,1
751,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
752,3,0,2,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
753,1,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
754,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1
755,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
756,3,1,1,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,4,1,1
757,0,0,2,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,2,1,1
758,1,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2,1
759,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,4,1
760,1,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1
761,3,1,0,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,1,1
762,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1
763,0,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1
764,0,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,4,1
765,3,2,3,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,1
766,0,0,2,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
767,3,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1
768,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1
769,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
770,0,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
771,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1
772,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
773,0,0,1,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
774,3,2,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,2,1,1
775,0,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,0,1,1
776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
777,0,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,1,1
778,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
779,1,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2,1
780,0,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
781,2,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1
782,1,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
783,0,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
784,0,0,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1
785,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0
786,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
787,0,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
789,0,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,4,1
790,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
791,3,1,0,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,4,1
792,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
793,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
794,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0
795,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
796,1,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
797,0,0,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,1,1
798,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
799,0,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,4,1
800,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1
801,0,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,1,1
802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0
803,1,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1
804,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
805,3,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,1,1
806,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
807,0,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,1,1
808,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
809,0,0,1,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,3,3,1
810,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1
811,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1
812,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
813,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,1,0
814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
815,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
816,0,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,1,1
817,0,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,4,1,1
818,0,0,2,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3,1
819,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
820,1,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,2,1
821,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
822,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
823,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
824,0,1,0,0,1,0,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,4,1
825,0,1,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1
826,3,2,2,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,3,3,1
827,3,2,2,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
828,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1
829,3,0,1,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,0,2,3,3,1
830,2,2,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1
831,3,2,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,1,3,3,1
832,0,1,0,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,4,1,1
833,0,1,1,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,0,1,1
834,0,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,1,4,4,1
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
836,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
837,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
838,0,1,1,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
839,0,1,2,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
840,3,0,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
841,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,1,0
842,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
843,2,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
844,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1
845,0,2,3,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
846,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1
847,1,1,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
848,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1
849,0,0,2,0,2,0,1,0,4,1,2,0,0,0,0,0,0,0,0,2,3,3,1
850,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
851,3,1,0,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,1,1
852,2,2,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1
853,0,2,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,0,1,1,2,1,1
854,2,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
855,3,1,0,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,4,1
856,3,0,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,3,3,1
857,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
858,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1
859,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0
860,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,0,1,4,4,1
