,aluminium,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,target
2331,0.01,0.04,0.53,0.007,3.79,0.64,1.02,0.03,0.73,0.73,0.138,15.13,1.6,0.002,33.01,6.32,0.03,0.04,0.07,1
2332,0.07,0.04,1.72,0.005,6.89,0.56,1.15,0.77,0.77,0.77,0.019,8.61,1.93,0.0,31.13,1.95,0.03,0.32,0.0,1
2333,0.06,0.01,3.0,0.006,0.29,0.74,1.63,1.35,0.69,0.69,0.02,0.71,1.62,0.009,52.69,3.66,0.06,0.26,0.05,1
2334,0.1,0.02,3.79,0.001,7.18,0.49,1.16,0.4,0.25,0.002,0.09,5.38,1.72,0.01,3.49,5.83,0.1,0.24,0.04,1
2335,0.12,0.04,3.88,0.007,0.71,0.48,0.18,0.74,0.19,0.005,0.112,17.75,1.62,0.008,33.01,4.51,0.06,0.05,0.02,0
2336,0.26,0.04,3.74,0.003,3.44,0.84,1.0,1.38,0.68,0.68,0.198,16.39,1.21,0.008,39.41,4.54,0.06,0.09,0.07,1
2337,0.01,0.04,3.39,0.002,2.67,0.46,0.4,0.88,0.59,0.59,0.118,6.4,1.63,0.003,36.62,1.75,0.02,0.23,0.06,1
2338,0.07,0.02,1.99,0.005,4.02,0.15,1.43,0.68,0.42,0.005,0.108,16.61,1.58,0.001,36.04,2.6,0.04,0.2,0.01,1
2339,0.05,0.04,0.22,0.006,6.12,0.49,0.1,0.86,0.4,0.003,0.007,14.91,1.82,0.001,13.03,6.28,0.05,0.1,0.05,1
2340,0.03,0.03,2.45,0.003,7.12,0.06,0.66,0.03,0.62,0.62,0.024,1.42,1.57,0.01,2.63,5.82,0.02,0.17,0.03,1
2341,0.02,0.01,3.69,0.005,0.1,0.57,0.06,0.36,0.28,0.004,0.02,3.21,1.18,0.006,7.62,2.82,0.05,0.15,0.06,1
2342,0.16,0.04,0.69,0.003,1.27,0.38,0.41,0.72,0.25,0.007,0.02,0.29,1.38,0.01,33.17,2.97,0.06,0.1,0.02,0
2343,0.08,0.02,0.9,0.003,0.83,0.36,0.25,0.11,0.71,0.71,0.09,1.24,1.44,0.004,44.16,4.01,0.06,0.23,0.03,1
2344,0.05,0.04,2.2,0.004,7.65,0.3,0.43,0.9,0.79,0.79,0.199,2.01,1.77,0.001,27.56,7.79,0.09,0.1,0.03,1
2345,0.15,0.05,1.64,0.007,1.37,0.49,0.09,1.47,0.14,0.0,0.065,18.37,1.3,0.009,47.65,3.87,0.04,0.37,0.06,1
2346,0.03,0.03,3.21,0.003,3.67,0.14,0.39,0.1,0.15,0.002,0.033,16.36,1.66,0.008,14.7,3.01,0.06,0.18,0.04,1
2347,0.15,0.01,2.88,0.007,6.62,0.17,0.75,1.29,0.18,0.001,0.134,12.33,1.12,0.005,41.0,3.39,0.08,0.4,0.05,1
2348,0.05,0.01,1.82,0.001,2.13,0.46,1.83,0.79,0.7,0.7,0.122,1.45,1.53,0.01,50.82,2.0,0.09,0.28,0.0,1
2349,0.01,0.01,0.7,0.002,2.5,0.62,0.28,1.11,0.2,0.008,0.052,0.55,1.61,0.008,31.62,4.54,0.06,0.48,0.02,1
2350,0.05,0.03,1.31,0.001,5.98,0.32,1.63,0.75,0.95,0.95,0.162,14.05,1.22,0.001,1.12,0.05,0.06,0.02,0.05,1
2351,0.09,0.03,1.25,0.002,6.29,0.35,1.02,1.24,0.44,0.001,0.197,10.49,1.54,0.002,46.36,7.37,0.08,0.36,0.09,1
2352,0.06,0.001,2.47,0.008,4.76,0.17,1.29,1.01,0.03,0.006,0.013,13.77,1.18,0.002,36.46,0.49,0.09,0.07,0.09,1
2353,0.09,0.05,0.57,0.001,6.98,0.05,0.87,1.39,0.35,0.001,0.02,10.63,1.77,0.003,29.81,6.98,0.08,0.24,0.07,1
2354,0.06,0.01,3.49,0.001,3.23,0.07,0.86,1.29,0.39,0.005,0.016,11.34,1.39,0.008,30.21,6.62,0.01,0.43,0.04,1
2355,0.01,0.03,3.98,0.006,1.87,0.07,0.66,0.04,0.32,0.002,0.028,8.02,1.07,0.002,40.27,1.16,0.0,0.35,0.02,1
2356,0.07,0.02,0.38,0.001,7.18,0.07,1.13,0.24,0.59,0.59,0.051,5.48,1.35,0.004,32.35,5.22,0.0,0.21,0.08,1
2357,0.01,0.02,2.5,0.005,4.93,0.62,0.1,0.72,0.39,0.008,0.011,14.95,1.21,0.007,8.56,6.29,0.1,0.29,0.06,1
2358,0.1,0.02,3.01,0.002,3.03,0.25,0.39,0.76,0.15,0.004,0.082,14.87,1.58,0.01,41.01,2.82,0.02,0.45,0.01,1
2359,0.06,0.03,2.84,0.003,5.6,0.37,1.38,0.63,0.97,0.97,0.017,3.83,1.39,0.004,3.3,0.0,0.04,0.35,0.06,1
2360,0.05,0.03,2.86,0.008,7.0,0.63,1.65,0.5,0.09,0.006,0.18,3.63,1.39,0.001,53.06,4.28,0.08,0.03,0.07,1
2361,0.03,0.02,2.75,0.004,6.59,0.58,0.74,0.84,0.22,0.004,0.043,2.32,1.55,0.007,55.79,7.04,0.09,0.13,0.09,1
2362,0.08,0.01,3.38,0.006,1.8,0.53,1.05,1.26,0.03,0.003,0.079,8.69,1.8,0.004,42.43,1.67,0.01,0.12,0.09,1
2363,0.07,0.02,2.78,0.006,3.05,0.32,0.04,0.55,0.58,0.58,0.127,1.76,1.8,0.004,15.21,6.52,0.03,0.47,0.01,1
2364,0.06,0.02,2.73,0.004,2.17,0.21,1.97,1.36,0.37,0.001,0.06,14.49,1.27,0.004,56.76,0.87,0.03,0.27,0.05,1
2365,0.03,0.01,3.94,0.003,1.7,0.47,1.15,0.25,0.04,0.003,0.135,2.4,1.75,0.01,46.85,0.94,0.09,0.45,0.02,1
2366,0.13,0.01,3.65,0.008,2.95,0.47,0.54,0.79,0.89,0.89,0.07,14.66,1.95,0.005,41.04,0.97,0.06,0.4,0.08,1
2367,0.12,0.03,1.92,0.001,7.51,0.4,1.9,1.18,0.46,0.007,0.112,15.84,1.81,0.003,6.36,6.82,0.05,0.26,0.05,1
2368,0.08,0.02,3.4,0.003,0.73,0.47,1.32,0.65,0.95,0.95,0.148,9.15,1.1,0.0,40.62,0.88,0.0,0.29,0.09,1
2369,0.02,0.05,3.75,0.006,7.44,0.65,1.78,0.01,0.75,0.75,0.153,4.86,1.99,0.004,25.23,2.86,0.01,0.23,0.07,1
2370,0.06,0.04,0.79,0.007,6.3,0.31,1.91,0.96,0.14,0.002,0.132,16.05,1.09,0.01,49.72,5.19,0.02,0.0,0.02,1
2371,0.1,0.02,1.82,0.008,0.53,0.8,1.39,0.66,0.7,0.7,0.126,8.49,1.22,0.003,44.84,0.72,0.0,0.33,0.0,1
2372,0.04,0.04,2.4,0.008,6.37,0.89,0.24,0.83,0.8,0.8,0.194,8.16,1.36,0.006,9.33,0.54,0.1,0.13,0.05,1
2373,0.06,0.01,1.17,0.002,4.52,0.18,1.93,0.78,0.55,0.55,0.17,18.01,1.51,0.003,4.32,4.82,0.04,0.15,0.01,1
2374,0.24,0.001,0.79,0.009,4.99,0.67,1.99,0.08,0.1,0.008,0.172,16.74,1.98,0.001,16.21,0.01,0.08,0.02,0.02,0
2375,0.2,0.04,0.74,0.001,1.12,0.17,0.85,0.14,0.41,0.006,0.183,13.53,1.37,0.01,46.84,7.74,0.03,0.03,0.02,1
2376,0.39,0.01,2.72,0.002,4.41,0.18,1.06,1.08,0.15,0.001,0.189,6.67,1.79,0.007,30.24,0.86,0.1,0.41,0.0,1
2377,0.02,0.04,0.56,0.008,6.69,0.51,0.26,0.82,0.74,0.74,0.197,17.26,1.23,0.003,25.62,1.51,0.1,0.16,0.07,1
2378,0.18,0.05,2.91,0.006,5.66,0.01,0.98,0.33,0.49,0.007,0.062,4.91,1.18,0.004,43.27,0.06,0.03,0.36,0.03,1
2379,0.24,0.05,3.55,0.001,4.95,0.64,0.05,0.4,0.74,0.74,0.012,13.04,1.95,0.0,35.75,5.77,0.06,0.46,0.0,1
2380,0.35,0.01,1.17,0.001,6.17,0.11,1.41,1.08,0.38,0.002,0.15,0.69,1.88,0.003,51.54,6.69,0.04,0.06,0.04,1
2381,0.07,0.05,3.28,0.007,1.54,0.82,1.42,1.29,0.28,0.002,0.01,2.0,1.44,0.004,6.92,2.54,0.08,0.44,0.07,1
2382,0.35,0.04,0.14,0.001,4.34,0.69,1.71,1.35,0.85,0.85,0.1,12.71,1.21,0.005,11.04,3.63,0.01,0.48,0.09,1
2383,0.25,0.001,0.6,0.002,3.31,0.4,0.13,1.42,0.48,0.006,0.182,10.66,1.41,0.005,10.0,4.73,0.0,0.26,0.05,1
2384,0.06,0.03,0.59,0.002,2.2,0.29,0.99,0.31,0.01,0.007,0.19,10.63,1.28,0.003,5.87,3.41,0.04,0.09,0.04,1
2385,0.02,0.01,2.2,0.001,7.38,0.3,1.71,0.03,0.6,0.6,0.193,10.52,1.25,0.003,34.99,1.75,0.01,0.04,0.04,1
2386,0.05,0.03,3.2,0.006,6.25,0.88,1.23,1.48,0.57,0.57,0.106,6.4,1.03,0.005,48.88,7.71,0.09,0.09,0.04,1
2387,0.2,0.03,1.75,0.007,4.86,0.66,0.86,0.11,0.85,0.85,0.101,6.48,1.06,0.008,17.68,5.59,0.04,0.45,0.06,1
2388,0.05,0.04,0.31,0.004,4.78,0.04,0.65,0.2,0.45,0.005,0.013,16.7,1.55,0.003,43.22,3.1,0.01,0.01,0.01,0
2389,0.08,0.01,3.09,0.003,6.37,0.1,1.86,1.05,0.58,0.58,0.006,6.03,1.31,0.003,24.09,6.14,0.04,0.19,0.01,1
2390,0.02,0.04,1.91,0.008,1.94,0.51,0.63,1.03,0.18,0.004,0.031,9.84,1.63,0.003,42.69,5.86,0.05,0.07,0.08,1
2391,0.01,0.03,2.35,0.005,7.82,0.26,0.49,1.38,0.31,0.009,0.115,18.27,1.9,0.005,42.34,1.9,0.08,0.05,0.08,1
2392,0.06,0.03,3.01,0.001,4.16,0.36,0.31,0.74,0.55,0.55,0.093,7.85,1.78,0.009,32.15,7.43,0.09,0.09,0.05,1
2393,0.05,0.01,3.68,0.004,4.87,0.35,0.72,0.09,0.11,0.003,0.166,16.54,1.0,0.009,40.12,4.61,0.01,0.05,0.09,1
2394,0.05,0.04,3.22,0.009,1.1,0.65,0.13,1.04,0.26,0.001,0.157,11.21,1.49,0.002,39.65,0.94,0.09,0.08,0.0,1
2395,0.08,0.001,3.33,0.007,2.05,0.1,1.48,0.95,0.91,0.91,0.073,17.73,1.91,0.006,6.17,3.69,0.04,0.37,0.0,1
2396,0.07,0.03,3.65,0.003,5.81,0.26,0.47,1.02,0.4,0.0,0.02,18.95,1.73,0.007,53.85,2.13,0.07,0.28,0.08,1
2397,0.01,0.04,1.53,0.001,1.68,0.35,0.04,1.3,0.03,0.007,0.11,1.08,1.09,0.008,44.54,3.11,0.07,0.13,0.04,1
2398,0.03,0.04,3.72,0.005,1.75,0.33,1.66,1.08,0.32,0.001,0.017,14.37,1.45,0.001,0.4,2.74,0.03,0.14,0.08,1
2399,0.06,0.04,0.23,0.001,6.31,0.55,0.68,1.2,0.26,0.006,0.155,15.05,1.26,0.009,39.22,7.81,0.05,0.06,0.0,1
2400,0.09,0.01,0.12,0.007,5.23,0.3,1.95,0.99,0.05,0.009,0.156,18.78,1.27,0.006,6.97,7.6,0.01,0.12,0.02,1
2401,0.11,0.04,0.64,0.001,7.93,0.83,1.63,0.67,0.4,0.008,0.143,6.14,1.29,0.008,1.05,4.45,0.02,0.17,0.03,1
2402,0.21,0.04,0.73,0.006,3.09,0.37,1.33,1.08,0.44,0.005,0.093,3.98,1.8,0.001,9.67,6.81,0.02,0.31,0.01,1
2403,0.07,0.05,1.81,0.009,7.24,0.4,0.53,0.93,0.36,0.003,0.102,2.53,1.78,0.0,50.04,4.58,0.01,0.45,0.09,1
2404,0.09,0.02,1.63,0.008,1.41,0.46,0.62,0.88,0.25,0.002,0.167,9.14,1.5,0.008,36.36,3.46,0.1,0.23,0.04,1
2405,0.11,0.04,2.6,0.005,3.01,0.65,1.6,0.16,0.02,0.003,0.178,16.05,1.29,0.002,13.75,4.89,0.03,0.12,0.01,1
2406,0.01,0.02,3.63,0.003,6.9,0.32,0.13,0.3,0.2,0.003,0.05,16.42,1.8,0.005,15.52,1.94,0.01,0.41,0.0,1
2407,0.18,0.001,1.4,0.002,7.85,0.89,1.94,0.63,0.75,0.75,0.109,9.21,1.03,0.008,57.96,1.01,0.02,0.26,0.02,1
2408,0.03,0.04,3.08,0.003,3.15,0.37,0.51,1.49,0.24,0.003,0.02,3.74,1.6,0.008,5.72,5.55,0.04,0.08,0.07,1
2409,0.0,0.02,1.53,0.003,7.34,0.5,0.18,0.16,0.51,0.51,0.173,7.23,1.57,0.006,59.19,5.21,0.08,0.28,0.07,1
2410,0.1,0.04,2.76,0.006,6.06,0.46,0.14,0.75,0.51,0.51,0.093,4.2,1.88,0.009,12.48,4.54,0.07,0.38,0.08,1
2411,0.15,0.04,0.57,0.003,5.3,0.2,0.89,0.61,0.01,0.001,0.117,11.98,1.11,0.004,3.99,2.41,0.02,0.3,0.06,1
2412,0.09,0.02,1.21,0.009,4.33,0.71,0.08,1.44,0.34,0.004,0.172,0.88,1.9,0.01,29.35,6.66,0.05,0.45,0.08,1
2413,0.05,0.04,1.77,0.001,3.23,0.56,1.78,1.27,0.15,0.002,0.163,18.18,1.12,0.006,37.41,3.61,0.1,0.25,0.04,1
2414,0.03,0.04,0.02,0.001,0.26,0.7,1.32,0.76,0.23,0.004,0.128,14.66,1.42,0.002,10.01,5.87,0.05,0.3,0.02,1
2415,0.25,0.03,3.37,0.004,7.25,0.84,1.0,0.14,0.36,0.005,0.1,14.38,2.0,0.005,15.29,1.8,0.04,0.29,0.03,1
2416,0.14,0.01,1.81,0.002,4.62,0.61,0.87,1.14,0.79,0.79,0.102,4.87,1.53,0.006,47.83,4.25,0.1,0.27,0.03,1
2417,0.05,0.02,2.62,0.004,6.64,0.59,1.54,0.64,0.26,0.006,0.2,14.45,1.87,0.003,58.63,4.76,0.09,0.06,0.04,1
2418,0.03,0.03,1.79,0.005,5.98,0.7,1.92,1.36,0.94,0.94,0.128,7.67,1.54,0.008,24.13,0.85,0.07,0.36,0.03,1
2419,0.01,0.03,2.31,0.006,7.97,0.53,0.07,0.53,0.02,0.001,0.028,10.91,1.36,0.008,46.99,1.69,0.06,0.16,0.06,1
2420,0.08,0.04,0.12,0.006,3.67,0.29,0.98,0.27,0.2,0.005,0.012,8.32,1.02,0.004,24.98,0.74,0.07,0.45,0.08,1
2421,0.07,0.05,3.06,0.005,4.49,0.73,0.91,0.65,0.51,0.51,0.023,16.27,1.63,0.006,22.0,5.65,0.03,0.31,0.03,1
2422,0.11,0.03,1.69,0.001,1.19,0.02,0.39,0.33,0.83,0.83,0.079,15.17,1.58,0.004,26.22,4.18,0.08,0.18,0.08,1
2423,0.03,0.001,2.04,0.005,0.8,0.15,1.65,0.8,0.54,0.54,0.163,10.42,1.76,0.008,55.9,5.88,0.01,0.18,0.0,1
2424,0.08,0.01,3.88,0.001,3.66,0.85,0.77,0.81,0.2,0.007,0.148,6.19,1.75,0.008,14.24,1.92,0.03,0.45,0.02,1
2425,0.03,0.03,1.92,0.001,3.65,0.33,0.48,1.36,0.73,0.73,0.164,14.61,1.22,0.008,52.9,0.93,0.06,0.12,0.02,1
2426,0.09,0.02,2.35,0.002,7.17,0.5,1.04,0.63,0.09,0.007,0.179,7.76,1.46,0.001,8.62,0.51,0.04,0.08,0.09,1
2427,0.06,0.03,1.52,0.007,0.48,0.32,1.37,1.46,0.59,0.59,0.141,18.98,1.75,0.01,50.02,7.79,0.02,0.16,0.08,1
2428,0.1,0.05,2.42,0.005,2.2,0.3,0.27,0.61,0.65,0.65,0.137,7.77,1.94,0.0,12.93,0.41,0.02,0.2,0.06,1
2429,0.23,0.04,2.06,0.007,6.12,0.65,1.05,0.96,0.32,0.008,0.049,1.61,1.7,0.001,10.44,1.86,0.01,0.07,0.05,1
2430,0.04,0.03,3.09,0.006,4.37,0.2,0.05,0.03,0.24,0.002,0.011,6.75,1.38,0.001,55.07,0.55,0.04,0.12,0.07,1
2431,0.02,0.03,2.52,0.001,4.91,0.66,1.5,0.68,0.8,0.8,0.193,10.2,1.72,0.006,11.36,7.67,0.1,0.39,0.04,1
2432,0.1,0.001,0.57,0.008,5.38,0.2,0.78,1.5,0.36,0.0,0.004,7.24,1.86,0.002,27.25,7.77,0.09,0.42,0.02,1
2433,0.08,0.01,3.27,0.002,7.83,0.16,0.58,1.07,0.52,0.52,0.103,15.72,1.89,0.005,21.94,6.38,0.01,0.27,0.0,1
2434,0.0,0.02,1.33,0.008,6.44,0.45,0.56,0.8,0.29,0.001,0.186,2.84,1.37,0.0,29.98,7.36,0.08,0.09,0.08,1
2435,0.06,0.02,1.79,0.001,5.56,0.16,0.36,0.55,0.03,0.005,0.19,0.15,1.86,0.007,51.19,3.71,0.06,0.13,0.04,1
2436,0.02,0.02,3.51,0.003,5.61,0.58,0.77,0.79,0.37,0.001,0.147,0.83,1.92,0.006,28.58,0.09,0.02,0.37,0.06,1
2437,0.2,0.01,1.09,0.001,2.59,0.73,1.45,0.65,0.57,0.57,0.19,7.01,1.81,0.009,39.12,0.43,0.03,0.39,0.09,1
2438,0.15,0.01,3.47,0.005,2.99,0.72,0.17,0.59,0.4,0.008,0.153,11.37,1.44,0.008,9.33,1.3,0.05,0.27,0.07,1
2439,0.38,0.04,1.05,0.001,1.64,0.04,0.02,0.47,0.28,0.005,0.141,6.15,1.78,0.007,41.93,3.5,0.01,0.47,0.09,1
2440,0.08,0.02,3.01,0.007,5.42,0.58,1.25,0.51,0.69,0.69,0.111,15.27,1.27,0.001,16.55,2.83,0.03,0.22,0.03,1
2441,0.07,0.01,1.02,0.008,7.35,0.52,1.83,0.77,0.67,0.67,0.089,11.26,1.14,0.001,35.65,4.3,0.1,0.16,0.07,1
2442,0.09,0.01,0.19,0.005,4.86,0.35,1.98,0.99,0.41,0.0,0.099,10.2,1.69,0.001,5.91,4.49,0.06,0.18,0.08,1
2443,0.09,0.001,0.96,0.005,2.55,0.88,1.48,0.91,0.74,0.74,0.074,18.42,1.68,0.007,40.92,2.99,0.05,0.13,0.03,1
2444,0.04,0.04,0.29,0.008,0.63,0.36,0.06,1.03,0.44,0.007,0.142,1.69,1.52,0.002,3.23,1.15,0.09,0.42,0.02,1
2445,0.08,0.001,3.72,0.001,5.17,0.37,1.64,1.39,0.3,0.005,0.156,15.69,1.22,0.003,16.85,0.67,0.03,0.21,0.06,1
2446,0.08,0.02,1.87,0.003,0.45,0.57,0.75,1.25,0.28,0.002,0.083,15.32,1.01,0.005,13.3,4.32,0.05,0.29,0.04,1
2447,0.11,0.001,2.26,0.007,4.08,0.82,0.81,1.27,0.53,0.53,0.057,17.18,1.35,0.005,9.72,0.23,0.07,0.42,0.01,1
2448,0.06,0.001,0.79,0.005,4.81,0.67,1.67,0.02,0.1,0.007,0.028,14.08,1.72,0.009,25.89,6.21,0.06,0.21,0.03,1
2449,0.17,0.01,0.42,0.002,0.17,0.5,0.44,0.67,0.59,0.59,0.042,15.34,1.68,0.006,1.22,3.61,0.05,0.05,0.02,0
2450,0.01,0.05,3.92,0.001,4.18,0.12,0.48,1.48,0.06,0.001,0.117,3.19,1.39,0.004,42.49,7.07,0.06,0.38,0.09,1
2451,0.17,0.01,2.8,0.007,4.9,0.82,1.76,0.33,0.17,0.0,0.126,4.57,1.6,0.008,47.65,3.18,0.05,0.12,0.08,1
2452,0.23,0.01,2.96,0.006,0.59,0.27,1.73,0.06,0.42,0.003,0.064,15.42,1.99,0.004,35.48,7.88,0.06,0.05,0.01,1
2453,0.15,0.05,0.54,0.001,6.1,0.7,0.98,0.79,0.72,0.72,0.115,1.22,1.15,0.002,7.63,3.03,0.05,0.29,0.07,1
2454,0.08,0.02,3.91,0.001,1.77,0.34,0.04,0.61,0.21,0.001,0.089,9.19,1.07,0.004,38.32,3.97,0.04,0.32,0.06,1
2455,0.04,0.001,3.09,0.003,7.0,0.57,1.38,0.13,0.36,0.002,0.117,18.84,1.2,0.001,44.79,1.11,0.08,0.37,0.01,1
2456,0.01,0.01,2.17,0.006,6.42,0.33,0.16,1.01,0.76,0.76,0.168,17.85,1.01,0.009,3.17,5.31,0.07,0.32,0.0,1
2457,0.11,0.03,2.83,0.001,0.88,0.73,1.49,1.45,0.42,0.009,0.159,2.7,1.24,0.001,29.85,5.52,0.04,0.39,0.0,1
2458,0.39,0.04,3.72,0.002,4.27,0.52,0.96,1.45,0.44,0.007,0.039,0.55,1.98,0.005,4.27,6.49,0.06,0.33,0.03,1
2459,0.18,0.05,1.74,0.005,6.95,0.85,0.99,0.87,0.39,0.002,0.17,4.94,1.66,0.001,16.75,5.35,0.03,0.42,0.07,1
2460,0.26,0.02,0.64,0.009,1.41,0.01,1.19,0.26,0.72,0.72,0.034,17.27,1.6,0.004,54.78,2.06,0.04,0.07,0.06,1
2461,0.1,0.03,0.54,0.007,3.99,0.19,0.28,1.16,0.85,0.85,0.005,10.61,1.2,0.005,33.56,1.46,0.09,0.23,0.08,1
2462,0.01,0.03,1.85,0.002,7.96,0.2,0.75,0.34,0.98,0.98,0.104,16.47,1.91,0.009,8.75,0.67,0.06,0.18,0.08,1
2463,0.06,0.03,1.36,0.003,2.38,0.01,0.93,1.44,0.53,0.53,0.199,12.84,1.25,0.01,47.83,2.74,0.03,0.24,0.05,1
2464,0.06,0.03,0.59,0.009,2.83,0.09,0.77,1.23,0.79,0.79,0.112,10.9,1.35,0.008,26.42,1.91,0.02,0.04,0.04,1
2465,0.05,0.03,1.03,0.005,2.46,0.24,0.31,1.1,0.06,0.005,0.072,3.36,1.74,0.008,4.51,7.32,0.02,0.12,0.09,1
2466,0.15,0.02,0.41,0.007,7.78,0.61,1.95,1.29,0.05,0.002,0.088,16.67,1.11,0.004,23.26,6.74,0.09,0.06,0.05,1
2467,0.03,0.02,3.32,0.001,6.53,0.9,0.8,0.63,0.48,0.007,0.112,9.87,1.43,0.001,44.08,2.24,0.03,0.3,0.05,1
2468,0.15,0.01,2.49,0.005,2.16,0.8,1.88,1.34,0.28,0.003,0.116,3.27,1.76,0.009,20.86,1.25,0.08,0.27,0.06,1
2469,0.01,0.001,1.34,0.002,2.83,0.48,0.42,1.2,0.36,0.008,0.056,7.05,1.34,0.006,36.49,3.92,0.06,0.1,0.02,0
2470,0.05,0.03,3.74,0.007,7.57,0.15,0.96,1.41,0.99,0.99,0.13,11.43,1.33,0.001,37.78,4.74,0.01,0.03,0.03,0
2471,0.23,0.01,3.62,0.003,3.54,0.45,0.91,1.26,0.74,0.74,0.16,15.37,1.08,0.004,38.53,1.56,0.01,0.16,0.08,1
2472,0.04,0.001,0.35,0.008,1.39,0.3,0.79,0.37,0.35,0.004,0.118,17.14,1.48,0.006,33.29,5.38,0.09,0.15,0.03,1
2473,0.05,0.02,0.25,0.004,4.57,0.51,0.01,1.1,0.89,0.89,0.142,17.18,1.31,0.006,11.39,1.36,0.0,0.41,0.08,1
2474,0.09,0.03,2.55,0.007,3.15,0.76,0.84,0.04,0.13,0.002,0.123,2.06,1.84,0.003,36.32,1.2,0.07,0.33,0.06,1
2475,0.02,0.001,0.02,0.004,4.71,0.19,1.3,0.95,1.0,1.0,0.133,17.98,1.87,0.008,15.73,3.83,0.0,0.49,0.09,1
2476,0.09,0.05,3.51,0.006,6.48,0.49,0.25,0.41,0.72,0.72,0.158,17.1,1.11,0.005,5.74,3.58,0.03,0.49,0.04,1
2477,0.3,0.03,3.14,0.002,2.73,0.39,1.26,0.13,0.93,0.93,0.165,4.0,1.01,0.0,38.53,0.16,0.07,0.27,0.01,1
2478,0.21,0.01,2.39,0.001,0.06,0.46,1.56,1.15,0.07,0.001,0.044,12.52,1.37,0.004,19.53,5.15,0.04,0.48,0.03,1
2479,0.0,0.02,2.4,0.002,4.26,0.89,0.19,0.29,0.29,0.0,0.099,11.95,1.25,0.004,56.24,4.06,0.06,0.3,0.07,1
2480,0.07,0.001,3.14,0.008,4.36,0.84,0.4,0.71,0.2,0.008,0.022,3.1,1.96,0.009,33.11,1.12,0.09,0.45,0.02,1
2481,0.05,0.001,0.48,0.001,2.03,0.23,1.37,1.39,0.27,0.002,0.108,4.13,1.9,0.002,46.79,2.56,0.01,0.36,0.04,1
2482,0.26,0.05,0.73,0.001,5.45,0.7,0.3,0.14,0.57,0.57,0.044,5.51,1.43,0.0,48.33,5.76,0.06,0.1,0.07,1
2483,0.14,0.04,3.82,0.008,1.58,0.86,1.29,0.13,0.43,0.008,0.169,9.33,1.86,0.006,38.15,6.23,0.08,0.25,0.01,1
2484,0.17,0.04,0.72,0.002,6.24,0.41,0.89,0.7,0.07,0.008,0.122,18.06,1.52,0.002,37.72,7.53,0.05,0.15,0.05,1
2485,0.06,0.01,1.1,0.002,2.77,0.09,1.16,1.32,0.1,0.005,0.188,11.23,1.08,0.006,42.47,5.58,0.0,0.33,0.07,1
2486,0.09,0.04,2.24,0.008,3.93,0.69,1.08,1.18,0.55,0.55,0.105,3.18,1.06,0.006,49.97,4.88,0.08,0.29,0.06,1
2487,0.1,0.04,0.23,0.008,4.77,0.74,0.15,0.19,0.76,0.76,0.036,3.81,1.21,0.008,55.9,3.65,0.03,0.38,0.08,1
2488,0.17,0.03,0.96,0.005,7.79,0.65,1.23,0.84,0.33,0.005,0.063,10.96,1.39,0.001,3.43,2.39,0.05,0.26,0.05,1
2489,0.28,0.001,2.58,0.008,1.43,0.35,1.69,1.32,0.99,0.99,0.063,16.95,1.17,0.003,27.25,2.39,0.07,0.25,0.0,1
2490,0.02,0.03,3.01,0.001,1.73,0.64,0.36,0.64,0.69,0.69,0.005,1.16,1.56,0.001,31.08,1.45,0.07,0.32,0.05,1
2491,0.07,0.01,3.19,0.005,6.89,0.41,0.09,0.71,0.84,0.84,0.115,8.6,1.74,0.004,16.31,2.21,0.08,0.19,0.01,1
2492,0.07,0.02,3.58,0.002,0.81,0.83,0.3,1.24,0.51,0.51,0.098,10.9,1.2,0.003,18.64,1.32,0.04,0.02,0.05,1
2493,0.07,0.03,2.07,0.005,6.93,0.41,0.05,0.1,0.42,0.0,0.165,10.82,1.59,0.006,23.22,3.48,0.07,0.23,0.09,1
2494,0.09,0.03,2.7,0.004,6.27,0.23,1.27,0.21,0.67,0.67,0.092,5.21,1.24,0.01,38.04,4.5,0.08,0.25,0.09,1
2495,0.27,0.04,2.04,0.006,5.85,0.75,1.44,0.58,0.21,0.006,0.066,0.6,1.27,0.003,26.57,3.28,0.05,0.15,0.02,1
2496,0.04,0.04,0.86,0.001,5.14,0.61,0.16,0.23,0.44,0.007,0.093,7.08,1.66,0.004,3.3,7.53,0.05,0.06,0.05,1
2497,0.21,0.03,3.4,0.002,6.71,0.48,1.13,1.43,0.63,0.63,0.152,6.66,1.15,0.005,1.87,5.59,0.05,0.08,0.05,1
2498,0.1,0.03,4.0,0.006,1.3,0.79,1.82,0.44,0.14,0.001,0.022,14.61,1.76,0.007,31.63,1.54,0.03,0.2,0.06,1
2499,0.39,0.03,3.04,0.007,1.78,0.48,0.75,0.09,0.84,0.84,0.183,11.36,1.98,0.001,31.24,3.6,0.03,0.42,0.05,1
2500,0.22,0.001,3.74,0.005,5.24,0.61,1.33,0.18,0.81,0.81,0.041,15.78,1.81,0.01,14.78,1.29,0.0,0.44,0.07,1
2501,0.4,0.04,0.51,0.001,5.89,0.73,0.87,0.29,0.58,0.58,0.195,8.27,1.9,0.007,20.9,7.52,0.06,0.26,0.02,1
