,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,target
2420,111,0,0,0,0,1,0,0,0,1,3,0,11.808,7,0,38.85,38.85,0
2421,600,13,13,0,0,1,1,0,0,1,3,0,18.992,24,0,11.01,11.01,0
2422,649,9,9,0,0,0,1,1,0,2,2,1,11.712,15,0,12.95,12.95,1
2423,103,4,4,0,0,1,1,0,0,1,3,0,0.088,24,0,25.9,25.9,0
2424,648,8,8,0,0,1,1,1,0,2,3,1,-43.472,17,0,12.95,12.95,0
2425,308,17,17,0,0,1,1,0,0,1,3,1,49.568,9,0,31.08,31.08,0
2426,602,16,16,0,0,0,0,0,0,1,3,0,-49.664,27,0,12.95,12.95,0
2427,625,11,11,0,0,1,0,0,0,1,3,0,32.432,11,0,38.85,38.85,0
2428,685,20,20,0,0,1,1,1,0,1,3,1,24.12,9,9,38.85,38.85,0
2429,308,9,9,0,0,0,0,0,0,1,3,0,14.064,18,3,12.95,12.95,0
2430,649,12,12,0,0,1,1,1,0,5,2,0,-39.12,27,0,12.95,12.95,0
2431,430,10,10,0,0,1,1,1,0,2,2,0,2.448,20,1,12.95,12.95,0
2432,614,13,13,0,0,0,1,0,0,1,0,0,17.456,24,0,12.95,12.95,0
2433,430,0,0,1,0,1,0,1,0,1,3,1,-33.0,9,9,10.36,10.36,0
2434,667,14,14,0,0,1,1,0,0,3,2,0,-0.08,12,6,20.72,20.72,0
2435,600,22,22,1,0,0,1,1,0,1,3,0,28.952,10,3,49.95,49.95,0
2436,655,12,12,0,0,0,1,0,0,1,2,1,-96.096,21,0,12.95,12.95,0
2437,685,17,17,0,0,0,1,1,0,1,3,0,23.504,17,0,25.9,25.9,0
2438,109,11,11,1,0,1,1,1,0,1,3,0,1.936,11,0,20.72,20.72,0
2439,166,16,16,1,0,1,0,0,0,1,3,0,20.856,8,2,12.95,12.95,0
2440,600,10,10,0,0,0,1,1,0,1,3,0,17.936,27,0,38.85,38.85,0
2441,625,12,12,0,0,1,0,0,0,1,3,1,21.936,12,0,12.95,12.95,0
2442,112,5,5,0,0,1,1,1,0,1,3,1,-45.456,15,0,49.95,49.95,0
2443,369,19,19,0,0,0,1,0,0,1,0,1,24.384,16,3,38.85,38.85,0
2444,110,13,13,0,0,0,1,1,0,2,2,1,-45.888,17,1,12.95,12.95,0
2445,398,19,19,0,0,0,1,1,0,2,3,0,15.216,16,0,49.95,49.95,0
2446,688,8,8,0,0,1,1,1,0,1,3,1,21.232,6,2,38.85,38.85,0
2447,685,19,19,0,0,1,0,0,1,1,4,0,-6.272,8,2,38.85,38.85,0
2448,650,15,15,0,0,0,0,0,0,1,3,0,-26.632,9,0,11.01,11.01,0
2449,647,15,15,0,0,0,1,1,0,3,3,1,47.544,31,0,38.85,38.85,0
2450,112,21,22,0,0,1,1,1,0,1,3,0,16.792,6,2,38.85,38.85,0
2451,685,19,19,0,0,1,0,1,0,2,1,0,30.896,10,0,10.36,10.36,0
2452,675,19,19,0,0,1,1,0,0,1,3,0,14.328,9,0,31.08,31.08,0
2453,115,16,16,1,0,0,0,1,1,2,4,1,-51.616,9,9,34.95,34.95,0
2454,128,0,0,0,0,1,0,1,0,2,2,0,9.896,8,3,12.95,12.95,0
2455,685,10,10,1,0,0,1,0,0,1,3,1,-20.528,8,0,38.85,38.85,0
2456,648,14,14,0,0,0,1,0,0,1,3,1,18.04,24,0,49.95,49.95,1
2457,112,22,22,0,0,1,1,0,0,1,0,0,18.016,9,9,12.95,12.95,0
2458,685,12,12,0,0,1,0,0,1,2,3,1,9.968,9,9,38.85,38.85,0
2459,614,12,12,0,0,0,0,0,0,1,0,0,-8.04,16,2,38.85,38.85,0
2460,625,15,15,0,0,0,1,0,0,2,3,0,-64.616,22,0,49.95,49.95,0
2461,118,13,13,0,0,1,0,0,0,2,2,1,-36.408,7,0,12.95,12.95,0
2462,685,17,17,0,0,0,0,1,0,1,3,0,9.896,22,1,38.85,38.85,0
2463,428,12,12,0,0,0,0,0,0,1,3,0,53.424,19,0,12.95,12.95,0
2464,685,9,9,0,0,0,0,0,0,2,3,1,36.784,24,0,12.95,12.95,0
2465,125,20,20,0,0,1,1,1,0,1,3,1,-3.304,24,0,38.85,38.85,0
2466,672,13,13,0,0,0,0,0,0,1,2,0,20.024,21,2,36.26,36.26,0
2467,128,17,17,0,0,1,0,0,0,1,3,0,-11.224,9,9,31.08,31.08,0
2468,116,22,22,0,0,0,0,0,0,1,3,1,-19.32,21,4,38.85,38.85,0
2469,675,0,0,0,0,1,0,0,0,1,3,1,-5.872,8,0,12.95,12.95,0
2470,356,0,0,0,0,1,1,0,0,1,2,0,40.952,16,5,12.95,12.95,0
2471,693,12,12,0,0,0,1,1,0,1,0,1,33.264,24,0,12.95,12.95,0
2472,166,20,20,0,0,0,1,1,0,1,3,0,4.0,9,4,38.85,38.85,0
2473,675,16,16,0,0,1,0,0,0,2,3,0,21.0,11,1,38.85,38.85,0
2474,430,21,21,0,0,0,0,1,0,1,3,0,37.728,15,0,31.08,31.08,0
2475,685,12,12,0,0,1,1,1,0,2,2,1,-57.712,12,2,12.95,12.95,0
2476,600,18,18,0,0,1,1,1,0,3,3,1,20.96,9,0,12.95,12.95,0
2477,655,17,17,1,0,0,0,0,0,1,0,0,12.56,24,0,38.85,38.85,0
2478,601,15,15,0,0,1,0,0,0,1,3,0,-0.088,25,0,12.95,12.95,0
2479,602,11,11,0,0,1,0,0,0,1,0,0,9.264,10,0,12.95,12.95,0
2480,122,13,13,0,0,0,1,1,0,1,2,0,-29.392,17,0,38.85,38.85,0
2481,685,5,5,0,0,1,0,0,0,1,2,0,6.632,9,4,38.85,38.85,0
2482,127,12,12,0,0,1,0,0,0,3,3,0,7.872,13,0,10.36,10.36,0
2483,693,14,14,0,0,1,1,1,0,1,3,1,7.656,24,0,38.85,38.85,0
2484,601,14,14,0,0,1,0,0,0,1,2,0,-27.264,9,9,12.95,12.95,0
2485,127,9,9,0,0,1,1,1,0,1,3,0,3.36,8,1,11.01,11.01,0
2486,166,13,13,0,0,1,0,0,0,1,3,1,-26.92,9,4,11.01,11.01,1
2487,118,9,9,0,0,0,1,1,0,1,2,0,-53.328,19,0,38.85,38.85,0
2488,685,12,12,0,0,1,1,0,0,1,3,1,29.776,18,1,20.72,20.72,0
2489,109,10,10,0,0,1,0,0,0,3,3,0,-16.056,10,0,12.95,12.95,0
2490,166,15,15,0,0,1,0,0,0,1,3,0,12.48,22,0,11.01,11.01,0
2491,120,20,20,0,0,1,1,1,0,2,3,0,-9.552,21,0,59.4,59.4,0
2492,614,8,8,0,0,1,1,1,0,1,3,0,26.44,13,0,12.95,12.95,0
2493,614,13,13,0,0,1,0,0,0,1,3,1,3.512,9,0,10.36,10.36,0
2494,647,16,16,0,0,0,1,0,0,2,3,0,-31.032,18,0,12.95,12.95,0
2495,685,18,18,0,0,0,1,0,0,1,2,1,14.032,7,0,25.9,25.9,0
2496,108,19,19,0,0,0,1,1,0,1,3,1,-68.376,18,0,12.95,12.95,0
2497,102,17,17,0,0,1,1,1,0,2,3,1,-14.472,8,0,10.36,10.36,0
2498,113,21,21,0,0,1,0,0,0,1,3,1,-19.256,12,2,12.95,12.95,0
2499,369,13,13,0,0,1,1,1,1,2,3,1,-51.024,9,9,38.85,38.85,0
2500,385,15,15,0,0,0,1,1,0,1,3,1,-21.176,21,0,38.85,38.85,0
2501,602,18,18,0,0,0,1,0,0,1,2,0,15.592,21,6,38.85,38.85,0
2502,685,14,14,0,0,0,1,1,0,977,4,1,29.576,15,0,0.0,0.0,0
2503,675,0,0,0,0,0,1,1,0,1,3,0,-3.392,17,0,38.85,38.85,0
2504,649,9,9,0,0,1,0,0,0,1,2,0,32.664,6,0,25.9,25.9,0
2505,614,18,18,0,0,1,1,1,0,1,3,0,18.72,8,2,38.85,38.85,0
2506,166,13,13,0,0,0,1,1,0,1,3,0,33.48,18,0,38.85,38.85,0
2507,602,19,19,1,0,0,1,1,0,1,3,1,43.136,27,0,38.85,38.85,0
2508,166,13,13,0,0,1,0,0,0,1,2,0,28.2,6,0,12.95,12.95,0
2509,644,20,20,0,0,0,0,0,0,1,3,1,-4.696,25,0,38.85,38.85,0
2510,116,15,15,0,0,0,0,0,0,1,3,0,9.104,16,3,38.85,38.85,0
2511,602,12,12,1,0,1,0,0,0,1,3,0,-11.896,11,0,49.95,49.95,0
2512,655,6,6,0,0,0,1,0,0,1,1,1,-68.336,17,0,38.85,38.85,0
2513,614,14,14,0,0,1,1,0,0,1,3,0,38.72,12,0,12.95,12.95,0
2514,121,13,13,0,0,0,1,1,0,1,3,0,-36.888,23,0,38.85,38.85,0
2515,614,15,15,0,0,1,1,0,0,1,3,0,8.664,10,0,12.95,12.95,0
2516,672,22,22,0,0,0,1,1,0,2,3,0,19.392,20,2,12.95,12.95,0
2517,166,15,15,0,0,1,1,0,0,2,2,0,-26.128,8,0,12.95,12.95,0
2518,122,13,13,0,0,1,1,1,0,2,2,0,8.448,6,6,12.95,12.95,0
2519,685,15,15,0,0,0,0,0,0,1,2,1,-8.848,24,0,12.95,12.95,0
2520,308,15,15,0,0,1,0,0,0,1,3,0,-9.04,28,0,12.95,12.95,0
2521,648,7,7,0,0,1,0,0,0,2,4,0,-20.56,9,0,0.0,0.0,0
2522,356,9,9,1,0,1,0,0,0,1,2,1,-67.272,9,4,12.95,12.95,0
2523,420,16,16,0,0,1,1,1,0,3,2,0,23.8,22,1,12.95,12.95,0
2524,106,14,14,0,0,0,1,1,0,1,3,1,-2.88,26,1,49.95,49.95,0
2525,398,17,17,0,0,0,0,0,0,1,2,1,25.928,19,1,12.95,12.95,0
2526,308,16,16,0,0,0,0,1,0,5,3,1,-35.488,10,0,12.95,12.95,0
2527,452,10,10,0,0,1,1,1,0,1,3,1,23.784,23,5,25.9,25.9,0
2528,601,21,21,0,1,0,1,0,0,1,3,0,-16.264,16,3,38.85,38.85,0
2529,362,16,16,0,0,1,1,1,0,3,3,1,19.376,6,0,12.95,12.95,0
2530,124,11,11,0,0,1,0,1,0,1,2,0,1.856,7,0,10.36,10.36,0
2531,649,20,20,0,0,0,0,0,0,1,2,0,41.296,24,1,38.85,38.85,0
2532,625,11,11,0,0,1,1,1,0,1,3,1,30.48,9,9,12.95,12.95,0
2533,685,11,12,0,0,0,0,1,0,2,3,1,-26.984,11,2,38.85,38.85,0
2534,362,11,11,0,0,0,1,1,0,1,3,1,-19.952,24,0,38.85,38.85,0
2535,655,9,9,1,0,1,1,1,0,1,2,0,-40.416,10,1,10.36,10.36,0
2536,655,8,8,0,0,0,0,1,0,1,3,1,23.344,20,2,38.85,38.85,0
2537,113,19,19,1,0,1,1,1,0,1,0,1,-13.792,31,0,11.01,11.01,0
2538,614,13,14,0,1,0,1,1,0,20,4,0,-19.296,9,3,0.0,0.0,0
2539,685,23,23,0,0,0,0,0,0,1,3,0,19.928,19,0,12.95,12.95,0
2540,124,13,13,0,0,0,0,0,0,1,1,0,24.512,7,2,31.08,31.08,0
2541,166,0,0,0,0,1,1,1,0,1,3,0,34.544,7,2,12.95,12.95,0
2542,655,11,11,0,0,0,1,0,0,3,3,0,-34.216,6,0,12.95,12.95,0
2543,675,21,21,0,0,0,0,0,0,1,3,0,25.864,21,0,49.95,49.95,0
2544,121,12,12,0,0,1,1,1,0,2,3,0,-10.048,6,0,38.85,38.85,0
2545,166,12,12,0,0,1,1,0,0,2,0,1,21.184,7,0,11.01,11.01,0
2546,625,18,18,0,0,1,0,0,0,1,3,0,-7.176,12,1,10.36,10.36,0
2547,114,0,0,0,0,1,1,1,0,1,3,0,41.08,17,2,38.85,38.85,0
2548,685,14,14,0,0,1,1,0,0,1,3,0,-19.096,9,0,38.85,38.85,0
2549,614,22,22,0,0,1,0,0,0,1,3,1,40.88,15,0,10.36,10.36,0
2550,450,23,23,0,0,1,1,0,0,1,3,0,30.12,7,3,12.95,12.95,0
2551,685,17,17,0,0,0,1,0,0,1,0,0,27.736,18,0,25.9,25.9,0
2552,103,15,15,0,0,1,0,0,0,1,0,0,3.168,10,3,38.85,38.85,0
2553,685,14,14,0,0,0,0,0,0,1,2,1,-60.808,20,2,38.85,38.85,0
2554,655,10,10,0,0,0,1,1,0,1,2,1,51.112,20,0,12.95,12.95,0
2555,614,8,8,0,0,1,1,0,0,1,4,0,9.784,7,0,12.95,12.95,0
2556,655,15,15,0,0,1,0,0,0,1,4,1,-5.08,9,0,89.95,89.95,0
2557,308,18,18,0,0,0,1,0,0,1,2,1,-20.072,19,5,38.85,38.85,0
2558,166,21,21,0,0,0,0,0,0,1,2,1,33.664,15,0,12.95,12.95,0
2559,602,9,9,0,0,1,0,0,0,1,3,0,-38.8,6,0,12.95,12.95,0
2560,166,7,7,0,0,1,1,0,0,3,3,0,-9.632,10,0,31.08,31.08,0
2561,117,10,10,0,0,1,0,0,0,1,3,1,14.856,16,0,49.95,49.95,0
2562,634,16,16,0,0,0,1,0,0,1,3,1,32.736,30,0,12.95,12.95,0
2563,675,18,18,0,0,1,1,1,0,1,3,0,12.984,9,9,12.95,12.95,0
2564,655,10,10,0,0,0,0,0,0,2,3,1,-12.248,16,0,12.95,12.95,0
2565,356,2,2,0,0,1,0,1,0,1,3,0,30.984,10,3,12.95,12.95,0
2566,648,9,9,0,0,0,0,0,0,1,2,1,26.496,26,0,12.95,12.95,0
2567,122,3,3,1,0,1,1,0,0,1,3,0,51.52,10,0,12.95,12.95,0
2568,112,14,14,0,0,0,0,0,0,1,2,0,-4.648,22,0,49.95,49.95,0
2569,101,21,21,0,0,0,1,1,0,1,3,0,46.28,23,0,38.85,38.85,0
2570,112,11,11,0,0,0,1,1,0,1,2,0,55.248,24,0,38.85,38.85,0
2571,675,16,16,0,0,1,1,0,0,1,3,0,14.328,9,0,10.36,10.36,0
2572,107,11,11,0,0,0,0,0,0,1,3,1,-37.936,18,0,39.96,39.96,0
2573,655,15,15,1,0,0,1,0,0,1,0,1,15.328,8,3,10.36,10.36,0
2574,685,20,20,0,0,0,0,0,0,1,3,0,-9.352,18,6,12.95,12.95,0
2575,685,20,20,0,0,1,0,0,0,1,2,0,27.824,8,0,38.85,38.85,0
2576,601,14,14,0,0,0,0,0,0,1,3,0,-25.224,26,0,38.85,38.85,0
2577,602,8,8,0,0,1,1,1,0,3,0,0,52.448,9,3,10.36,10.36,0
2578,685,15,15,0,0,1,1,1,0,2,3,1,25.52,14,0,12.95,12.95,0
2579,127,10,10,0,0,1,0,0,0,1,0,1,12.928,10,0,49.95,49.95,0
2580,106,12,12,1,0,0,0,0,0,1,2,0,7.272,24,0,38.85,38.85,0
2581,115,13,13,0,0,1,0,0,0,1,2,1,-2.104,11,0,10.36,10.36,0
2582,308,10,10,0,1,1,0,1,0,1,2,0,12.792,10,0,31.08,31.08,0
2583,106,9,9,0,0,1,1,1,0,1,3,0,18.224,9,9,10.36,10.36,0
2584,667,11,11,0,0,1,1,1,0,2,2,0,-24.704,8,0,12.95,12.95,0
2585,630,16,16,0,1,1,0,0,1,1,3,1,37.536,9,9,38.85,38.85,0
2586,101,17,17,0,0,0,0,0,0,1,3,1,12.472,18,4,38.85,38.85,0
2587,166,13,13,0,0,1,0,0,0,1,3,1,3.32,9,9,12.95,12.95,0
2588,108,10,10,0,0,1,0,0,0,1,0,0,5.208,8,2,12.95,12.95,0
2589,101,15,15,0,0,1,0,0,0,3,3,0,29.36,9,0,12.95,12.95,0
2590,669,13,13,1,0,1,0,0,0,3,3,0,28.568,9,9,10.36,10.36,0
2591,655,9,9,0,0,1,1,1,0,1,3,0,-36.848,9,9,11.01,11.01,0
2592,634,18,18,0,0,0,1,1,0,1,3,0,-54.272,19,0,38.85,38.85,0
2593,649,15,15,0,0,1,0,1,0,1,3,0,33.752,16,1,12.95,12.95,0
2594,649,15,15,0,0,1,0,0,1,3,2,1,-2.464,9,9,12.95,12.95,1
2595,124,15,15,0,0,1,1,1,0,1,0,1,-27.88,12,0,38.85,38.85,0
2596,693,10,10,0,0,1,1,1,0,1,3,0,11.12,7,0,11.01,11.01,0
2597,308,19,19,0,0,0,0,0,0,1,1,0,-43.016,16,4,12.95,12.95,0
2598,614,7,7,0,0,1,1,1,0,1,2,1,1.784,19,4,38.85,38.85,0
2599,398,12,12,0,0,0,1,0,0,1,3,0,-15.336,18,2,38.85,38.85,0
2600,672,21,21,1,0,0,1,0,0,1,2,1,24.664,8,0,49.95,49.95,0
2601,685,13,13,0,0,1,1,1,0,1,3,0,29.76,7,0,38.85,38.85,0
2602,672,15,15,0,0,0,1,1,0,1,3,0,22.136,27,0,10.36,10.36,0
2603,625,7,7,0,0,1,1,1,1,3,3,0,0.24,6,0,10.36,10.36,0
2604,308,21,21,0,0,0,1,0,0,1,0,1,-45.792,21,0,31.08,31.08,0
2605,685,16,17,0,0,0,0,0,0,1,3,0,-85.576,24,0,38.85,38.85,0
2606,672,13,13,0,0,1,1,1,0,1,2,1,38.424,7,0,25.9,25.9,0
2607,109,23,23,1,0,1,0,0,0,1,3,0,37.536,20,0,12.95,12.95,0
2608,127,16,16,0,0,1,0,0,0,1,3,0,8.376,18,0,20.72,20.72,0
2609,101,9,9,0,0,0,0,1,0,1,3,0,40.544,19,0,12.95,12.95,0
2610,102,11,11,0,0,1,0,0,0,1,3,0,7.288,10,0,38.85,38.85,0
2611,693,20,20,0,0,0,1,1,0,1,3,1,54.28,18,0,12.95,12.95,0
2612,655,15,15,0,0,1,0,0,0,1,2,1,34.896,15,4,25.9,25.9,0
2613,634,21,21,0,0,0,1,1,0,1,2,1,18.0,27,0,38.85,38.85,0
2614,647,14,14,1,0,1,1,1,0,1,2,0,45.24,20,3,25.9,25.9,0
2615,104,14,14,0,0,1,1,1,0,1,3,0,-62.48,7,0,20.72,20.72,0
2616,644,21,21,0,0,0,0,0,0,1,3,1,52.896,15,0,12.95,12.95,0
2617,362,9,9,0,0,1,1,1,1,1,3,0,5.704,9,0,38.85,38.85,0
2618,675,23,23,0,0,0,1,0,0,1,1,0,-57.352,9,2,38.85,38.85,0
2619,655,13,13,1,0,0,0,0,0,1,3,1,-58.488,9,0,38.85,38.85,0
2620,603,19,19,0,0,0,0,0,0,1,3,0,49.08,17,4,31.08,31.08,0
2621,602,18,18,0,0,0,1,1,0,1,2,0,46.408,10,0,49.95,49.95,0
2622,685,13,13,0,0,0,1,1,0,1,2,0,-83.696,18,4,38.85,38.85,0
2623,685,14,14,0,0,0,0,0,0,2,3,1,-77.32,18,1,12.95,12.95,0
2624,119,22,22,0,0,1,0,1,0,1,4,0,16.104,9,9,38.85,38.85,0
2625,685,17,17,0,0,0,0,0,0,1,0,0,-56.944,8,1,49.95,49.95,0
2626,125,9,9,0,0,1,1,1,0,1,3,0,-43.968,18,2,12.95,12.95,0
2627,386,12,12,1,0,1,0,1,0,1,3,0,21.728,10,3,25.9,25.9,0
2628,398,7,7,0,0,1,0,0,0,1,2,1,42.656,6,0,12.95,12.95,0
2629,685,13,13,0,0,0,1,0,0,1,3,1,-16.944,21,0,31.08,31.08,0
2630,420,21,21,0,0,1,0,0,0,1,3,1,59.312,8,2,12.95,12.95,0
2631,106,8,8,0,0,0,1,0,0,2,3,1,19.44,23,0,38.85,38.85,0
2632,117,2,2,0,0,1,0,0,0,1,3,0,38.736,9,0,10.36,10.36,0
2633,308,8,8,0,0,1,1,1,0,1,3,0,21.696,9,9,25.9,25.9,0
2634,614,9,9,0,0,0,1,0,0,1,2,1,-12.76,21,0,25.9,25.9,0
2635,426,12,12,0,0,0,1,1,0,1,3,0,-27.992,23,0,12.95,12.95,0
2636,127,5,5,0,0,1,1,1,0,1,3,0,-47.88,23,1,25.9,25.9,0
2637,602,15,15,0,0,1,1,1,0,1,2,0,-68.584,6,0,25.9,25.9,0
2638,115,17,17,1,0,0,1,1,0,1,3,0,12.936,15,0,49.95,49.95,0
2639,109,12,12,0,0,1,1,1,0,2,2,0,21.6,8,0,12.95,12.95,0
2640,166,20,20,1,0,1,1,1,0,1,3,0,35.888,7,0,38.85,38.85,0
2641,420,6,6,0,0,0,0,0,0,1,3,0,4.088,20,0,12.95,12.95,0
2642,688,22,22,0,0,0,1,0,0,1,3,0,-16.272,14,0,38.85,38.85,0
2643,430,21,21,0,0,0,1,0,0,1,3,0,11.776,6,0,12.95,12.95,0
2644,655,7,7,0,0,0,0,0,0,1,3,0,19.512,17,0,12.95,12.95,0
2645,672,12,12,0,0,0,1,1,0,1,3,1,46.64,29,1,12.95,12.95,0
2646,110,21,21,0,0,1,1,1,0,1,3,0,-14.624,8,0,38.85,38.85,0
2647,398,15,15,0,0,1,1,1,0,1,2,0,0.288,26,0,12.95,12.95,0
2648,672,1,1,1,0,0,1,1,0,1,3,0,23.928,19,0,49.95,49.95,0
2649,647,14,14,0,0,0,0,0,0,1,2,0,0.264,13,2,12.95,12.95,0
2650,600,14,14,0,0,0,1,1,0,1,3,0,14.928,15,0,12.95,12.95,0
2651,614,14,14,0,1,1,1,1,0,1,0,0,-38.152,10,0,12.95,12.95,0
2652,685,19,20,0,0,0,1,1,0,1,3,1,20.48,22,0,38.85,38.85,0
2653,634,20,20,0,0,0,1,1,0,1,3,0,12.216,8,0,38.85,38.85,0
2654,362,7,7,0,0,1,1,0,0,1,3,0,47.0,26,0,12.95,12.95,1
2655,675,22,22,0,0,0,1,0,0,1,2,1,-41.32,16,0,38.85,38.85,0
2656,625,16,16,1,0,0,1,1,0,1,2,1,10.16,22,0,31.08,31.08,0
2657,102,14,14,0,0,0,1,1,0,1,3,1,6.288,15,1,19.95,19.95,0
2658,601,15,15,0,0,0,1,1,0,1,3,1,21.376,18,0,38.85,38.85,0
2659,650,17,17,0,0,1,0,0,0,1,3,0,-5.856,9,1,38.85,38.85,0
2660,693,9,9,0,0,1,0,0,0,1,3,0,-6.984,16,0,12.95,12.95,0
2661,625,13,13,0,0,0,1,1,0,1,3,1,44.328,20,2,49.95,49.95,0
2662,614,7,7,0,0,1,1,1,0,1,2,0,-14.168,25,0,38.85,38.85,0
2663,675,14,14,0,0,0,0,1,0,2,3,1,11.112,13,1,12.95,12.95,0
2664,675,11,11,0,0,0,0,0,0,3,2,1,-148.248,7,2,12.95,12.95,0
2665,119,16,16,0,0,0,1,1,0,1,3,0,8.112,14,1,59.4,59.4,0
2666,655,1,1,0,0,1,0,1,0,1,2,1,36.864,9,0,12.95,12.95,1
2667,111,15,15,0,0,1,0,0,0,2,3,1,23.904,9,9,38.85,38.85,0
2668,655,9,9,0,0,1,1,1,0,1,2,0,24.744,21,4,10.36,10.36,0
2669,614,19,19,0,0,0,0,0,0,1,3,1,31.192,17,4,38.85,38.85,0
2670,123,12,12,0,0,1,0,1,0,1,3,0,52.92,16,0,12.95,12.95,0
2671,128,12,12,0,0,1,0,0,0,1,2,0,-30.072,7,3,12.95,12.95,0
2672,693,13,12,0,0,0,1,0,0,1,3,1,-27.12,10,0,12.95,12.95,0
2673,679,8,8,0,0,1,1,0,0,1,2,0,11.832,8,0,49.95,49.95,0
2674,420,0,0,0,0,1,1,1,0,1,2,0,18.08,12,0,25.9,25.9,0
2675,432,15,15,0,0,1,1,0,0,2,2,1,20.768,8,4,38.85,38.85,0
2676,356,21,20,0,0,0,1,1,0,1,3,0,-21.28,21,0,12.95,12.95,0
2677,649,20,20,0,0,0,1,1,0,3,3,1,-46.568,6,2,38.85,38.85,1
2678,166,14,14,1,0,0,1,1,0,1,3,0,33.904,15,0,38.85,38.85,0
2679,685,14,14,0,0,1,1,1,0,1,3,0,44.192,12,4,12.95,12.95,0
2680,648,14,14,0,0,1,1,0,0,1,3,1,-33.976,6,0,10.36,10.36,0
2681,122,17,17,0,0,1,1,0,0,2,3,1,-52.984,6,4,11.01,11.01,0
2682,630,15,15,0,0,1,0,0,0,1,3,1,-25.816,7,0,12.95,12.95,0
2683,121,11,11,1,0,0,1,0,0,1,2,0,31.952,6,0,38.85,38.85,0
2684,649,14,14,0,0,1,1,0,0,2,3,0,-6.968,9,0,10.36,10.36,0
2685,614,7,7,0,0,1,0,0,0,1,3,0,8.688,9,0,10.36,10.36,0
2686,685,22,22,0,0,1,1,0,0,3,2,1,-15.176,14,3,34.97,34.97,0
2687,119,11,11,1,0,1,1,1,0,1,4,0,25.04,9,2,0.0,0.0,0
2688,108,15,15,0,0,0,0,0,0,1,4,0,-31.224,6,0,12.95,12.95,0
2689,127,8,8,0,0,1,0,0,0,1,0,1,-29.632,9,0,12.95,12.95,0
2690,602,13,13,0,0,1,1,0,0,1,2,0,22.976,22,1,49.95,49.95,0
2691,355,0,0,0,0,0,1,0,0,1,3,1,41.504,20,4,12.95,12.95,0
2692,650,0,0,0,0,0,1,0,0,1,3,0,14.112,16,0,25.9,25.9,0
2693,428,12,12,0,0,1,0,0,0,3,2,0,9.584,8,0,38.85,38.85,0
2694,123,8,8,0,0,1,0,1,0,3,3,1,10.664,10,0,12.95,12.95,0
2695,117,16,16,0,0,1,0,1,0,2,0,0,47.416,8,0,12.95,12.95,0
2696,683,15,15,0,0,1,1,1,0,1,3,0,-20.608,9,0,38.85,38.85,0
2697,601,13,13,0,0,0,0,0,0,2,3,0,17.504,21,0,38.85,38.85,0
2698,112,16,16,0,0,1,1,0,0,1,2,0,9.496,8,0,38.85,38.85,0
2699,649,13,13,1,0,1,1,0,0,2,3,0,33.248,8,0,12.95,12.95,0
2700,118,21,21,1,0,1,1,1,0,3,3,0,36.552,9,9,12.95,12.95,0
2701,114,17,17,0,0,1,0,0,0,2,3,0,-7.896,11,0,25.9,25.9,0
2702,121,0,0,0,0,1,1,1,0,1,3,0,-41.072,6,3,38.85,38.85,0
2703,625,22,22,0,0,0,1,1,0,2,0,0,28.56,16,1,49.95,49.95,0
2704,685,16,16,0,0,0,1,1,0,1,3,0,8.872,21,0,12.95,12.95,0
2705,369,7,7,0,0,0,1,1,0,1,3,0,20.632,7,0,38.85,38.85,0
2706,113,13,13,0,0,1,0,0,0,2,3,1,33.64,8,0,12.95,12.95,0
2707,308,10,10,0,0,1,1,1,0,1,3,0,-7.648,9,9,10.36,10.36,0
2708,390,17,17,0,0,0,0,1,0,1,3,1,35.448,15,4,38.85,38.85,0
2709,672,22,22,1,0,1,0,0,0,1,2,0,16.4,19,0,39.96,39.96,0
2710,669,17,17,0,0,1,1,1,0,1,2,1,12.216,9,9,12.95,12.95,1
2711,602,18,18,0,0,0,1,0,0,2,2,0,-26.344,16,3,38.85,38.85,0
2712,647,20,20,0,0,1,1,1,0,2,2,1,7.328,21,0,38.85,38.85,0
2713,386,10,10,0,0,1,0,0,0,1,3,0,33.464,19,0,12.95,12.95,0
2714,110,15,15,0,0,0,1,1,0,1,2,0,12.08,21,0,38.85,38.85,0
2715,602,15,15,0,0,0,0,0,0,1,2,1,20.584,15,1,38.85,38.85,0
2716,655,17,17,0,0,0,0,1,0,1,3,1,16.504,12,0,49.95,49.95,0
2717,385,11,11,0,0,0,0,0,0,1,3,0,-8.272,17,4,12.95,12.95,0
2718,685,22,22,0,0,0,0,0,0,2,0,0,-44.12,10,0,34.95,34.95,0
2719,166,12,12,0,0,0,1,1,0,1,3,0,43.24,26,1,39.96,39.96,0
2720,614,10,10,0,0,1,1,0,0,2,0,1,-29.312,9,0,38.85,38.85,0
2721,648,15,15,0,0,1,0,1,0,1,3,1,-23.016,7,0,38.85,38.85,0
2722,355,10,10,0,0,1,0,0,0,1,3,1,46.24,21,4,12.95,12.95,0
2723,101,13,13,0,0,1,1,1,0,1,2,1,-30.992,7,0,11.01,11.01,0
2724,664,18,18,0,0,0,1,0,0,1,2,0,-18.904,13,0,38.85,38.85,0
2725,123,13,13,0,0,1,1,1,0,2,4,0,-24.968,11,0,12.95,12.95,0
