,height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,target
864,10,97,970,9.7,0.425,0.825,2.71,412,800,152,0
865,8,21,168,2.625,0.548,1.0,3.54,92,168,26,0
866,9,49,441,5.444,0.587,0.961,3.12,259,424,83,0
867,1,148,148,148.0,0.959,1.0,47.33,142,148,3,1
868,9,20,180,2.222,0.3,0.972,1.74,54,175,31,0
869,9,36,324,4.0,0.352,0.806,1.75,114,261,65,0
870,9,21,189,2.333,0.365,0.82,2.88,69,155,24,0
871,9,80,720,8.889,0.333,0.914,2.09,240,658,115,0
872,9,11,99,1.222,0.343,1.0,1.42,34,99,24,0
873,9,50,450,5.556,0.32,0.716,2.67,144,322,54,0
874,9,33,297,3.667,0.354,0.781,1.84,105,232,57,0
875,8,83,664,10.375,0.398,0.94,2.15,264,624,123,0
876,8,11,88,1.375,0.443,1.0,1.63,39,88,24,0
877,9,63,567,7.0,0.289,0.778,1.98,164,441,83,0
878,11,74,814,6.727,0.267,0.628,2.21,217,511,98,0
879,8,17,136,2.125,0.294,0.654,2.22,40,89,18,0
880,8,84,672,10.5,0.36,0.954,1.94,242,641,125,0
881,9,12,108,1.333,0.407,0.898,1.63,44,97,27,0
882,8,82,656,10.25,0.358,0.84,2.24,235,551,105,0
883,8,53,424,6.625,0.33,0.894,1.63,140,379,86,0
884,10,84,840,8.4,0.279,0.896,1.65,234,753,142,0
885,9,12,108,1.333,0.426,1.0,1.64,46,108,28,0
886,9,63,567,7.0,0.284,0.908,1.96,161,515,82,0
887,11,101,1111,9.182,0.253,0.77,1.71,281,856,164,0
888,8,83,664,10.375,0.357,0.979,1.98,237,650,120,0
889,12,72,864,6.0,0.228,0.78,1.79,197,674,110,0
890,9,97,873,10.778,0.317,0.863,1.76,277,753,157,0
891,8,83,664,10.375,0.294,0.955,2.17,195,634,90,0
892,9,26,234,2.889,0.299,0.953,1.67,70,223,42,0
893,9,46,414,5.111,0.338,0.872,1.67,140,361,84,0
894,9,83,747,9.222,0.293,0.751,2.28,219,561,96,0
895,8,33,264,4.125,0.39,0.973,1.72,103,257,60,0
896,11,26,286,2.364,0.283,0.888,2.19,81,254,37,0
897,11,43,473,3.909,0.281,0.774,2.18,133,366,61,0
898,11,62,682,5.636,0.218,0.705,1.62,149,481,92,0
899,8,18,144,2.25,0.472,1.0,2.52,68,144,27,0
900,8,76,608,9.5,0.388,0.903,2.11,236,549,112,0
901,8,6,48,0.75,0.542,0.646,13.0,26,31,2,0
902,1,84,84,84.0,0.917,1.0,19.25,77,84,4,1
903,1,73,73,73.0,0.616,1.0,3.75,45,73,12,1
904,10,64,640,6.4,0.439,0.889,2.58,281,569,109,0
905,9,36,324,4.0,0.531,0.938,2.82,172,304,61,0
906,8,8,64,1.0,0.234,0.672,1.5,15,43,10,0
907,8,21,168,2.625,0.363,0.774,1.69,61,130,36,0
908,9,99,891,11.0,0.484,0.951,2.52,431,847,171,0
909,9,83,747,9.222,0.289,0.751,1.93,216,561,112,0
910,9,32,288,3.556,0.302,0.674,2.17,87,194,40,0
911,10,100,1000,10.0,0.41,0.846,2.81,410,846,146,0
912,10,118,1180,11.8,0.277,0.745,2.02,327,879,162,0
913,9,126,1134,14.0,0.484,0.953,2.83,549,1081,194,0
914,9,86,774,9.556,0.3,0.677,2.13,232,524,109,0
915,10,116,1160,11.6,0.273,0.797,1.7,317,925,186,0
916,8,43,344,5.375,0.494,0.953,3.4,170,328,50,0
917,9,47,423,5.222,0.307,0.872,2.03,130,369,64,0
918,8,40,320,5.0,0.456,0.997,2.7,146,319,54,0
919,9,43,387,4.778,0.455,0.899,2.98,176,348,59,0
920,8,46,368,5.75,0.356,0.927,2.11,131,341,62,0
921,8,42,336,5.25,0.423,0.979,2.37,142,329,60,0
922,21,2,42,0.095,0.738,0.738,31.0,31,31,1,1
923,8,41,328,5.125,0.351,0.963,1.92,115,316,60,0
924,38,70,2660,1.842,0.059,0.062,19.63,157,165,8,3
925,15,342,5130,22.8,0.24,0.548,2.49,1232,2810,495,0
926,9,123,1107,13.667,0.39,0.996,2.82,432,1103,153,0
927,1,147,147,147.0,0.864,1.0,11.55,127,147,11,1
928,10,131,1310,13.1,0.487,0.856,2.94,638,1121,217,0
929,1,17,17,17.0,0.941,1.0,16.0,16,17,1,1
930,9,1,9,0.111,1.0,1.0,9.0,9,9,1,2
931,11,89,979,8.091,0.17,0.706,2.72,166,691,61,0
932,10,31,310,3.1,0.3,0.813,3.32,93,252,28,0
933,12,230,2760,19.167,0.164,0.57,3.48,453,1572,130,0
934,7,43,301,6.143,0.243,0.807,3.48,73,243,21,0
935,36,172,6192,4.778,0.128,0.337,4.84,793,2086,164,3
936,22,72,1584,3.273,0.469,0.848,8.64,743,1343,86,0
937,9,76,684,8.444,0.358,0.795,2.19,245,544,112,0
938,7,190,1330,27.143,0.293,0.847,1.79,390,1126,218,0
939,8,71,568,8.875,0.312,0.866,1.86,177,492,95,0
940,8,71,568,8.875,0.31,0.861,1.85,176,489,95,0
941,13,116,1508,8.923,0.279,0.658,2.3,421,992,183,0
942,9,93,837,10.333,0.259,0.895,1.74,217,749,125,0
943,9,109,981,12.111,0.243,0.848,1.58,238,832,151,0
944,8,64,512,8.0,0.301,0.857,1.93,154,439,80,0
945,9,133,1197,14.778,0.236,0.718,1.89,283,859,150,0
946,6,100,600,16.667,0.342,0.822,1.71,205,493,120,0
947,7,49,343,7.0,0.297,0.641,2.08,102,220,49,0
948,6,43,258,7.167,0.205,0.69,1.77,53,178,30,0
949,6,29,174,4.833,0.339,0.874,1.51,59,152,39,0
950,10,48,480,4.8,0.313,0.76,2.5,150,365,60,0
951,10,35,350,3.5,0.38,0.829,2.02,133,290,66,0
952,9,37,333,4.111,0.453,0.964,2.7,151,321,56,0
953,13,85,1105,6.538,0.327,0.633,2.76,361,700,131,0
954,13,217,2821,16.692,0.361,0.686,3.05,1019,1934,334,0
955,13,487,6331,37.462,0.247,0.63,2.1,1564,3988,745,0
956,13,440,5720,33.846,0.255,0.696,2.18,1459,3983,669,0
957,12,168,2016,14.0,0.255,0.719,2.1,515,1449,245,0
958,26,1,26,0.038,1.0,1.0,26.0,26,26,1,2
959,13,65,845,5.0,0.302,0.677,2.58,255,572,99,0
960,13,1,13,0.077,1.0,1.0,13.0,13,13,1,2
961,17,1,17,0.059,1.0,1.0,17.0,17,17,1,2
962,10,121,1210,12.1,0.37,0.873,2.41,448,1056,186,0
963,12,118,1416,9.833,0.309,0.726,2.42,438,1028,181,0
964,11,1,11,0.091,1.0,1.0,11.0,11,11,1,2
965,13,106,1378,8.154,0.306,0.688,2.37,422,948,178,0
966,7,9,63,1.286,0.143,0.238,9.0,9,15,1,3
967,37,72,2664,1.946,0.12,0.257,7.64,321,685,42,3
968,13,1,13,0.077,1.0,1.0,13.0,13,13,1,2
969,9,34,306,3.778,0.366,0.846,2.38,112,259,47,0
970,14,1,14,0.071,1.0,1.0,14.0,14,14,1,2
971,2,6,12,3.0,0.667,1.0,4.0,8,12,2,1
972,23,1,23,0.043,1.0,1.0,23.0,23,23,1,2
973,10,108,1080,10.8,0.319,0.746,2.14,345,806,161,0
974,8,185,1480,23.125,0.235,0.659,1.82,348,975,191,0
975,5,39,195,7.8,0.338,0.882,1.74,66,172,38,0
976,13,1,13,0.077,1.0,1.0,13.0,13,13,1,2
977,7,116,812,16.571,0.262,0.788,1.84,213,640,116,0
978,6,89,534,14.833,0.303,0.79,1.82,162,422,89,0
979,7,46,322,6.571,0.304,0.963,2.58,98,310,38,0
980,7,29,203,4.143,0.266,0.813,2.7,54,165,20,0
981,6,172,1032,28.667,0.294,0.907,1.73,303,936,175,0
982,5,17,85,3.4,0.471,0.929,2.35,40,79,17,0
983,15,1,15,0.067,1.0,1.0,15.0,15,15,1,2
984,3,54,162,18.0,0.364,0.519,8.43,59,84,7,1
985,22,72,1584,3.273,0.52,0.856,10.04,823,1356,82,0
986,8,76,608,9.5,0.475,0.87,2.73,289,529,106,0
987,6,181,1086,30.167,0.298,0.684,1.69,324,743,192,0
988,8,71,568,8.875,0.407,0.903,2.06,231,513,112,0
989,8,72,576,9.0,0.399,0.811,2.25,230,467,102,0
990,10,94,940,9.4,0.25,0.721,1.7,235,678,138,0
991,11,71,781,6.455,0.37,0.726,2.41,289,567,120,0
992,10,108,1080,10.8,0.297,0.831,1.84,321,897,174,0
993,8,64,512,8.0,0.336,0.846,2.12,172,433,81,0
994,10,33,330,3.3,0.394,0.645,3.25,130,213,40,0
995,8,132,1056,16.5,0.31,0.861,1.84,327,909,178,0
996,15,54,810,3.6,0.323,0.689,2.45,262,558,107,0
997,14,44,616,3.143,0.398,0.766,2.5,245,472,98,0
998,5,99,495,19.8,0.356,0.881,1.5,176,436,117,0
999,15,61,915,4.067,0.247,0.515,1.87,226,471,121,0
1000,9,59,531,6.556,0.492,0.861,3.22,261,457,81,0
1001,28,137,3836,4.893,0.265,0.564,5.05,1016,2163,201,0
1002,13,407,5291,31.308,0.266,0.649,2.31,1406,3435,609,0
1003,13,408,5304,31.385,0.281,0.677,2.58,1492,3591,579,0
1004,14,410,5740,29.286,0.241,0.592,2.4,1382,3400,576,0
1005,10,86,860,8.6,0.423,0.914,2.44,364,786,149,0
1006,13,409,5317,31.462,0.267,0.582,2.23,1421,3095,637,0
1007,12,307,3684,25.583,0.29,0.771,2.41,1068,2842,444,0
1008,25,410,10250,16.4,0.272,0.67,2.29,2792,6872,1218,0
1009,10,34,340,3.4,0.426,0.656,3.02,145,223,48,0
1010,38,410,15580,10.789,0.254,0.604,2.4,3957,9403,1651,0
1011,13,151,1963,11.615,0.302,0.726,2.59,593,1425,229,0
1012,12,66,792,5.5,0.402,0.78,3.03,318,618,105,0
1013,9,117,1053,13.0,0.419,0.947,2.48,441,997,178,0
1014,13,115,1495,8.846,0.314,0.695,2.62,469,1039,179,0
1015,12,103,1236,8.583,0.353,0.724,2.55,436,895,171,0
1016,49,79,3871,1.612,0.084,0.179,7.36,324,694,44,3
1017,9,33,297,3.667,0.377,0.842,2.24,112,250,50,0
1018,11,63,693,5.727,0.332,0.724,2.77,230,502,83,0
1019,8,14,112,1.75,0.518,0.964,3.22,58,108,18,0
1020,11,79,869,7.182,0.342,0.841,2.2,297,731,135,0
1021,10,75,750,7.5,0.428,0.909,2.28,321,682,141,0
1022,9,107,963,11.889,0.383,0.858,2.22,369,826,166,0
1023,6,114,684,19.0,0.278,0.741,1.76,190,507,108,0
1024,5,39,195,7.8,0.344,0.728,2.09,67,142,32,0
1025,7,114,798,16.286,0.253,0.741,1.77,202,591,114,0
1026,6,90,540,15.0,0.298,0.77,1.55,161,416,104,0
1027,6,28,168,4.667,0.405,0.804,1.84,68,135,37,0
1028,7,1,7,0.143,1.0,1.0,7.0,7,7,1,2
1029,8,46,368,5.75,0.266,0.886,1.85,98,326,53,0
1030,8,17,136,2.125,0.456,0.824,2.38,62,112,26,0
1031,7,28,196,4.0,0.337,0.99,2.13,66,194,31,0
1032,7,175,1225,25.0,0.337,0.991,1.87,413,1214,221,0
1033,18,168,3024,9.333,0.187,0.73,2.34,564,2207,241,0
1034,12,58,696,4.833,0.343,0.803,3.85,239,559,62,0
1035,22,71,1562,3.227,0.487,0.834,10.13,760,1302,75,0
1036,15,136,2040,9.067,0.24,0.748,2.81,489,1526,174,0
1037,9,76,684,8.444,0.352,0.813,2.27,241,556,106,0
1038,7,181,1267,25.857,0.316,0.758,1.65,400,961,242,0
1039,8,70,560,8.75,0.371,0.911,1.7,208,510,122,0
1040,14,217,3038,15.5,0.268,0.632,2.12,813,1919,383,0
1041,7,71,497,10.143,0.394,0.958,1.87,196,476,105,0
1042,23,87,2001,3.783,0.286,0.671,2.36,572,1342,242,0
1043,9,93,837,10.333,0.278,0.847,1.66,233,709,140,0
1044,10,107,1070,10.7,0.273,0.738,1.81,292,790,161,0
1045,8,62,496,7.75,0.357,0.968,1.79,177,480,99,0
1046,9,84,756,9.333,0.407,0.878,2.75,308,664,112,0
1047,8,133,1064,16.625,0.272,0.825,1.78,289,878,162,0
1048,6,100,600,16.667,0.345,0.795,1.68,207,477,123,0
1049,6,51,306,8.5,0.294,0.775,1.48,90,237,61,0
1050,6,43,258,7.167,0.337,0.969,1.67,87,250,52,0
1051,6,29,174,4.833,0.333,0.799,1.53,58,139,38,0
1052,10,35,350,3.5,0.337,0.714,1.87,118,250,63,0
1053,8,40,320,5.0,0.481,0.988,2.61,154,316,59,0
1054,8,44,352,5.5,0.415,0.949,2.06,146,334,71,0
1055,12,80,960,6.667,0.324,0.673,2.45,311,646,127,0
1056,12,89,1068,7.417,0.429,0.879,3.5,458,939,131,0
1057,14,418,5852,29.857,0.261,0.619,2.16,1525,3625,707,0
1058,12,129,1548,10.75,0.303,0.711,2.51,469,1100,187,0
1059,13,77,1001,5.923,0.298,0.7,2.4,298,701,124,0
1060,9,119,1071,13.222,0.422,0.965,2.34,452,1033,193,0
1061,13,116,1508,8.923,0.292,0.703,2.49,441,1060,177,0
1062,12,104,1248,8.667,0.335,0.758,2.46,418,946,170,0
1063,39,70,2730,1.795,0.09,0.255,7.0,245,697,35,3
1064,11,33,363,3.0,0.295,0.694,1.98,107,252,54,0
1065,10,128,1280,12.8,0.355,0.751,2.25,455,961,202,0
1066,7,14,98,2.0,0.49,0.939,2.53,48,92,19,0
1067,12,84,1008,7.0,0.331,0.792,2.35,334,798,142,0
1068,9,107,963,11.889,0.375,0.861,1.94,361,829,186,0
1069,5,115,575,23.0,0.417,0.92,2.03,240,529,118,0
1070,5,39,195,7.8,0.41,0.867,1.67,80,169,48,0
1071,4,114,456,28.5,0.393,0.978,1.83,179,446,98,0
1072,3,90,270,30.0,0.511,0.907,2.34,138,245,59,0
1073,9,172,1548,19.111,0.353,0.799,2.43,546,1237,225,0
1074,8,17,136,2.125,0.529,0.853,2.88,72,116,25,0
1075,9,45,405,5.0,0.279,0.785,2.17,113,318,52,0
1076,7,27,189,3.857,0.344,1.0,1.97,65,189,33,0
1077,22,71,1562,3.227,0.519,0.843,11.25,810,1317,72,0
1078,8,190,1520,23.75,0.326,0.63,2.22,495,957,223,0
1079,10,76,760,7.6,0.474,0.799,3.03,360,607,119,0
1080,8,70,560,8.75,0.463,0.986,2.31,259,552,112,0
1081,9,71,639,7.889,0.39,0.768,2.44,249,491,102,0
1082,10,77,770,7.7,0.469,0.905,2.64,361,697,137,0
1083,8,93,744,11.625,0.324,0.835,1.99,241,621,121,0
1084,9,107,963,11.889,0.357,0.875,2.14,344,843,161,0
1085,11,29,319,2.636,0.408,0.765,3.1,130,244,42,0
1086,9,62,558,6.889,0.348,0.869,2.23,194,485,87,0
1087,8,130,1040,16.25,0.36,0.876,2.21,374,911,169,0
1088,6,100,600,16.667,0.385,0.828,1.72,231,497,134,0
1089,6,50,300,8.333,0.397,0.713,2.38,119,214,50,0
1090,6,44,264,7.333,0.447,0.811,2.11,118,214,56,0
1091,5,29,145,5.8,0.538,0.89,2.36,78,129,33,0
1092,11,35,385,3.182,0.351,0.652,2.25,135,251,60,0
1093,9,40,360,4.444,0.506,0.964,3.08,182,347,59,0
1094,9,42,378,4.667,0.378,0.841,2.65,143,318,54,0
1095,13,83,1079,6.385,0.373,0.628,3.5,403,678,115,0
1096,14,234,3276,16.714,0.383,0.634,4.2,1256,2077,299,0
1097,13,409,5317,31.462,0.312,0.602,3.03,1657,3200,547,0
1098,26,412,10712,15.846,0.32,0.664,3.0,3424,7118,1142,0
1099,13,152,1976,11.692,0.312,0.714,2.8,617,1410,220,0
1100,13,147,1911,11.308,0.358,0.703,3.6,684,1343,190,0
1101,9,9,81,1.0,0.63,0.802,5.1,51,65,10,0
1102,10,124,1240,12.4,0.473,0.814,3.43,587,1009,171,0
1103,13,121,1573,9.308,0.376,0.69,3.72,591,1086,159,0
1104,10,90,900,9.0,0.501,0.868,3.92,451,781,115,0
1105,13,409,5317,31.462,0.277,0.573,2.65,1475,3049,556,0
1106,12,128,1536,10.667,0.339,0.737,2.91,520,1132,179,0
1107,12,410,4920,34.167,0.333,0.661,2.69,1636,3254,608,0
1108,12,142,1704,11.833,0.337,0.759,3.04,575,1293,189,0
1109,12,410,4920,34.167,0.324,0.706,2.47,1595,3474,645,0
1110,13,291,3783,22.385,0.285,0.627,2.68,1080,2371,403,0
1111,13,277,3601,21.308,0.293,0.636,2.59,1054,2292,407,0
1112,12,67,804,5.583,0.403,0.704,3.68,324,566,88,0
1113,10,119,1190,11.9,0.39,0.81,2.75,464,964,169,0
1114,24,117,2808,4.875,0.347,0.729,2.88,975,2048,338,0
1115,3,11,33,3.667,0.364,0.667,3.0,12,22,4,1
1116,31,71,2201,2.29,0.159,0.296,10.29,350,651,34,3
1117,10,33,330,3.3,0.327,0.742,2.35,108,245,46,0
1118,9,108,972,12.0,0.449,0.868,2.55,436,844,171,0
1119,8,183,1464,22.875,0.288,0.664,2.08,421,972,202,0
1120,5,39,195,7.8,0.492,0.872,2.46,96,170,39,0
1121,14,116,1624,8.286,0.27,0.649,2.12,439,1054,207,0
1122,6,90,540,15.0,0.394,0.804,2.2,213,434,97,0
1123,11,337,3707,30.636,0.175,0.637,2.2,650,2361,296,0
1124,7,16,112,2.286,0.464,0.884,3.25,52,99,16,0
1125,3,304,912,101.33,0.555,0.686,42.17,506,626,12,1
1126,22,69,1518,3.136,0.516,0.848,10.59,784,1287,74,0
1127,8,74,592,9.25,0.456,0.887,2.48,270,525,109,0
1128,7,189,1323,27.0,0.339,0.704,1.89,449,932,237,0
1129,8,69,552,8.625,0.415,0.984,2.16,229,543,106,0
1130,8,70,560,8.75,0.388,0.841,2.21,217,471,98,0
1131,9,91,819,10.111,0.321,0.908,1.95,263,744,135,0
1132,9,77,693,8.556,0.486,0.97,2.63,337,672,128,0
1133,9,106,954,11.778,0.309,0.791,1.97,295,755,150,0
1134,8,62,496,7.75,0.363,0.925,2.12,180,459,85,0
1135,13,30,390,2.308,0.356,0.649,3.23,139,253,43,0
1136,8,132,1056,16.5,0.311,0.873,2.01,328,922,163,0
1137,6,101,606,16.833,0.411,0.876,1.93,249,531,129,0
1138,6,50,300,8.333,0.327,0.687,2.0,98,206,49,0
1139,6,46,276,7.667,0.315,0.75,2.12,87,207,41,0
1140,6,29,174,4.833,0.356,0.684,1.88,62,119,33,0
1141,10,35,350,3.5,0.42,0.826,2.23,147,289,66,0
1142,9,37,333,4.111,0.517,0.934,2.82,172,311,61,0
1143,9,43,387,4.778,0.388,0.886,2.73,150,343,55,0
1144,12,84,1008,7.0,0.43,0.703,3.52,433,709,123,0
1145,33,160,5280,4.848,0.219,0.389,6.34,1154,2054,182,0
1146,12,498,5976,41.5,0.307,0.639,2.44,1833,3818,752,0
1147,13,58,754,4.462,0.336,0.599,3.2,253,452,79,0
1148,9,35,315,3.889,0.59,0.86,3.88,186,271,48,0
1149,12,176,2112,14.667,0.302,0.599,2.61,637,1265,244,0
1150,153,442,67626,2.889,0.114,0.215,6.27,7689,14538,1227,3
1151,3,259,777,86.333,0.411,0.481,13.29,319,374,24,1
1152,10,22,220,2.2,0.491,0.932,3.72,108,205,29,0
1153,12,124,1488,10.333,0.3,0.869,1.96,447,1293,228,0
1154,9,13,117,1.444,0.564,0.863,3.88,66,101,17,0
1155,9,12,108,1.333,0.62,0.944,4.79,67,102,14,0
1156,11,37,407,3.364,0.371,0.899,2.01,151,366,75,0
1157,9,13,117,1.444,0.53,0.88,3.26,62,103,19,0
1158,12,122,1464,10.167,0.26,0.881,2.3,381,1290,166,0
1159,9,5,45,0.556,0.467,0.556,10.5,21,25,2,0
1160,11,38,418,3.455,0.328,0.852,1.96,137,356,70,0
1161,8,13,104,1.625,0.587,0.837,4.69,61,87,13,0
1162,12,497,5964,41.417,0.278,0.751,2.27,1657,4478,731,0
1163,13,498,6474,38.308,0.281,0.688,2.28,1820,4453,799,0
1164,10,54,540,5.4,0.378,0.622,3.14,204,336,65,0
1165,12,37,444,3.083,0.41,0.748,3.87,182,332,47,0
1166,12,497,5964,41.417,0.269,0.594,2.44,1605,3544,658,0
1167,12,50,600,4.167,0.345,0.627,2.72,207,376,76,0
1168,10,61,610,6.1,0.487,0.834,3.13,297,509,95,0
1169,12,500,6000,41.667,0.264,0.595,2.45,1584,3568,646,0
1170,12,497,5964,41.417,0.297,0.733,2.25,1773,4374,789,0
1171,12,25,300,2.083,0.32,0.643,2.59,96,193,37,0
1172,9,108,972,12.0,0.376,0.815,2.35,365,792,155,0
1173,6,184,1104,30.667,0.323,0.752,1.99,357,830,179,0
1174,5,39,195,7.8,0.328,0.744,2.06,64,145,31,0
1175,5,116,580,23.2,0.376,0.784,2.18,218,455,100,0
1176,4,89,356,22.25,0.34,0.916,1.64,121,326,74,0
1177,7,46,322,6.571,0.298,0.994,2.18,96,320,44,0
1178,8,27,216,3.375,0.218,0.852,2.24,47,184,21,0
1179,7,172,1204,24.571,0.294,0.967,2.07,354,1164,171,0
1180,7,17,119,2.429,0.412,0.807,2.58,49,96,19,0
1181,22,71,1562,3.227,0.536,0.876,11.64,838,1368,72,0
1182,8,75,600,9.375,0.375,0.86,2.05,225,516,110,0
1183,6,189,1134,31.5,0.324,0.83,1.62,367,941,227,0
1184,8,70,560,8.75,0.298,0.914,1.76,167,512,95,0
1185,8,70,560,8.75,0.332,0.896,1.66,186,502,112,0
1186,9,76,684,8.444,0.436,0.955,2.37,298,653,126,0
1187,8,93,744,11.625,0.261,0.937,1.55,194,697,125,0
1188,8,108,864,13.5,0.293,0.897,1.69,253,775,150,0
1189,7,63,441,9.0,0.333,0.971,1.99,147,428,74,0
1190,11,34,374,3.091,0.364,0.642,2.78,136,240,49,0
1191,8,123,984,15.375,0.255,0.827,1.71,251,814,147,0
1192,6,99,594,16.5,0.301,0.803,1.46,179,477,123,0
1193,5,50,250,10.0,0.36,0.812,1.58,90,203,57,0
1194,5,43,215,8.6,0.265,0.786,1.33,57,169,43,0
1195,5,28,140,5.6,0.329,0.871,1.77,46,122,26,0
1196,9,42,378,4.667,0.384,0.817,2.38,145,309,61,0
1197,10,35,350,3.5,0.331,0.686,1.93,116,240,60,0
1198,8,40,320,5.0,0.463,0.969,2.47,148,310,60,0
1199,47,286,13442,6.085,0.183,0.317,4.67,2459,4258,526,3
1200,13,386,5018,29.692,0.286,0.658,2.19,1437,3301,657,0
1201,9,60,540,6.667,0.413,0.822,2.75,223,444,81,0
1202,12,67,804,5.583,0.35,0.693,2.84,281,557,99,0
1203,9,118,1062,13.111,0.372,0.818,2.41,395,869,164,0
1204,25,115,2875,4.6,0.296,0.65,2.56,851,1868,333,0
1205,36,96,3456,2.667,0.096,0.207,7.7,331,717,43,3
1206,9,33,297,3.667,0.33,0.845,1.81,98,251,54,0
1207,8,107,856,13.375,0.384,0.86,2.12,329,736,155,0
1208,7,183,1281,26.143,0.265,0.664,1.88,340,850,181,0
1209,6,39,234,6.5,0.303,0.739,1.58,71,173,45,0
1210,7,115,805,16.429,0.273,0.704,1.72,220,567,128,0
1211,5,88,440,17.6,0.364,0.775,1.67,160,341,96,0
1212,5,27,135,5.4,0.407,0.815,2.12,55,110,26,0
1213,11,337,3707,30.636,0.179,0.648,2.09,664,2402,318,0
1214,7,17,119,2.429,0.454,0.866,3.18,54,103,17,0
1215,5,333,1665,66.6,0.374,0.413,36.65,623,688,17,1
1216,22,70,1540,3.182,0.525,0.838,11.54,808,1290,70,0
1217,8,74,592,9.25,0.412,0.845,2.14,244,500,114,0
1218,7,191,1337,27.286,0.307,0.748,1.66,411,1000,247,0
1219,8,68,544,8.5,0.336,0.868,1.91,183,472,96,0
1220,8,69,552,8.625,0.312,0.842,1.91,172,465,90,0
1221,10,127,1270,12.7,0.388,0.798,2.35,493,1014,210,0
1222,9,91,819,10.111,0.233,0.789,1.71,191,646,112,0
1223,10,105,1050,10.5,0.234,0.811,1.7,246,852,145,0
1224,8,61,488,7.625,0.316,0.967,2.03,154,472,76,0
1225,8,127,1016,15.875,0.314,0.825,1.98,319,838,161,0
1226,11,30,330,2.727,0.379,0.739,3.05,125,244,41,0
1227,5,29,145,5.8,0.4,0.89,1.87,58,129,31,0
1228,7,100,700,14.286,0.294,0.633,1.67,206,443,123,0
1229,6,50,300,8.333,0.327,0.777,2.0,98,233,49,0
1230,5,43,215,8.6,0.405,0.981,1.61,87,211,54,0
1231,9,42,378,4.667,0.45,0.905,2.79,170,342,61,0
1232,10,35,350,3.5,0.434,0.803,2.34,152,281,65,0
1233,9,40,360,4.444,0.494,0.925,2.92,178,333,61,0
1234,13,84,1092,6.462,0.35,0.59,3.16,382,644,121,0
1235,10,249,2490,24.9,0.462,0.842,3.53,1151,2097,326,0
1236,38,410,15580,10.789,0.279,0.696,2.39,4341,10849,1815,0
1237,12,232,2784,19.333,0.316,0.703,2.34,879,1957,375,0
1238,12,67,804,5.583,0.376,0.751,2.99,302,604,101,0
1239,10,119,1190,11.9,0.392,0.891,2.46,467,1060,190,0
1240,12,116,1392,9.667,0.331,0.756,2.62,461,1053,176,0
1241,11,104,1144,9.455,0.377,0.779,2.57,431,891,168,0
1242,43,62,2666,1.442,0.08,0.17,6.63,212,454,32,3
1243,10,33,330,3.3,0.294,0.791,1.83,97,261,53,0
1244,11,101,1111,9.182,0.33,0.734,2.68,367,815,137,0
1245,2,6,12,3.0,0.667,1.0,4.0,8,12,2,1
1246,9,108,972,12.0,0.364,0.794,2.15,354,772,165,0
1247,8,185,1480,23.125,0.265,0.611,1.97,392,905,199,0
1248,5,38,190,7.6,0.316,0.695,2.07,60,132,29,0
1249,7,116,812,16.571,0.309,0.676,2.2,251,549,114,0
1250,6,89,534,14.833,0.298,0.758,1.61,159,405,99,0
1251,3,27,81,9.0,0.481,0.926,1.77,39,75,22,0
1252,10,174,1740,17.4,0.278,0.733,2.02,483,1276,239,0
1253,7,17,119,2.429,0.555,0.933,2.64,66,111,25,0
1254,8,28,224,3.5,0.308,0.835,3.14,69,187,22,0
1255,8,46,368,5.75,0.291,0.886,2.23,107,326,48,0
1256,22,71,1562,3.227,0.499,0.836,10.99,780,1306,71,0
1257,10,75,750,7.5,0.451,0.86,2.84,338,645,119,0
1258,8,192,1536,24.0,0.316,0.746,1.74,485,1146,279,0
1259,8,70,560,8.75,0.464,0.988,2.36,260,553,110,0
1260,10,121,1210,12.1,0.415,0.879,2.61,502,1063,192,0
1261,9,71,639,7.889,0.352,0.897,1.97,225,573,114,0
1262,11,23,253,2.091,0.415,0.858,3.5,105,217,30,0
1263,27,115,3105,4.259,0.293,0.672,2.35,910,2087,388,0
1264,11,90,990,8.182,0.362,0.808,2.82,358,800,127,0
1265,9,71,639,7.889,0.294,0.762,2.16,188,487,87,0
1266,10,83,830,8.3,0.425,0.86,2.92,353,714,121,0
1267,8,132,1056,16.5,0.36,0.921,2.1,380,973,181,0
1268,6,101,606,16.833,0.393,0.752,1.98,238,456,120,0
1269,6,51,306,8.5,0.454,0.817,2.44,139,250,57,0
1270,6,45,270,7.5,0.456,0.967,1.64,123,261,75,0
1271,16,44,704,2.75,0.376,0.744,2.39,265,524,111,0
1272,9,35,315,3.889,0.397,0.832,1.92,125,262,65,0
1273,9,42,378,4.667,0.452,0.942,2.85,171,356,60,0
1274,11,104,1144,9.455,0.367,0.747,2.56,420,854,164,0
1275,13,414,5382,31.846,0.357,0.653,3.08,1919,3514,623,0
1276,10,181,1810,18.1,0.491,0.866,3.25,888,1567,273,0
1277,11,413,4543,37.545,0.356,0.806,2.44,1619,3662,664,0
1278,13,348,4524,26.769,0.308,0.721,2.57,1395,3262,543,0
1279,12,414,4968,34.5,0.313,0.734,2.3,1554,3646,675,0
1280,10,20,200,2.0,0.4,0.605,3.48,80,121,23,0
1281,10,413,4130,41.3,0.315,0.731,2.47,1302,3018,527,0
