,ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,D,F,A,B,C,Flight,Ship,Road,low,medium,high,M,target
4370,4371,4,2,221,3,10,5632,0,0,1,0,0,0,0,1,1,0,0,1,1
4371,4372,4,1,207,2,4,4099,0,0,0,1,0,0,0,1,0,1,0,1,1
4372,4373,3,3,190,3,2,4468,0,0,0,0,1,0,0,1,0,1,0,1,0
4373,4374,3,5,199,4,7,4520,0,0,0,0,0,0,0,1,1,0,0,1,1
4374,4375,6,1,246,3,7,4733,1,0,0,0,0,0,0,1,0,1,0,1,0
4375,4376,3,5,195,3,10,5585,0,1,0,0,0,0,0,1,0,1,0,0,1
4376,4377,3,2,244,3,10,4636,0,0,1,0,0,0,0,1,0,1,0,1,0
4377,4378,2,2,158,3,1,4149,0,1,0,1,0,0,0,1,0,0,1,0,1
4378,4379,4,2,254,4,4,5137,0,1,0,0,1,0,0,1,1,0,0,0,0
4379,4380,3,1,236,2,8,5591,0,1,0,0,0,1,0,0,0,1,0,0,1
4380,4381,5,1,255,4,9,4881,1,0,0,0,0,1,0,0,0,1,0,1,0
4381,4382,3,1,224,2,9,4007,0,0,0,0,0,1,0,0,1,0,0,1,0
4382,4383,2,2,204,4,5,5382,0,0,1,0,0,1,0,0,0,0,1,1,1
4383,4384,3,3,150,2,3,5836,0,0,0,1,0,1,0,0,0,1,0,1,1
4384,4385,3,3,134,2,1,5646,0,0,0,0,1,1,0,0,0,0,1,1,1
4385,4386,3,3,157,4,7,5974,0,0,0,0,0,1,0,0,1,0,0,1,0
4386,4387,3,2,257,2,1,4132,1,1,0,0,0,1,0,0,0,1,0,0,0
4387,4388,5,2,165,3,10,5598,0,1,0,0,0,1,0,0,0,1,0,0,1
4388,4389,5,4,175,4,4,4505,0,0,1,0,0,1,0,0,1,0,0,1,1
4389,4390,3,3,201,2,8,5032,0,1,0,1,0,1,0,0,0,1,0,0,0
4390,4391,3,3,175,2,2,4814,0,0,0,0,1,1,0,0,0,1,0,1,1
4391,4392,4,2,185,5,7,4694,0,0,0,0,0,1,0,0,1,0,0,1,0
4392,4393,4,3,202,3,7,5678,1,0,0,0,0,1,0,0,1,0,0,1,0
4393,4394,3,4,270,2,4,4681,0,0,0,0,0,1,0,0,1,0,0,1,1
4394,4395,5,3,175,3,7,4833,0,0,1,0,0,1,0,0,1,0,0,1,0
4395,4396,4,3,149,3,3,4781,0,1,0,1,0,1,0,0,0,1,0,0,0
4396,4397,3,1,223,3,4,4495,0,1,0,0,1,1,0,0,0,1,0,0,0
4397,4398,5,2,143,4,10,5400,0,1,0,0,0,1,0,0,1,0,0,0,1
4398,4399,3,3,203,3,7,4977,1,0,0,0,0,1,0,0,0,1,0,1,0
4399,4400,4,4,165,6,5,4640,0,1,0,0,0,1,0,0,1,0,0,0,0
4400,4401,4,3,255,6,3,4278,0,0,1,0,0,1,0,0,1,0,0,1,0
4401,4402,4,3,218,2,7,4423,0,1,0,1,0,0,1,0,1,0,0,0,1
4402,4403,4,2,193,2,1,5909,0,1,0,0,1,0,1,0,0,1,0,0,1
4403,4404,5,3,187,3,3,4343,0,1,0,0,0,0,1,0,1,0,0,0,1
4404,4405,3,4,246,3,1,4020,1,0,0,0,0,0,1,0,1,0,0,1,0
4405,4406,3,2,237,3,10,5851,0,1,0,0,0,0,1,0,0,1,0,0,1
4406,4407,3,3,269,3,5,4197,0,0,1,0,0,0,1,0,0,1,0,1,0
4407,4408,3,5,107,5,4,5624,0,1,0,1,0,0,1,0,1,0,0,0,1
4408,4409,3,3,147,3,4,5805,0,0,0,0,1,0,1,0,1,0,0,1,1
4409,4410,3,4,111,5,1,4102,0,1,0,0,0,0,1,0,0,1,0,0,1
4410,4411,3,5,197,3,2,4018,1,1,0,0,0,0,1,0,0,1,0,0,0
4411,4412,3,4,257,4,9,4537,0,0,0,0,0,0,1,0,1,0,0,1,1
4412,4413,5,4,269,2,2,5276,0,1,1,0,0,0,1,0,0,1,0,0,1
4413,4414,3,2,224,2,3,4405,0,1,0,1,0,0,1,0,0,1,0,0,1
4414,4415,3,3,262,2,10,5032,0,1,0,0,1,0,1,0,0,1,0,0,1
4415,4416,5,3,181,3,7,5675,0,0,0,0,0,0,1,0,0,0,1,1,0
4416,4417,3,5,159,3,9,4555,1,0,0,0,0,0,1,0,0,1,0,1,1
4417,4418,3,2,207,2,9,4671,0,0,0,0,0,0,1,0,1,0,0,1,1
4418,4419,3,1,238,3,5,4399,0,1,1,0,0,0,1,0,0,1,0,0,0
4419,4420,2,3,239,3,1,5910,0,0,0,1,0,0,1,0,0,0,1,1,1
4420,4421,4,5,206,2,10,4264,0,1,0,0,1,0,1,0,1,0,0,0,0
4421,4422,4,1,159,4,5,5420,0,0,0,0,0,0,1,0,1,0,0,1,0
4422,4423,3,4,207,2,10,4706,1,0,0,0,0,0,1,0,0,1,0,1,1
4423,4424,4,3,262,2,10,5524,0,0,0,0,0,0,1,0,1,0,0,1,0
4424,4425,3,3,251,2,3,5168,0,0,1,0,0,0,1,0,1,0,0,1,1
4425,4426,5,5,188,3,7,4485,0,1,0,1,0,0,1,0,1,0,0,0,0
4426,4427,5,3,254,2,4,5014,0,1,0,0,1,0,1,0,1,0,0,0,1
4427,4428,4,1,234,3,10,4375,0,0,0,0,0,0,1,0,0,0,1,1,1
4428,4429,3,5,246,3,2,5653,1,1,0,0,0,0,1,0,0,1,0,0,0
4429,4430,4,2,158,3,3,4527,0,0,0,0,0,0,1,0,1,0,0,1,1
4430,4431,4,1,220,3,4,4314,0,0,1,0,0,0,1,0,0,1,0,1,1
4431,4432,4,2,257,3,8,5045,0,0,0,1,0,0,1,0,0,1,0,1,0
4432,4433,4,4,143,2,3,5630,0,1,0,0,1,0,1,0,0,1,0,0,0
4433,4434,4,5,163,3,4,5863,0,0,0,0,0,0,1,0,0,0,1,1,1
4434,4435,3,3,171,4,8,4502,1,0,0,0,0,0,1,0,1,0,0,1,1
4435,4436,3,3,261,4,7,4542,0,1,0,0,0,0,1,0,0,1,0,0,0
4436,4437,3,4,212,3,10,4663,0,0,1,0,0,0,1,0,0,1,0,1,1
4437,4438,3,4,176,2,10,4920,0,1,0,1,0,0,1,0,1,0,0,0,1
4438,4439,4,1,257,4,5,5875,0,0,0,0,1,0,1,0,1,0,0,1,0
4439,4440,4,4,133,2,10,4768,0,1,0,0,0,0,1,0,1,0,0,0,0
4440,4441,3,2,153,3,3,5251,1,1,0,0,0,0,1,0,0,1,0,0,1
4441,4442,6,4,218,6,1,4625,0,0,0,0,0,0,1,0,0,1,0,1,0
4442,4443,4,5,164,2,9,5453,0,1,1,0,0,0,1,0,1,0,0,0,1
4443,4444,3,2,256,2,9,4228,0,1,0,1,0,0,1,0,0,1,0,0,0
4444,4445,2,2,150,2,9,4917,0,1,0,0,1,0,1,0,0,1,0,0,0
4445,4446,2,4,107,4,4,4451,0,1,0,0,0,0,1,0,0,0,1,0,0
4446,4447,6,3,219,4,6,4885,1,0,0,0,0,0,1,0,0,1,0,1,0
4447,4448,6,1,237,5,2,5364,0,0,0,0,0,0,1,0,0,0,1,1,1
4448,4449,5,1,246,2,4,5461,0,1,1,0,0,0,1,0,1,0,0,0,1
4449,4450,4,3,198,3,1,5846,0,1,0,1,0,0,1,0,0,1,0,0,0
4450,4451,4,4,176,6,5,4494,0,0,0,0,1,0,1,0,0,0,1,1,0
4451,4452,5,2,168,2,3,4928,0,1,0,0,0,0,1,0,0,0,1,0,1
4452,4453,5,2,173,4,4,5363,1,0,0,0,0,0,1,0,0,1,0,1,1
4453,4454,4,4,106,2,10,5173,0,1,0,0,0,0,1,0,1,0,0,0,0
4454,4455,3,1,171,2,7,4010,0,1,1,0,0,0,1,0,0,1,0,0,0
4455,4456,5,1,224,2,4,5063,0,0,0,1,0,0,1,0,0,1,0,1,1
4456,4457,4,2,216,4,3,4887,0,0,0,0,1,0,1,0,0,1,0,1,0
4457,4458,3,3,174,3,2,4221,0,1,0,0,0,0,1,0,0,1,0,0,1
4458,4459,4,4,261,6,10,4596,1,1,0,0,0,0,1,0,0,1,0,0,0
4459,4460,4,3,229,3,3,5027,0,1,0,0,0,0,1,0,1,0,0,0,1
4460,4461,4,5,214,3,6,5646,0,0,1,0,0,0,1,0,0,0,1,1,1
4461,4462,4,5,199,5,8,5669,0,0,0,1,0,0,1,0,0,1,0,1,0
4462,4463,5,4,182,3,7,5677,0,1,0,0,1,0,1,0,0,1,0,0,0
4463,4464,4,1,152,3,4,5299,0,0,0,0,0,0,1,0,1,0,0,1,1
4464,4465,4,5,258,2,6,5062,1,0,0,0,0,0,1,0,0,1,0,1,0
4465,4466,6,2,182,3,7,4371,0,0,0,0,0,0,1,0,1,0,0,1,0
4466,4467,2,4,166,3,8,4968,0,0,1,0,0,0,1,0,1,0,0,1,0
4467,4468,2,3,176,3,6,5006,0,1,0,1,0,0,1,0,1,0,0,0,1
4468,4469,3,1,193,3,3,5154,0,0,0,0,1,0,1,0,0,1,0,1,1
4469,4470,4,4,135,2,10,4508,0,1,0,0,0,0,1,0,1,0,0,0,0
4470,4471,6,5,213,4,3,5549,1,1,0,0,0,0,1,0,0,1,0,0,1
4471,4472,5,5,168,3,6,4088,0,1,0,0,0,0,1,0,1,0,0,0,0
4472,4473,3,3,264,3,6,4247,0,1,1,0,0,0,1,0,0,1,0,0,0
4473,4474,3,1,173,2,10,4115,0,0,0,1,0,0,1,0,1,0,0,1,0
4474,4475,6,3,142,2,9,5360,0,1,0,0,1,0,1,0,1,0,0,0,0
4475,4476,2,2,278,2,9,4318,0,1,0,0,0,0,1,0,0,1,0,0,1
4476,4477,3,3,197,2,10,5255,1,0,0,0,0,0,1,0,0,1,0,1,1
4477,4478,5,4,226,2,6,4547,0,0,0,0,0,0,1,0,1,0,0,1,1
4478,4479,3,2,197,5,9,4291,0,1,1,0,0,0,1,0,0,1,0,0,0
4479,4480,4,5,189,2,6,5439,0,0,0,1,0,0,1,0,0,1,0,1,0
4480,4481,2,1,210,2,6,5250,0,1,0,0,1,0,1,0,0,1,0,0,1
4481,4482,5,2,149,2,8,5396,0,1,0,0,0,0,1,0,0,1,0,0,1
4482,4483,5,4,171,5,1,5749,1,0,0,0,0,0,1,0,0,1,0,1,1
4483,4484,5,3,243,3,10,4524,0,1,0,0,0,0,1,0,0,1,0,0,0
4484,4485,4,5,171,4,4,5265,0,1,1,0,0,0,1,0,1,0,0,0,1
4485,4486,5,3,215,4,5,5915,0,0,0,1,0,0,1,0,1,0,0,1,0
4486,4487,3,4,174,3,4,4051,0,1,0,0,1,0,1,0,0,1,0,0,1
4487,4488,6,4,210,5,2,4651,0,0,0,0,0,0,1,0,0,1,0,1,1
4488,4489,4,4,135,2,4,5112,1,1,0,0,0,0,1,0,1,0,0,0,1
4489,4490,3,2,134,3,6,4778,0,0,0,0,0,0,1,0,1,0,0,1,0
4490,4491,2,5,166,4,3,4638,0,1,1,0,0,0,1,0,0,1,0,0,1
4491,4492,5,1,174,3,10,4008,0,0,0,1,0,0,1,0,1,0,0,1,1
4492,4493,4,4,252,4,4,4832,0,1,0,0,1,0,1,0,0,1,0,0,1
4493,4494,5,2,219,4,7,4787,0,1,0,0,0,0,1,0,1,0,0,0,0
4494,4495,4,5,244,2,7,5325,1,1,0,0,0,0,0,1,0,1,0,0,0
4495,4496,5,5,132,3,5,4195,0,0,0,0,0,0,0,1,1,0,0,1,0
4496,4497,4,2,223,4,2,5709,0,0,1,0,0,0,0,1,1,0,0,1,1
4497,4498,3,4,260,4,10,4109,0,1,0,1,0,0,0,1,1,0,0,0,1
4498,4499,3,4,269,2,6,5951,0,0,0,0,1,0,0,1,0,1,0,1,1
4499,4500,3,5,170,3,5,5064,0,1,0,0,0,0,0,1,1,0,0,0,1
4500,4501,2,5,170,5,10,5621,1,1,0,0,0,0,0,1,1,0,0,0,0
4501,4502,4,2,173,2,2,5327,0,0,0,0,0,0,0,1,0,1,0,1,1
4502,4503,4,5,148,8,6,5700,0,0,1,0,0,0,0,1,0,1,0,1,1
4503,4504,3,5,174,6,7,4608,0,1,0,1,0,0,0,1,0,1,0,0,1
4504,4505,6,2,263,6,4,4591,0,1,0,0,1,0,0,1,1,0,0,0,0
4505,4506,4,4,142,10,7,5425,0,1,0,0,0,0,0,1,0,0,1,0,0
4506,4507,3,3,183,3,2,4363,1,0,0,0,0,0,0,1,1,0,0,1,1
4507,4508,6,1,174,10,1,5784,0,1,0,0,0,0,0,1,0,1,0,0,0
4508,4509,4,1,140,3,4,5210,0,0,1,0,0,0,0,1,1,0,0,1,0
4509,4510,6,5,154,2,7,4359,0,0,0,1,0,0,0,1,0,0,1,1,0
4510,4511,4,2,108,10,5,4645,0,0,0,0,1,0,0,1,0,1,0,1,1
4511,4512,5,2,198,3,8,4680,0,1,0,0,0,0,0,1,1,0,0,0,1
4512,4513,4,2,266,3,5,4831,1,0,0,0,0,0,0,1,0,0,1,1,0
4513,4514,4,4,197,5,8,4793,0,0,0,0,0,0,0,1,1,0,0,1,1
4514,4515,3,1,219,8,1,4122,0,1,1,0,0,0,0,1,1,0,0,0,0
4515,4516,2,4,255,7,9,5224,0,1,0,1,0,0,0,1,1,0,0,0,0
4516,4517,3,1,255,7,3,4477,0,1,0,0,1,1,0,0,1,0,0,0,1
4517,4518,5,4,219,4,8,4540,0,1,0,0,0,1,0,0,1,0,0,0,1
4518,4519,4,4,244,2,7,5543,1,1,0,0,0,1,0,0,0,1,0,0,0
4519,4520,5,5,132,3,3,4263,0,0,0,0,0,1,0,0,1,0,0,1,1
4520,4521,4,4,223,4,3,5613,0,0,1,0,0,1,0,0,1,0,0,1,1
4521,4522,3,3,260,4,8,5595,0,0,0,1,0,1,0,0,1,0,0,1,0
4522,4523,3,1,269,2,6,5703,0,0,0,0,1,1,0,0,0,1,0,1,0
4523,4524,3,1,170,3,3,4454,0,0,0,0,0,1,0,0,1,0,0,1,0
4524,4525,2,4,170,5,10,5448,1,0,0,0,0,1,0,0,1,0,0,1,1
4525,4526,4,5,173,2,5,4776,0,1,0,0,0,1,0,0,0,1,0,0,0
4526,4527,4,1,148,8,5,4851,0,0,1,0,0,1,0,0,0,1,0,1,0
4527,4528,3,1,174,6,4,4910,0,1,0,1,0,1,0,0,0,1,0,0,0
4528,4529,6,1,263,6,10,5826,0,0,0,0,1,1,0,0,1,0,0,1,1
4529,4530,4,5,142,10,5,4147,0,1,0,0,0,1,0,0,0,0,1,0,0
4530,4531,3,3,183,3,4,5322,1,0,0,0,0,1,0,0,1,0,0,1,1
4531,4532,6,1,174,10,7,4287,0,0,0,0,0,1,0,0,0,1,0,1,1
4532,4533,4,5,140,3,7,5383,0,1,1,0,0,1,0,0,1,0,0,0,1
4533,4534,6,3,154,2,7,4732,0,0,0,1,0,1,0,0,0,0,1,1,1
4534,4535,4,5,108,10,7,5928,0,1,0,0,1,1,0,0,0,1,0,0,0
4535,4536,5,3,198,3,6,5061,0,1,0,0,0,1,0,0,1,0,0,0,0
4536,4537,4,2,266,3,1,5532,1,0,0,0,0,1,0,0,0,0,1,1,0
4537,4538,4,3,197,5,8,4209,0,1,0,0,0,1,0,0,1,0,0,0,0
4538,4539,3,1,219,8,2,5334,0,0,1,0,0,0,1,0,1,0,0,1,1
4539,4540,2,4,255,7,10,5875,0,0,0,1,0,0,1,0,1,0,0,1,1
4540,4541,3,2,255,7,3,5936,0,1,0,0,1,0,1,0,1,0,0,0,1
4541,4542,6,2,247,4,3,1752,0,1,0,0,0,0,1,0,1,0,0,0,1
4542,4543,5,1,275,4,6,1569,1,1,0,0,0,0,1,0,0,1,0,0,1
4543,4544,6,5,291,4,3,1102,0,0,0,0,0,0,1,0,1,0,0,1,0
4544,4545,6,4,265,4,9,1511,0,1,1,0,0,0,1,0,1,0,0,0,1
4545,4546,7,1,250,5,8,1776,0,0,0,1,0,0,1,0,0,1,0,1,1
4546,4547,7,1,291,4,9,1880,0,1,0,0,1,0,1,0,1,0,0,0,0
4547,4548,6,4,255,4,3,1569,0,1,0,0,0,0,1,0,1,0,0,0,0
4548,4549,6,5,290,4,3,1463,1,1,0,0,0,0,1,0,0,1,0,0,0
4549,4550,5,5,276,4,7,1742,0,1,0,0,0,0,1,0,1,0,0,0,1
4550,4551,4,3,149,3,1,1448,0,1,1,0,0,0,1,0,0,1,0,0,0
4551,4552,6,2,310,4,5,1791,0,1,0,1,0,0,1,0,0,1,0,0,0
4552,4553,7,5,273,4,7,1364,0,1,0,0,1,0,1,0,1,0,0,0,1
4553,4554,6,3,244,4,5,1668,0,1,0,0,0,0,1,0,1,0,0,0,0
4554,4555,6,4,275,4,4,1192,1,1,0,0,0,0,1,0,1,0,0,0,0
4555,4556,7,2,308,4,7,1176,0,1,0,0,0,0,1,0,1,0,0,0,1
4556,4557,6,5,264,4,6,1005,0,0,1,0,0,0,1,0,1,0,0,1,1
4557,4558,6,2,256,5,2,1449,0,1,0,1,0,0,1,0,0,1,0,0,0
4558,4559,5,1,252,4,4,1837,0,0,0,0,1,0,1,0,0,1,0,1,1
4559,4560,6,2,244,4,4,1245,0,1,0,0,0,0,1,0,1,0,0,0,0
4560,4561,6,1,280,4,5,1431,1,0,0,0,0,0,1,0,0,1,0,1,1
4561,4562,5,3,227,4,10,1317,0,1,0,0,0,0,1,0,1,0,0,0,0
4562,4563,6,4,272,4,7,1706,0,1,1,0,0,0,1,0,1,0,0,0,0
4563,4564,6,2,274,4,8,1626,0,0,0,1,0,0,1,0,0,1,0,1,0
4564,4565,6,3,310,4,2,1817,0,1,0,0,1,0,1,0,1,0,0,0,1
4565,4566,6,2,282,5,5,1818,0,0,0,0,0,0,1,0,0,1,0,1,0
4566,4567,6,1,247,4,10,1783,1,1,0,0,0,0,1,0,0,1,0,0,1
4567,4568,4,2,262,4,2,5311,0,0,0,0,0,0,1,0,1,0,0,1,1
4568,4569,3,3,213,3,7,4133,0,0,1,0,0,0,1,0,0,1,0,1,1
4569,4570,4,5,136,3,7,4817,0,0,0,1,0,0,1,0,0,1,0,1,0
4570,4571,3,5,134,2,4,5291,0,1,0,0,1,0,1,0,1,0,0,0,1
4571,4572,2,2,171,2,6,5105,0,1,0,0,0,0,1,0,0,1,0,0,1
4572,4573,3,2,182,2,10,4391,1,0,0,0,0,0,1,0,1,0,0,1,0
4573,4574,4,4,185,3,9,4469,0,0,0,0,0,0,1,0,0,1,0,1,1
4574,4575,4,2,271,3,4,5902,0,1,1,0,0,0,1,0,0,1,0,0,1
4575,4576,4,1,166,5,1,5463,0,1,0,1,0,0,1,0,1,0,0,0,0
4576,4577,4,2,196,2,4,5852,0,0,0,0,1,0,1,0,1,0,0,1,1
4577,4578,4,4,157,4,6,4175,0,0,0,0,0,0,1,0,1,0,0,1,1
4578,4579,4,4,218,2,4,4104,1,0,0,0,0,0,1,0,1,0,0,1,0
4579,4580,4,3,142,3,6,5930,0,1,0,0,0,0,1,0,0,1,0,0,1
4580,4581,3,1,237,2,9,4626,0,0,1,0,0,0,1,0,1,0,0,1,0
4581,4582,6,3,213,4,2,5349,0,1,0,1,0,0,1,0,1,0,0,0,1
4582,4583,5,1,241,2,3,5391,0,1,0,0,1,0,1,0,0,1,0,0,0
4583,4584,2,2,170,3,7,4284,0,1,0,0,0,0,1,0,0,0,1,0,0
4584,4585,3,1,156,3,9,4278,1,0,0,0,0,0,1,0,0,1,0,1,1
4585,4586,3,4,228,3,8,5419,0,1,0,0,0,0,1,0,0,1,0,0,1
4586,4587,3,1,145,3,10,4364,0,1,1,0,0,0,1,0,0,0,1,0,1
4587,4588,4,1,145,3,3,5618,0,0,0,1,0,0,1,0,1,0,0,1,0
4588,4589,3,4,166,3,8,4369,0,1,0,0,1,0,1,0,0,1,0,0,0
4589,4590,5,5,106,5,4,4410,0,1,0,0,0,0,1,0,0,1,0,0,0
4590,4591,5,3,210,3,4,4819,1,1,0,0,0,0,1,0,0,0,1,0,1
4591,4592,2,1,235,3,6,4411,0,1,0,0,0,0,1,0,0,1,0,0,0
4592,4593,4,2,142,2,5,4062,0,1,1,0,0,0,1,0,0,1,0,0,1
4593,4594,3,4,271,3,9,4889,0,1,0,1,0,0,1,0,1,0,0,0,0
4594,4595,4,5,245,3,2,5439,0,1,0,0,1,0,1,0,0,1,0,0,0
4595,4596,4,2,192,4,2,5503,0,1,0,0,0,0,1,0,0,1,0,0,1
4596,4597,5,4,270,3,9,4992,1,0,0,0,0,0,1,0,0,1,0,1,0
4597,4598,4,4,197,3,7,5099,0,1,0,0,0,0,1,0,1,0,0,0,1
4598,4599,2,1,255,3,1,5929,0,1,1,0,0,0,1,0,0,1,0,0,1
4599,4600,5,3,223,2,9,5735,0,1,0,1,0,0,1,0,0,1,0,0,1
4600,4601,3,5,256,3,7,4366,0,0,0,0,1,0,1,0,1,0,0,1,0
4601,4602,4,2,229,2,9,5026,0,0,0,0,0,0,1,0,1,0,0,1,1
4602,4603,3,3,233,3,5,4976,1,1,0,0,0,0,1,0,1,0,0,0,0
4603,4604,3,4,164,6,4,5567,0,1,0,0,0,0,1,0,0,1,0,0,0
4604,4605,3,1,171,2,6,5704,0,1,1,0,0,0,1,0,0,1,0,0,0
4605,4606,5,2,178,5,5,5167,0,1,0,1,0,0,1,0,1,0,0,0,1
4606,4607,3,1,233,2,1,5073,0,0,0,0,1,0,1,0,0,0,1,1,0
4607,4608,3,1,232,2,2,5104,0,1,0,0,0,0,1,0,0,1,0,0,0
4608,4609,4,2,236,3,1,4076,1,1,0,0,0,0,1,0,1,0,0,0,1
4609,4610,3,2,197,3,3,4491,0,1,0,0,0,0,1,0,0,1,0,0,1
4610,4611,3,3,152,3,6,5749,0,0,1,0,0,0,1,0,1,0,0,1,0
4611,4612,3,4,219,2,7,4883,0,0,0,1,0,0,1,0,0,1,0,1,0
4612,4613,4,2,205,2,10,5580,0,1,0,0,1,0,1,0,1,0,0,0,1
4613,4614,3,2,142,2,7,4082,0,0,0,0,0,0,1,0,1,0,0,1,1
4614,4615,6,4,112,4,9,4005,1,1,0,0,0,0,1,0,0,1,0,0,0
4615,4616,2,2,254,2,8,5827,0,1,0,0,0,0,1,0,1,0,0,0,1
4616,4617,4,3,256,3,1,4323,0,1,1,0,0,0,1,0,0,0,1,0,1
4617,4618,4,4,168,4,4,4676,0,1,0,1,0,0,1,0,0,1,0,0,1
4618,4619,3,4,171,3,5,5872,0,1,0,0,1,0,1,0,1,0,0,0,1
4619,4620,6,5,215,4,5,5409,0,0,0,0,0,0,1,0,0,1,0,1,0
4620,4621,3,3,169,3,9,4317,1,1,0,0,0,0,1,0,1,0,0,0,0
4621,4622,3,3,149,4,3,5944,0,1,0,0,0,0,1,0,0,1,0,0,0
4622,4623,4,1,223,3,9,4832,0,1,1,0,0,0,1,0,1,0,0,0,1
4623,4624,5,3,224,2,6,5962,0,0,0,1,0,0,1,0,1,0,0,1,0
4624,4625,2,5,186,2,10,4506,0,0,0,0,1,0,1,0,0,1,0,1,1
4625,4626,4,4,184,3,2,5381,0,1,0,0,0,0,1,0,0,1,0,0,1
4626,4627,3,1,152,3,3,5839,1,1,0,0,0,0,1,0,1,0,0,0,0
4627,4628,5,3,249,2,9,4568,0,1,0,0,0,0,1,0,1,0,0,0,1
4628,4629,3,3,173,5,10,5840,0,1,1,0,0,0,1,0,0,1,0,0,1
4629,4630,5,5,167,2,2,5908,0,0,0,1,0,0,1,0,0,1,0,1,1
4630,4631,5,2,230,2,9,4483,0,0,0,0,1,0,1,0,0,1,0,1,1
4631,4632,5,3,237,3,8,5131,0,1,0,0,0,0,0,1,1,0,0,0,1
4632,4633,3,4,202,5,5,4632,1,0,0,0,0,0,0,1,0,0,1,1,1
4633,4634,4,3,134,4,3,5233,0,0,0,0,0,0,0,1,1,0,0,1,1
4634,4635,5,3,263,3,2,4688,0,1,1,0,0,0,0,1,0,1,0,0,1
4635,4636,5,2,272,2,1,5412,0,1,0,1,0,0,0,1,1,0,0,0,1
4636,4637,4,2,231,6,8,5227,0,0,0,0,1,0,0,1,1,0,0,1,1
4637,4638,3,4,190,4,7,5963,0,1,0,0,0,0,0,1,0,1,0,0,0
4638,4639,5,4,223,2,5,4424,1,0,0,0,0,0,0,1,1,0,0,1,0
4639,4640,5,1,257,3,5,4355,0,1,0,0,0,0,0,1,0,1,0,0,1
4640,4641,4,4,184,3,2,4639,0,0,1,0,0,0,0,1,0,1,0,1,1
4641,4642,3,5,193,3,1,5810,0,0,0,1,0,0,0,1,0,1,0,1,0
4642,4643,4,3,204,2,7,4717,0,1,0,0,1,0,0,1,1,0,0,0,0
4643,4644,3,2,236,3,8,5783,0,0,0,0,0,0,0,1,0,1,0,1,1
4644,4645,5,3,222,2,3,4460,1,0,0,0,0,0,0,1,0,1,0,1,0
4645,4646,4,1,140,5,6,4001,0,0,0,0,0,0,0,1,0,1,0,1,0
4646,4647,3,1,204,3,9,5093,0,1,1,0,0,0,0,1,0,0,1,0,1
4647,4648,3,2,271,2,6,5280,0,0,0,1,0,0,0,1,0,1,0,1,0
4648,4649,3,1,108,6,7,4024,0,1,0,0,1,0,0,1,0,1,0,0,1
4649,4650,4,1,206,3,4,4745,0,1,0,0,0,0,0,1,1,0,0,0,1
4650,4651,3,2,180,2,8,4408,1,1,0,0,0,0,0,1,0,0,1,0,1
4651,4652,3,2,193,3,7,5224,0,1,0,0,0,0,0,1,1,0,0,0,1
4652,4653,5,1,238,4,10,4668,0,0,1,0,0,0,0,1,0,1,0,1,1
4653,4654,5,3,234,3,6,4632,0,1,0,1,0,1,0,0,1,0,0,0,1
4654,4655,2,5,271,2,5,5164,0,1,0,0,1,1,0,0,1,0,0,0,0
4655,4656,5,2,102,5,3,4784,0,1,0,0,0,1,0,0,0,1,0,0,1
4656,4657,3,1,185,3,7,5474,1,0,0,0,0,1,0,0,0,1,0,1,0
4657,4658,4,1,273,2,10,5832,0,1,0,0,0,1,0,0,0,0,1,0,0
4658,4659,6,3,233,6,9,4814,0,1,1,0,0,1,0,0,1,0,0,0,1
4659,4660,5,3,191,2,7,5783,0,0,0,1,0,1,0,0,0,1,0,1,0
4660,4661,4,4,239,2,4,4304,0,0,0,0,1,1,0,0,0,1,0,1,0
4661,4662,3,3,270,3,7,4152,0,0,0,0,0,1,0,0,1,0,0,1,1
4662,4663,5,2,279,4,8,4418,1,1,0,0,0,1,0,0,1,0,0,0,0
4663,4664,5,1,233,4,2,4615,0,0,0,0,0,1,0,0,0,0,1,1,0
4664,4665,3,3,178,4,3,4154,0,0,1,0,0,1,0,0,0,0,1,1,0
4665,4666,3,4,184,4,2,4052,0,0,0,1,0,1,0,0,0,1,0,1,1
4666,4667,3,5,202,3,2,5208,0,0,0,0,1,1,0,0,1,0,0,1,1
4667,4668,3,3,149,2,3,4527,0,0,0,0,0,1,0,0,0,1,0,1,1
4668,4669,5,2,133,2,2,4556,1,1,0,0,0,1,0,0,0,0,1,0,1
4669,4670,4,4,224,5,9,4902,0,1,0,0,0,1,0,0,1,0,0,0,0
4670,4671,4,2,252,2,6,5414,0,1,1,0,0,1,0,0,0,1,0,0,1
4671,4672,4,3,208,2,6,4276,0,0,0,1,0,1,0,0,0,1,0,1,0
4672,4673,5,3,256,2,3,4456,0,0,0,0,1,1,0,0,1,0,0,1,1
4673,4674,3,5,206,4,10,4321,0,0,0,0,0,1,0,0,0,1,0,1,0
4674,4675,2,1,177,4,5,4358,1,1,0,0,0,1,0,0,1,0,0,0,1
4675,4676,4,4,269,4,3,5032,0,1,0,0,0,0,1,0,0,1,0,0,0
4676,4677,3,5,216,3,2,4242,0,1,1,0,0,0,1,0,0,0,1,0,1
4677,4678,3,2,221,3,7,5477,0,1,0,1,0,0,1,0,0,0,1,0,1
4678,4679,5,4,210,3,6,5102,0,1,0,0,1,0,1,0,0,1,0,0,1
